,Date,SP Daily Pct Return,Open,High,Low,Last,Change,Settle,Volume,Previous Day Open Interest,SP_MA,dly chg correlation,dly chg corr mean,Std daily chg correl,upper_correl,lower_correl,signal,Gold-Copp Dly Ret,Gold Price,Copper Price,GoldCopperRatio,MA,rolling_std,,,130,,6.90%," 157,495 "," 168,369.75 ",,,
222,5/3/2005,0.21,1168,1172.5,1163,1170.75,,1170.75,141,10962,-0.059636364,0.061299536,0.08053305,0.104663281,0.289859612,-0.128793512,0,-0.2,430.3,1.4625,0.003398792,0.021454545,1.093772639,,,,,,,,,,
223,5/4/2005,0.79,1172,1182.25,1167.75,1180,,1180,333,10963,-0.044545455,0.028381455,0.076516455,0.102278657,0.281073769,-0.12804086,0,-1.72,432.6,1.445,0.003340268,-0.008727273,1.118681523,,,,,,,,,,
224,5/5/2005,-0.04,1180,1184.5,1172.25,1179.5,,1179.5,407,11031,-0.051636364,0.017318937,0.072216882,0.099624261,0.271465404,-0.12703164,0,0.05,433.3,1.448,0.003341796,-0.031818182,1.103754688,,,,,,,,,,
225,5/6/2005,-0.3,1179.25,1186,1176,1176,,1176,274,11106,-0.057090909,0.00830904,0.067787587,0.09686393,0.261515447,-0.125940273,0,1.79,429.5,1.461,0.00340163,0.012181818,1.127448268,,,,,,,,,,
226,5/9/2005,0.62,1177.75,1184.75,1174,1183.25,,1183.25,152,11124,-0.031272727,0.060005632,0.065321506,0.095261952,0.255845411,-0.125202399,0,0.31,429.5,1.4655,0.003412107,-0.031818182,1.064904953,,,,,,,,,,
227,5/10/2005,-1.04,1180.75,1180.75,1169.25,1171,,1171,2614,12825,-0.052,0.046804364,0.062604428,0.093574844,0.249754116,-0.12454526,0,0.53,430.6,1.477,0.003430098,-0.021272727,1.067589973,,,,,,,,,,
228,5/11/2005,0.56,1170,1178.25,1165,1177.5,,1177.5,6680,17398,-0.015454545,-0.020158126,0.057790437,0.090807701,0.239405838,-0.123824965,0,-0.64,430.6,1.4675,0.003408035,0.000909091,1.041022063,,,,,,,,,,
229,5/12/2005,-1.15,1176.5,1179.75,1164,1164,,1164,8367,21641,-0.048545455,0.036615607,0.053749646,0.086539202,0.22682805,-0.119328758,0,-2.74,424.8,1.408,0.003314501,-0.060545455,1.100653708,,,,,,,,,,
230,5/13/2005,-0.21,1164.75,1170,1151.75,1161.5,,1161.5,5090,26157,-0.064545455,0.055006112,0.050412795,0.082736991,0.215886776,-0.115061187,0,-0.75,423.3,1.3925,0.003289629,-0.055272727,1.096561722,,,,,,,,,,
231,5/16/2005,0.9,1161,1172.25,1161,1172,,1172,2139,28172,-0.065454545,0.074402693,0.047644349,0.079202095,0.20604854,-0.110759842,0,0.73,421.9,1.398,0.003313581,-0.038545455,1.101474463,,,,,,,,,,
232,5/17/2005,0.68,1169.25,1180.5,1167,1180,,1180,8075,35579,-0.041090909,0.09186783,0.045820678,0.076935,0.199690678,-0.108049322,0,0.63,422.4,1.4085,0.003334517,-0.036181818,1.102790217,,,,,,,,,,
233,5/18/2005,1,1179.5,1194,1178,1191.75,,1191.75,1203,36197,-0.032,0.130267754,0.045092459,0.075917573,0.196927605,-0.106742687,0,0.88,424.5,1.428,0.003363958,0.008363636,1.089083481,,,,,,,,,,
234,5/19/2005,0.38,1190.75,1197.5,1190.75,1196.25,,1196.25,817,36672,-0.024363636,0.127119601,0.044357011,0.074898196,0.194153404,-0.105439381,0,-0.42,423.3,1.418,0.00334987,-0.015636364,1.083601272,,,,,,,,,,
235,5/20/2005,-0.08,1196.25,1197.5,1191.5,1195.25,,1195.25,357,36750,-0.026181818,0.123077285,0.043555635,0.073787566,0.191130768,-0.104019497,0,1.45,420.2,1.428,0.003398382,0.001090909,1.099169169,,,,,,,,,,
236,5/23/2005,0.5,1195,1203.75,1195,1201.25,,1201.25,1196,37507,-0.038727273,0.133290744,0.043310181,0.07345952,0.19022922,-0.103608858,0,1.14,419.4,1.4415,0.003437053,0.018909091,1.109685763,,,,,,,,,,
237,5/24/2005,-0.21,1200.5,1201.5,1195.5,1198.75,,1198.75,5092,40350,-0.044,0.130901187,0.043117902,0.073211233,0.189540369,-0.103304565,0,0.61,420.2,1.453,0.003457877,0.030363636,1.112524596,,,,,,,,,,
238,5/25/2005,-0.1,1198.25,1198.25,1192.5,1197.5,,1197.5,3836,43806,-0.038727273,0.123933239,0.042662135,0.072615471,0.187893077,-0.102568807,0,0.27,421.5,1.4615,0.003467378,0.053454545,1.103889115,,,,,,,,,,
239,5/26/2005,0.48,1197,1205.25,1197,1203.25,,1203.25,683,43872,-0.01,0.136201785,0.042391421,0.07223049,0.186852401,-0.10206956,0,1.69,420.6,1.483,0.003525915,0.086727273,1.125321443,,,,,,,,,,
240,5/27/2005,0.17,1202.5,1205.25,1201,1205.25,,1205.25,991,43872,-0.010727273,0.123004586,0.041990259,0.071709058,0.185408375,-0.101427858,0,-2.57,422.4,1.451,0.003435133,0.049818182,1.178301494,,,,,,,,,,
241,5/31/2005,-0.81,1205.5,1207,1197.25,1197.25,,1197.25,8744,53012,-0.019818182,0.079627889,0.040566299,0.070123915,0.18081413,-0.099681531,0,1.22,418.9,1.4565,0.003476963,0.102545455,1.164262949,,,,,,,,,,
242,6/1/2005,0.75,1197,1211.75,1196.75,1206.25,,1206.25,11913,60599,0.007636364,0.103606175,0.039863456,0.069274327,0.178412111,-0.098685199,0,2.28,417.7,1.4855,0.00355638,0.130727273,1.198002743,,,,,,,,,,
243,6/2/2005,0.35,1207,1210.75,1203.75,1210.5,,1210.5,4731,63597,0.030181818,0.128693939,0.039821135,0.069218294,0.178257724,-0.098615454,0,0.38,424.8,1.5165,0.003569915,0.110909091,1.184375555,,,,,,,,,,
244,6/3/2005,-0.58,1210.25,1212,1200,1203.5,,1203.5,11074,70196,0.016545455,0.096284942,0.039239423,0.068592738,0.176424899,-0.097946053,0,2.46,425.8,1.5575,0.003657821,0.154363636,1.225961095,,,,,,,,,,
245,6/6/2005,-0.02,1203.5,1204.5,1198.25,1203.25,,1203.25,18933,87263,0.021090909,0.093802305,0.038513889,0.067781257,0.174076403,-0.097048625,0,-0.19,428.4,1.564,0.003650794,0.128727273,1.217981108,,,,,,,,,,
246,6/7/2005,0.06,1202.75,1214.75,1202.5,1204,,1204,36914,111103,0.021090909,0.091409477,0.038004772,0.067265573,0.172535918,-0.096526374,0,-0.95,426.7,1.543,0.003616124,0.112181818,1.226466908,,,,,,,,,,
247,6/8/2005,-0.25,1204,1208.5,1198.75,1201,,1201,140053,220284,0.034909091,0.090405792,0.037433611,0.066671456,0.170776523,-0.095909301,0,0.22,426.6,1.546,0.003624004,0.105272727,1.224737091,,,,,,,,,,
248,6/9/2005,0.42,1200.75,1207.75,1196.25,1206,,1206,770432,388370,0.041818182,0.102964375,0.037296454,0.066525944,0.170348341,-0.095755433,0,0.18,426.1,1.547,0.003630603,0.097818182,1.222978591,,,,,,,,,,
249,6/10/2005,-0.17,1205.75,1208.75,1197.5,1204,,1204,701440,502118,0.037636364,0.105405913,0.036479974,0.065378884,0.167237741,-0.094277793,0,0.25,429.3,1.5625,0.003639646,0.138909091,1.188322304,,,,,,,,,,
250,6/13/2005,0.29,1204,1212.5,1199.75,1207.5,,1207.5,820789,608508,0.039818182,0.092292135,0.039347154,0.064276642,0.167900438,-0.08920613,0,-1.88,431.1,1.5395,0.003571097,0.09,1.215242698,,,,,,,,,,
251,6/14/2005,0.21,1207.25,1213.5,1205.25,1210,,1210,651623,673842,0.055636364,0.090863559,0.041412998,0.064069184,0.169551367,-0.08672537,0,-0.43,429.3,1.5265,0.003555788,0.084181818,1.216982746,,,,,,,,,,
252,6/15/2005,0.14,1209.75,1214.25,1203.5,1211.75,,1211.75,854410,715216,0.034181818,0.108981816,0.044495072,0.063144855,0.170784781,-0.081794638,0,1.1,430.9,1.549,0.003594802,0.083636364,1.216511959,,,,,,,,,,
253,6/16/2005,0.33,1211.75,1217.75,1210.25,1215.75,,1215.75,734931,770947,0.042545455,0.091817562,0.046753591,0.062562352,0.171878295,-0.078371113,0,-0.3,437.9,1.5695,0.003584152,0.064727273,1.214201238,,,,,,,,,,
254,6/17/2005,0.39,1215.75,1225.25,1215.25,1220.5,,1220.5,801246,795294,0.059272727,0.103040822,0.049180107,0.06210022,0.173380546,-0.075020332,0,1.71,440,1.604,0.003645455,0.089818182,1.233883497,,,,,,,,,,
255,6/20/2005,0.45,1222.75,1226.5,1221,1226,,1226,119,82,0.064,0.085848955,0.050686388,0.06196402,0.174614429,-0.073241652,0,-1.03,440,1.5875,0.003607955,0.081090909,1.24017423,,,,,,,,,,
256,6/21/2005,0.02,1225.5,1227.5,1222.75,1226.25,,1226.25,121,125,0.056,0.083312538,0.051893459,0.061940766,0.17577499,-0.071988072,0,0.2,440.5,1.5925,0.00361521,0.062,1.229886174,,,,,,,,,,
257,6/22/2005,0.06,1227,1230,1222.5,1227,,1227,146,156,0.051454545,0.091650519,0.054299399,0.060838687,0.175976772,-0.067377974,0,-0.32,439.7,1.5845,0.003603593,0.071454545,1.224812031,,,,,,,,,,
258,6/23/2005,-1.41,1224.5,1226.5,1209.75,1209.75,,1209.75,198,223,0.016363636,0.111817826,0.057481933,0.059131492,0.175744917,-0.060781051,0,-0.91,443.2,1.5825,0.003570623,0.036727273,1.225074532,,,,,,,,,,
259,6/24/2005,-0.7,1210,1210.75,1200.75,1201.25,,1201.25,547,435,0.021454545,0.097773986,0.060356771,0.057106007,0.174568785,-0.053855243,0,0.94,442,1.593,0.003604072,0.052909091,1.231116134,,,,,,,,,,
260,6/27/2005,0.06,1199.25,1204,1198,1202,,1202,292,584,0.022545455,0.097935041,0.062785662,0.055772152,0.174329966,-0.048758642,0,0.38,441.7,1.598,0.00361784,0.060363636,1.231845895,,,,,,,,,,
261,6/28/2005,0.87,1204,1212.5,1202.25,1212.5,,1212.5,281,674,0.028727273,0.102476266,0.065179478,0.054564031,0.174307541,-0.043948585,0,0.35,437.7,1.589,0.00363034,0.052545455,1.228554131,,,,,,,,,,
262,6/29/2005,-0.31,1212.5,1214,1208.75,1208.75,,1208.75,268,693,0.044363636,0.129058913,0.068520526,0.052681161,0.173882849,-0.036841796,0,-0.99,441.5,1.587,0.003594564,0.064545455,1.214762312,,,,,,,,,,
263,6/30/2005,-0.62,1209.5,1210.25,1200.75,1201.25,,1201.25,505,981,0.057272727,0.099336712,0.069499397,0.052745615,0.174990627,-0.035991833,0,-2.97,440.1,1.535,0.003487844,0.061818182,1.22150801,,,,,,,,,,
264,7/1/2005,0.4,1204,1207.25,1203,1206,,1206,239,981,0.091454545,0.071292359,0.06953973,0.052746132,0.175031994,-0.035952534,0,-0.37,431.8,1.5005,0.003474988,0.071090909,1.216150077,,,,,,,,,,
265,7/5/2005,1.02,1200.25,1217,1197.25,1215,,1215,138,997,0.086181818,0.170509853,0.072023697,0.054232211,0.180488119,-0.036440725,0,4.01,426.9,1.543,0.00361443,0.126909091,1.32256607,,,,,,,,,,
266,7/6/2005,-0.86,1215,1216,1204.5,1204.5,,1204.5,105,1023,0.095272727,0.144188527,0.07411915,0.054760607,0.183640365,-0.035402064,0,1.44,427.4,1.567,0.003666355,0.163636364,1.330594915,,,,,,,,,,
267,7/7/2005,0.35,1208,1208.75,1175,1208.75,,1208.75,381,1072,0.067090909,0.14150072,0.075960288,0.055300026,0.18656034,-0.034639765,0,0.49,427.1,1.5735,0.003684149,0.162181818,1.330186134,,,,,,,,,,
268,7/8/2005,1.14,1210,1222.75,1207.75,1222.5,,1222.5,124,1102,0.094363636,0.231156572,0.080811457,0.057003892,0.19481924,-0.033196326,0.036337332,1.4,426.7,1.594,0.003735646,0.150545455,1.316180527,,buy,128," (156,480.00)",B,,,,,
269,7/11/2005,0.57,1223,1230.5,1222.5,1229.5,,1229.5,260,1032,0.093818182,0.293327912,0.087449164,0.060082686,0.207614536,-0.032716207,0.085713376,-0.77,429.2,1.591,0.003706897,0.158363636,1.309268616,,,,,,,,,,
270,7/12/2005,0.18,1229,1236,1227,1231.75,,1231.75,290,1207,0.113090909,0.286071527,0.093710157,0.062508241,0.218726638,-0.031306324,0.067344889,-1.59,430.1,1.569,0.003647989,0.128909091,1.330264068,,,,,,,,,,
271,7/13/2005,0.2,1231.25,1234.75,1229,1234.25,,1234.25,125,1214,0.111636364,0.2891866,0.099962994,0.064552942,0.229068877,-0.029142889,0.060117722,1.23,427.6,1.579,0.003692703,0.150363636,1.338458156,,,,,,,,,,
272,7/14/2005,0.3,1235,1243,1234.5,1238,,1238,204,1168,0.139454545,0.251174402,0.104556885,0.066169534,0.236895953,-0.027782183,0.014278449,1.04,423.2,1.579,0.003731096,0.210363636,1.30187182,,,,,,,,,,
273,7/15/2005,-0.04,1235.5,1239.75,1233.25,1237.5,,1237.5,83,1154,0.114181818,0.247967486,0.109004842,0.067448957,0.243902757,-0.025893072,0.004064729,0.69,424.3,1.594,0.003756776,0.213090909,1.302731991,,,,,,,,,,
274,7/18/2005,-0.38,1235.25,1235.75,1231,1232.75,,1232.75,68,1140,0.099090909,0.231880395,0.112908468,0.068244415,0.249397298,-0.023580362,0,0.29,424,1.5975,0.003767689,0.228909091,1.298197715,,sell,-128," 157,792.00 ",B,,,,,
275,7/19/2005,0.55,1237,1240,1234.5,1239.5,,1239.5,227,1158,0.105272727,0.22883672,0.116274404,0.06932506,0.254924523,-0.022375715,0,1.34,423.1,1.6155,0.003818246,0.235636364,1.303058743,,,,,,,,,,
276,7/20/2005,0.28,1235.5,1246,1232.5,1243,,1243,214,1265,0.096,0.222078106,0.119549598,0.070000166,0.25954993,-0.020450734,0,-0.08,425,1.6215,0.003815294,0.215636364,1.299233055,,,,,,,,,,
277,7/21/2005,-0.52,1243.5,1247,1234.5,1236.5,,1236.5,224,1373,0.087272727,0.253561777,0.123045275,0.071814494,0.266674263,-0.020583712,0,-2.48,428.7,1.595,0.003720551,0.174181818,1.348191781,,,,,,,,,,
278,7/22/2005,0.57,1235,1244.5,1230.75,1243.5,,1243.5,115,1385,0.103090909,0.31124855,0.128188313,0.074969105,0.278126523,-0.021749896,0.033122027,2.33,428,1.6295,0.003807243,0.247818182,1.353410905,,buy,126," (156,681.00)",B,,,,,
279,7/25/2005,-0.24,1243.5,1248,1237,1240.5,,1240.5,79,1352,0.087454545,0.305978458,0.133436668,0.077136499,0.287709665,-0.020836329,0.018268793,0.68,428.9,1.644,0.003833061,0.259272727,1.354371324,,,,,,,,,,
280,7/26/2005,0.08,1241.75,1242.5,1238,1241.5,,1241.5,197,1504,0.107818182,0.326482499,0.13922164,0.079474113,0.298169867,-0.019726587,0.028312632,-0.03,426.4,1.634,0.003832083,0.226181818,1.338418762,,,,,,,,,,
281,7/27/2005,0.38,1243.5,1247,1239.25,1246.25,,1246.25,328,1743,0.104545455,0.333558185,0.144195323,0.082910285,0.310015892,-0.021625246,0.023542292,1.53,427.7,1.664,0.003890578,0.248363636,1.349894047,,,,,,,,,,
282,7/28/2005,0.58,1242.25,1253.75,1241,1253.5,,1253.5,275,1770,0.136,0.328621242,0.149319266,0.085449371,0.320218009,-0.021579477,0.008403233,-1.5,430.3,1.649,0.00383221,0.211454545,1.369658538,,,,,,,,,,
283,7/29/2005,-0.8,1249.75,1255,1243.5,1243.5,,1243.5,347,1861,0.125272727,0.354625578,0.156133515,0.086619684,0.329372883,-0.017105852,0.025252695,-0.85,432.8,1.6445,0.003799677,0.207636364,1.372366115,,,,,,,,,,
284,8/1/2005,0.06,1247.25,1248.75,1243.25,1244.25,,1244.25,169,1794,0.11,0.287771802,0.160699992,0.08682225,0.334344492,-0.012944509,0,0.68,434.7,1.663,0.003825627,0.269818182,1.312510305,,sell,-126," 156,775.50 ",B,,,,,
285,8/2/2005,0.6,1244,1253.5,1242.25,1251.75,,1251.75,239,1812,0.108545455,0.2748332,0.164696848,0.086926336,0.338549519,-0.009155824,0,-0.03,434.7,1.6625,0.003824477,0.282909091,1.305723402,,,,,,,,,,
286,8/3/2005,0.22,1246.5,1255,1246.5,1254.5,,1254.5,123,1783,0.094363636,0.267870954,0.168214453,0.087119061,0.342452574,-0.006023669,0,-0.58,439.6,1.6715,0.00380232,0.259090909,1.309359856,,,,,,,,,,
287,8/4/2005,-0.8,1253,1253,1243.5,1244.5,,1244.5,261,1886,0.072909091,0.290734538,0.171830211,0.088013969,0.347858149,-0.004197727,0,-1.24,440.6,1.6545,0.003755107,0.225090909,1.323750106,,,,,,,,,,
288,8/5/2005,-0.64,1245,1246.25,1234,1236.5,,1236.5,286,1907,0.062727273,0.284671388,0.17463755,0.08911925,0.35287605,-0.003600951,0,-0.13,439.7,1.649,0.003750284,0.206727273,1.321500346,,,,,,,,,,
289,8/8/2005,-0.2,1239,1240.5,1231.75,1234,,1234,154,1926,0.05,0.289310723,0.177586479,0.090194717,0.357975912,-0.002802954,0,0.44,437.1,1.6465,0.003766873,0.222363636,1.319032984,,,,,,,,,,
290,8/9/2005,0.57,1235.75,1242.25,1235.75,1241,,1241,339,2073,0.064181818,0.252700654,0.179943268,0.090437218,0.360817704,-0.000931169,0,-2.26,436.6,1.6075,0.00368186,0.154909091,1.349599217,,,,,,,,,,
291,8/10/2005,-0.04,1243,1251,1235.25,1240.5,,1240.5,1105,3037,0.065272727,0.240046214,0.181884276,0.090562929,0.363010133,0.000758419,0,1.15,438.9,1.6345,0.003724083,0.155090909,1.349735053,,,,,,,,,,
292,8/11/2005,0.38,1240.25,1247.5,1237.25,1245.25,,1245.25,257,3116,0.063454545,0.229935891,0.183684907,0.090515001,0.36471491,0.002654904,0,-1.24,447.8,1.647,0.003677981,0.121454545,1.361191496,,,,,,,,,,
293,8/12/2005,-0.6,1243.75,1245.25,1234.5,1237.75,,1237.75,838,3691,0.049454545,0.198303677,0.185037097,0.090160661,0.365358419,0.004715775,0,1.67,448.2,1.676,0.003739402,0.146909091,1.377018885,,,,,,,,,,
294,8/15/2005,0.53,1237,1245,1235,1244.25,,1244.25,3876,7177,0.056363636,0.208241273,0.186346906,0.089961124,0.366269154,0.006424658,0,2.75,444.4,1.7075,0.003842259,0.166181818,1.406126135,,,,,,,,,,
295,8/16/2005,-1.31,1245,1245,1227,1228,,1228,9055,15149,0.047272727,0.23298532,0.188346556,0.089749154,0.367844864,0.008848247,0,-0.46,448.3,1.7145,0.003824448,0.204545455,1.358053916,,,,,,,,,,
296,8/17/2005,0,1227.5,1234,1225.5,1228,,1228,2513,17137,0.033636364,0.258486923,0.191598538,0.08897393,0.369546398,0.013650678,0,-1.98,442,1.657,0.003748869,0.146363636,1.382078901,,,,,,,,,,
297,8/18/2005,-0.04,1227,1231.25,1224.25,1227.5,,1227.5,1605,18356,0.026545455,0.229550066,0.193888427,0.088285387,0.370459201,0.017317653,0,0.23,441.5,1.659,0.003757644,0.109090909,1.350760105,,,,,,,,,,
298,8/19/2005,0.24,1229.5,1233,1228,1230.5,,1230.5,14565,32488,0.041454545,0.229957976,0.195729591,0.087955899,0.371641388,0.019817794,0,0.55,439.1,1.659,0.003778183,0.112181818,1.35158575,,,,,,,,,,
299,8/22/2005,0.02,1230.5,1237.5,1225,1230.75,,1230.75,3606,36010,0.042181818,0.275763665,0.198992841,0.087526451,0.374045742,0.02393994,0,1.38,439.9,1.685,0.003830416,0.092545455,1.324416319,,,,,,,,,,
300,8/23/2005,-0.22,1230.5,1231.75,1222.75,1228,,1228,3462,38661,0.037090909,0.274615374,0.202280351,0.086895722,0.376071795,0.028488907,0,0.12,441.2,1.692,0.003834995,0.098181818,1.323851131,,,,,,,,,,
301,8/24/2005,-0.94,1227,1232,1216,1216.5,,1216.5,5920,43909,0.024545455,0.294562183,0.205974037,0.086412018,0.378798073,0.03315,0,-1.01,439.1,1.667,0.003796402,0.097090909,1.324755285,,,,,,,,,,
302,8/25/2005,0.31,1215.25,1221.25,1215.25,1220.25,,1220.25,2474,46129,0.022545455,0.28301768,0.209476071,0.08554024,0.380556551,0.038395591,0,-1.28,440,1.649,0.003747727,0.069818182,1.337556494,,,,,,,,,,
303,8/26/2005,-0.64,1220,1221.25,1211.5,1212.5,,1212.5,12099,57782,0.014,0.223743988,0.211672064,0.084296519,0.380265101,0.043079027,0,2.9,439,1.693,0.003856492,0.119272727,1.390925424,,,,,,,,,,
304,8/29/2005,0.7,1209,1221.75,1198.25,1221,,1221,15282,67906,0.021454545,0.205717239,0.213495906,0.083030425,0.379556756,0.047435057,0,-0.82,438.3,1.6765,0.003825006,0.099818182,1.396534721,,,,,,,,,,
305,8/30/2005,-0.49,1221,1221,1208.75,1215,,1215,12015,79277,0.008727273,0.200651109,0.215466069,0.081370202,0.378206473,0.052725665,0,1.63,435.5,1.693,0.003887486,0.163636364,1.384534102,,,,,,,,,,
306,8/31/2005,1.05,1213.5,1230.75,1211.25,1227.75,,1227.75,13798,90159,0.025272727,0.144911345,0.216448756,0.080154827,0.37675841,0.056139103,0,-1.94,438.1,1.67,0.003811915,0.136181818,1.411237297,,,,,,,,,,
307,9/1/2005,0.02,1229,1234.75,1222.75,1228,,1228,36458,114042,0.019636364,0.143157657,0.217070135,0.079435532,0.3759412,0.058199071,0,0.23,446.5,1.706,0.003820829,0.120363636,1.405096495,,,,,,,,,,
308,9/2/2005,-0.16,1227.5,1232,1223.75,1226,,1226,1,0,0.009636364,0.142842973,0.21799787,0.078234492,0.374466854,0.061528886,0,0.9,448.5,1.729,0.003855072,0.142181818,1.407762463,,,,,,,,,,
309,9/6/2005,1.1,1225,1241.25,1225,1240.5,,1240.5,34238,142762,0.022545455,0.103587094,0.218007802,0.078219661,0.374447124,0.061568481,0,-0.86,448.6,1.7145,0.00382189,0.095454545,1.397372956,,,,,,,,,,
310,9/7/2005,0.12,1240.5,1244.25,1237.75,1242,,1242,119406,233298,0.023636364,0.112879907,0.218499274,0.077455083,0.373409441,0.063589107,0,-0.88,449,1.701,0.003788419,0.098181818,1.395280525,,,,,,,,,,
311,9/8/2005,-0.3,1241.5,1242.75,1235.75,1238.25,,1238.25,701992,432301,0.043818182,0.125477262,0.219265906,0.076292198,0.371850302,0.066681509,0,-2.05,450.7,1.6725,0.003710894,0.057272727,1.424909945,,,,,,,,,,
312,9/9/2005,0.83,1238,1250.25,1237.5,1248.5,,1248.5,742718,564234,0.071636364,0.098262037,0.219386115,0.076092345,0.371570805,0.067201425,0,-1.37,453,1.658,0.003660044,0.038181818,1.437040543,,,,,,,,,,
313,9/12/2005,-0.16,1248.75,1251,1245.25,1246.5,,1246.5,602597,662704,0.067636364,0.060311369,0.218449634,0.077739836,0.373929305,0.062969962,-0.002658593,2.25,453.7,1.698,0.003742561,0.095636364,1.461392998,,short,-124," 154,566.00 ",Sh,,,,,
314,9/13/2005,-0.6,1246,1246.75,1237.5,1239,,1239,1037023,793684,0.040909091,0.08074086,0.218139941,0.078261652,0.374663244,0.061616637,0,-0.28,450,1.6795,0.003732222,0.073454545,1.457593423,,cover,124," (153,636.00)",Sh,,,,,
315,9/14/2005,-0.36,1238.75,1242.25,1232,1234.5,,1234.5,835647,832796,0.04,0.096154769,0.218107572,0.07831264,0.374732852,0.061482292,0,-1.79,453.7,1.663,0.003665418,0.034,1.478363209,,,,,,,,,,
316,9/15/2005,-0.08,1234.5,1238.5,1230.75,1233.5,,1233.5,812263,879837,0.049818182,0.095239274,0.21797599,0.078516338,0.375008666,0.060943315,0,-1.49,459.3,1.6585,0.00361093,0.000545455,1.491837567,,,,,,,,,,
317,9/16/2005,0.71,1233.5,1244.75,1232.75,1242.25,,1242.25,847635,917790,0.055454545,0.068140502,0.216868383,0.080205405,0.377279193,0.056457573,0,-1.25,463.3,1.652,0.003565724,-0.004181818,1.495442076,,,,,,,,,,
318,9/19/2005,0.2,1248,1248,1240.25,1244.75,,1244.75,341,94,0.064,0.030495651,0.215616727,0.082575657,0.380768042,0.050465413,-0.019969762,2.25,470.4,1.715,0.003645833,0.090727273,1.469142928,,short,-126," 156,838.50 ",Sh,,,,,
319,9/20/2005,-0.82,1246.75,1249,1233.75,1234.5,,1234.5,181,107,0.030545455,0.019993971,0.214684029,0.084503211,0.383690452,0.045677607,-0.025683636,0.79,470,1.727,0.003674468,0.111818182,1.470731855,,,,,,,,,,
320,9/21/2005,-0.97,1233.75,1233.75,1221.25,1222.5,,1222.5,221,127,0.028545455,-0.111160468,0.209562751,0.095100685,0.399764121,0.019361381,-0.130521849,1.84,472.6,1.7685,0.003742065,0.072363636,1.391175846,,,,,,,,,,
321,9/22/2005,0.33,1221.5,1228.5,1219,1226.5,,1226.5,424,311,0.028181818,-0.078134507,0.205520514,0.102377372,0.410275257,0.000765771,-0.078900278,0.97,470.3,1.777,0.003778439,0.063818182,1.384044651,,,,,,,,,,
322,9/23/2005,0.06,1226.5,1231,1222.25,1227.25,,1227.25,84,275,0.008545455,-0.081670473,0.201462856,0.109159702,0.41978226,-0.016856549,-0.064813924,0.18,467.2,1.7685,0.003785317,0.058181818,1.382907687,,,,,,,,,,
323,9/26/2005,0.1,1233,1233.75,1224,1228.5,,1228.5,303,484,-7.91E-16,-0.119328246,0.195090405,0.117319377,0.429729159,-0.03954835,-0.079779897,1.59,469.5,1.8055,0.00384558,0.061636364,1.386554167,,,,,,,,,,
324,9/27/2005,0.02,1228.75,1232,1224,1228.75,,1228.75,43,504,-0.002909091,-0.108848144,0.187778113,0.123455972,0.434690057,-0.059133832,-0.049714312,0.18,466.2,1.796,0.003852424,0.078909091,1.381911817,,,,,,,,,,
325,9/28/2005,0.04,1231,1233,1226,1229.25,,1229.25,25,505,-0.005818182,-0.102838711,0.180707017,0.128746153,0.438199324,-0.076785289,-0.026053423,-0.2,473.1,1.819,0.003844853,0.104181818,1.363411694,,,,,,,,,,
326,9/29/2005,0.77,1226,1240,1224.25,1238.75,,1238.75,42,510,0.002727273,-0.160318861,0.172534191,0.135806097,0.444146385,-0.099078003,-0.061240857,-3,475.8,1.7745,0.003729508,0.027272727,1.416982258,,,,,,,,,,
327,9/30/2005,0.22,1239.5,1242.5,1238.25,1241.5,,1241.5,137,591,0.007454545,-0.168464724,0.164904389,0.142908427,0.450721242,-0.120912465,-0.047552259,0.06,472.3,1.7625,0.003731738,0.009454545,1.410156832,,,,,,,,,,
328,10/3/2005,-0.2,1238.75,1245.5,1238.5,1239,,1239,125,612,0.010727273,-0.17526244,0.157209299,0.149591382,0.456392062,-0.141973464,-0.033288975,2.44,469.3,1.794,0.003822715,0.041272727,1.445106756,,,,,,,,,,
329,10/4/2005,-1.21,1238.75,1242.25,1224,1224,,1224,207,705,-0.021272727,-0.178685901,0.149744457,0.15590681,0.461558077,-0.162069162,-0.016616738,0.5,469.3,1.803,0.003841892,0.045090909,1.446053214,,,,,,,,,,
330,10/5/2005,-1.33,1224.25,1225,1207.75,1207.75,,1207.75,552,922,-0.050545455,-0.223343043,0.141523007,0.163401093,0.468325192,-0.185279178,-0.038063864,1.25,469.3,1.8255,0.003889836,0.043454545,1.444610954,,,,,,,,,,
331,10/6/2005,-0.31,1207.75,1213.75,1195.5,1204,,1204,201,761,-0.046727273,-0.215166878,0.133573098,0.169915993,0.473405084,-0.206258888,-0.00890799,-1.09,475,1.8275,0.003847368,0.025090909,1.45260669,,,,,,,,,,
332,10/7/2005,0.25,1204.75,1211,1204,1207,,1207,277,834,-0.052545455,-0.243229888,0.124540522,0.176496454,0.477533431,-0.228452386,-0.014777502,0.85,477.7,1.8535,0.00388005,0.085636364,1.415175377,,,,,,,,,,
333,10/10/2005,-0.83,1208,1208,1197,1197,,1197,161,861,-0.063272727,-0.276930564,0.113846357,0.182684862,0.479216081,-0.251523367,-0.025407197,-0.14,478,1.852,0.003874477,0.040727273,1.38142285,,,,,,,,,,
