,Date,SP Daily Pct Return,Open,High,Low,Last,Change,Settle,Volume,Previous Day Open Interest,SP_MA,dly chg correlation,dly chg corr mean,Std daily chg correl,upper_correl,lower_correl,signal,Gold-Copp Dly Ret,Gold Price,Copper Price,GoldCopperRatio,MA,rolling_std,,,,,5.79%," 192,225 "," 203,360 "
131,12/14/2018,-1.66,2650,2652.75,2597.25,2600.25,44,2605.5,1970368,684229,-0.203818182,0.226708642,0.179337376,0.077952267,0.335241909,0.023432842,0,0.34,1241.4,2.7605,0.002223699,-0.082727273,1.189130486,,,,,,,
132,12/17/2018,-1.91,2595.5,2616.75,2533.5,2556.75,49.75,2555.75,2927824,1111562,-0.238,0.24235934,0.179487839,0.078067796,0.335623431,0.023352246,0,-1.14,1251.8,2.752,0.002198434,-0.104363636,1.197467642,,,,,,,
133,12/18/2018,-0.69,2557.25,2577.75,2530,2532,17.75,2538,2680518,1758331,-0.257454545,0.24457137,0.17977221,0.078279433,0.336331077,0.023213344,0,-3.3,1253.6,2.665,0.002125877,-0.160545455,1.272642946,,,,,,,
134,12/19/2018,-1.32,2532,2592,2489.5,2503.25,33.5,2504.5,2807548,2250599,-0.280545455,0.216642411,0.179558929,0.078160453,0.335879835,0.023238023,0,1.82,1256.4,2.7195,0.002164518,-0.117636364,1.299122159,,,,,,,
135,12/20/2018,-0.73,2505,2518,2441.5,2487.75,18.25,2486.25,3625398,2437430,-0.295636364,0.217543625,0.179408674,0.078077798,0.335564271,0.023253078,0,-1.69,1267.9,2.698,0.002127928,-0.172545455,1.300624093,,,,,,,
136,12/21/2018,-2.93,2485,2508,2409.25,2421.25,72.75,2413.5,2915876,2596391,-0.334,0.203794958,0.178242365,0.077205046,0.332652457,0.023832273,0,-0.14,1258.1,2.6735,0.00212503,-0.140363636,1.278548024,,,,,,,
137,12/24/2018,-2.87,2408,2436.75,2343,2344.75,73,2344.25,5350,17475,-0.377818182,0.229813328,0.177734542,0.076763027,0.331260596,0.024208488,0,-1.47,1271.8,2.663,0.002093883,-0.151272727,1.287417821,,,,,,,
138,12/26/2018,5.55,2346.25,2480.75,2319.25,2471,130,2474.25,6164,17461,-0.276727273,0.272890804,0.177849386,0.076902998,0.331655382,0.02404339,0,1.31,1273,2.7005,0.002121367,-0.156545455,1.280688788,,,,,,,
139,12/27/2018,0.97,2473,2501.5,2400.25,2492.5,24,2498.25,9434,18127,-0.255636364,0.250734554,0.177730715,0.076783128,0.331296971,0.024164459,0,-1.85,1281.1,2.6675,0.002082195,-0.211636364,1.287283622,,,,,,,
140,12/28/2018,-0.36,2493.5,2524.75,2476.75,2490.75,9,2489.25,7070,20859,-0.194727273,0.232887896,0.177489926,0.076585164,0.330660255,0.024319597,0,0.38,1283,2.6815,0.002090023,-0.184727273,1.283833747,,,,,,,
141,12/31/2018,0.77,2498.5,2515.75,2486.75,2512,19.25,2508.5,3206,22469,-0.156727273,0.197637784,0.175770708,0.075007616,0.325785941,0.025755476,0,-2.04,1284.5,2.63,0.002047489,-0.186545455,1.286433799,,,,,,,
142,1/2/2019,0.25,2509.5,2524.25,2456.5,2493.5,6.25,2514.75,4334,22546,-0.167454545,0.192279716,0.173929149,0.073285605,0.320500358,0.02735794,0,-0.41,1287.3,2.625,0.002039152,-0.201090909,1.284315169,,,,,,,
143,1/3/2019,-2.54,2486.5,2496.5,2447.25,2455,63.75,2451,10346,22123,-0.201090909,0.235199671,0.172739127,0.071704112,0.31614735,0.029330904,0,-2.97,1298.4,2.569,0.001978589,-0.235454545,1.332642624,,,,,,,
144,1/4/2019,3.45,2455,2542.75,2442.25,2534.25,84.5,2535.5,10889,25692,-0.183818182,0.334880641,0.174218612,0.074197636,0.322613885,0.02582334,0.012266756,3.83,1289.2,2.6485,0.002054375,-0.158545455,1.440653682,,buy,75," (190,163)",,,
145,1/7/2019,0.77,2540.25,2571.25,2528.5,2558,19.5,2555,10379,27554,-0.168727273,0.328954894,0.175745548,0.07650883,0.328763207,0.022727889,0.000191687,-0.73,1293.3,2.6375,0.002039357,-0.175818182,1.441725678,,,,,,,
146,1/8/2019,0.86,2558,2585.75,2553,2575,22,2577,4462,29340,-0.124727273,0.326225645,0.176801392,0.078189944,0.33318128,0.020421503,0,0.99,1289.3,2.6555,0.002059645,-0.133818182,1.441423539,,sell,-75," 193,275 ",,,
147,1/9/2019,0.42,2576.25,2602,2573.75,2586.75,10.75,2587.75,12084,29081,-0.114,0.328145723,0.178010852,0.080019393,0.338049638,0.017972066,0,-0.41,1295.4,2.657,0.002051104,-0.164181818,1.429055232,,,,,,,
148,1/10/2019,0.43,2584,2604.25,2565.75,2599.75,11.25,2599,18175,36351,-0.098909091,0.32949441,0.179390092,0.081976852,0.343343795,0.015436389,0,-0.34,1290.8,2.6385,0.002044081,-0.179818182,1.426132417,,,,,,,
149,1/11/2019,0.04,2598,2602.25,2582.25,2600,1,2600,4235,44758,-0.091090909,0.330050164,0.180547432,0.083659993,0.347867418,0.013227445,0,0.76,1292.9,2.663,0.002059711,-0.129636364,1.409358882,,,,,,,
150,1/14/2019,-0.57,2593.75,2596.25,2572.5,2585.5,14.75,2585.25,7604,46139,-0.047090909,0.35788478,0.183182435,0.08691863,0.357019696,0.009345174,0.000865084,-1.13,1294.7,2.6365,0.002036379,-0.158181818,1.413501157,,buy,74," (191,309)",,,
151,1/15/2019,0.98,2585.5,2618.5,2584.5,2611.25,25.25,2610.5,8530,49541,-0.045636364,0.361206758,0.185962873,0.090123295,0.366209464,0.005716283,0,0.31,1291.4,2.638,0.002042744,-0.15,1.414910022,,sell,-74," 193,177 ",,,
152,1/16/2019,0.31,2612.75,2631.5,2608.25,2620.5,8,2618.5,5462,55892,-0.026909091,0.360426954,0.188654041,0.09308887,0.374831781,0.0024763,0,1.03,1296.6,2.676,0.002063859,-0.12,1.422233507,,,,,,,
153,1/17/2019,0.84,2618,2650.25,2601.25,2643.75,22,2640.5,2992,57874,0.006181818,0.371456484,0.191838243,0.096296155,0.384430553,-0.000754067,0,0.35,1295.2,2.6825,0.002071109,-0.126181818,1.419383657,,,,,,,
154,1/18/2019,1.4,2642,2683,2638.75,2682.75,37,2677.5,6561,59057,0.002909091,0.446140149,0.197828203,0.101633733,0.401095669,-0.005439264,0.04504448,2.29,1284.8,2.722,0.002118618,-0.029090909,1.398159203,,buy,71," (190,103)",,,
155,1/22/2019,-1.5,2677.75,2678.75,2622.5,2638.75,40.25,2637.25,4168,62954,-0.042181818,0.456544978,0.2034752,0.107175752,0.417826703,-0.010876304,0.038718276,-2.3,1285.8,2.6615,0.002069918,-0.083090909,1.427700654,,,,,,,
156,1/23/2019,0.25,2635.75,2659,2618,2643.25,6.5,2643.75,2341,65152,-0.055636364,0.454254783,0.209409775,0.111845901,0.433101577,-0.014282027,0.021153206,-0.19,1286.8,2.6585,0.002065978,-0.093818182,1.426219414,,,,,,,
157,1/24/2019,-0.17,2639.75,2652.25,2631.5,2642.5,4.5,2639.25,4399,66082,-0.049636364,0.500533953,0.217212384,0.116894129,0.451000642,-0.016575875,0.049533311,-0.06,1282.3,2.6475,0.002064649,-0.159818182,1.334579266,,,,,,,
158,1/25/2019,1.13,2641.75,2677.5,2640,2670.5,29.75,2669,8417,68854,-0.039090909,0.524356989,0.225796697,0.121786934,0.469370565,-0.017777171,0.054986424,1.68,1300.7,2.7305,0.002099254,-0.097454545,1.339028418,,,,,,,
159,1/28/2019,-0.82,2668.25,2668.75,2627.75,2646.5,22,2647,2660,73441,-0.067090909,0.528780161,0.234588289,0.125895255,0.4863788,-0.017202222,0.042401362,-2.2,1305.9,2.681,0.00205299,-0.130727273,1.368341595,,,,,,,
160,1/29/2019,-0.06,2643.75,2655,2634,2652,1.5,2645.5,2676,72324,-0.106363636,0.521660908,0.24297743,0.129388028,0.501753486,-0.015798626,0.019907422,1.2,1312.1,2.726,0.002077586,-0.12,1.376544251,,,,,,,
161,1/30/2019,1.6,2655.25,2694.75,2641.5,2689,42.25,2687.75,7795,72451,-0.072363636,0.532430179,0.251533242,0.132705577,0.516944397,-0.013877913,0.015485782,1.47,1312.8,2.7675,0.00210809,-0.086363636,1.392582684,,,,,,,
162,1/31/2019,0.82,2687.25,2718,2681.25,2717,22,2709.75,6449,75495,-0.038,0.529293125,0.259906425,0.135460325,0.530827074,-0.011014225,0,-0.11,1322.3,2.7845,0.0021058,-0.078545455,1.391195087,,sell,-71," 192,392 ",,,
163,2/1/2019,-0.02,2712.75,2721.5,2700.5,2709,0.5,2709.25,5645,76879,-0.004727273,0.539784303,0.268580686,0.137852299,0.544285284,-0.007123911,0,-0.19,1319.3,2.773,0.002101872,-0.084363636,1.390975895,,,,,,,
164,2/4/2019,0.64,2704,2730,2702.25,2726.25,17.25,2726.5,7524,79879,0.007090909,0.543065928,0.27731408,0.139771521,0.556857122,-0.002228961,0,0.98,1316.6,2.7945,0.002122513,-0.076909091,1.395638541,,,,,,,
165,2/5/2019,0.36,2724,2742.5,2721.75,2736.5,9.75,2736.25,4804,85418,0.033090909,0.548017906,0.28621192,0.1411628,0.56853752,0.003886321,0,0.81,1316.5,2.817,0.002139765,-0.064545455,1.400508926,,,,,,,
166,2/6/2019,-0.06,2737,2741.25,2727.75,2733.25,1.75,2734.5,2009,87107,0.007818182,0.53898316,0.294538347,0.142337301,0.579212948,0.009863745,0,1.06,1311.7,2.8365,0.002162461,-0.062,1.402457367,,,,,,,
167,2/7/2019,-0.93,2732.75,2733.25,2690.75,2708,25.5,2709,5654,87323,-0.014727273,0.539611522,0.302788427,0.143165566,0.589119559,0.016457295,0,-0.27,1311.6,2.8285,0.002156526,-0.089454545,1.391232358,,,,,,,
