,Date,SP Daily Pct Return,Open,High,Low,Last,Change,Settle,Volume,Previous Day Open Interest,SP_MA,dly chg correlation,dly chg corr mean,Std daily chg correl,upper_correl,lower_correl,signal,Gold-Copp Dly Ret,Gold Price,Copper Price,GoldCopperRatio,MA,rolling_std,,,,,5.79%," 192,225 "," 203,360 "
20,7/10/2018,0.33,2791,2801.5,2785,2789.75,9.25,2800.5,2641,50594,0.083636364,0.081275451,0.180219053,0.047990076,0.276199205,0.0842389,-0.002963448,-0.04,1261.1,2.833,0.002246452,-0.059454545,1.043885935,,short,-68," 190,434 ",,,
21,7/11/2018,-0.81,2785.5,2791,2769.75,2779.25,22.75,2777.75,2823,51213,0.069272727,0.160337913,0.181243056,0.046923007,0.27508907,0.087397043,0,-2.5,1250,2.738,0.0021904,-0.120909091,1.086189863,,cover,68," (188,887)",,,
22,7/12/2018,0.88,2780.5,2804.75,2778,2802.5,24.5,2802.25,1847,51045,0.11,0.1834099,0.182683128,0.045714781,0.27411269,0.091253567,0,1.12,1252,2.773,0.002214856,-0.105818182,1.097709216,,,,,,,
23,7/13/2018,0.17,2802,2810.5,2796.75,2808,4.75,2807,1395,51030,0.106363636,0.211523755,0.184641086,0.04456695,0.273774985,0.095507186,0,0.45,1246.4,2.773,0.002224807,-0.103454545,1.098782522,,,,,,,
24,7/16/2018,-0.23,2809,2813,2799,2800.25,6.5,2800.5,794,51465,0.081818182,0.209259766,0.184815083,0.044645403,0.27410589,0.095524277,0,-0.3,1244.8,2.761,0.002218027,-0.118545455,1.095616549,,,,,,,
25,7/17/2018,0.53,2797.75,2819.75,2793.5,2816.75,14.75,2815.25,1868,52663,0.093636364,0.224084776,0.184734629,0.044569127,0.273872883,0.095596376,0,0.37,1232.3,2.7435,0.002226325,-0.106727273,1.097347061,,,,,,,
26,7/18/2018,0.17,2818,2822,2811.25,2818.75,4.75,2820,1475,52687,0.113272727,0.218713283,0.184992809,0.044726673,0.274446154,0.095539464,0,0.41,1232.9,2.756,0.00223538,-0.054909091,1.051457318,,,,,,,
27,7/19/2018,-0.38,2819,2821.5,2804.5,2809.5,10.75,2809.25,1489,52763,0.102909091,0.263130387,0.186333814,0.045949456,0.278232725,0.094434902,0,-2.01,1228.7,2.6915,0.002190527,-0.100181818,1.081185034,,,,,,,
28,7/20/2018,-0.17,2809.25,2814,2797,2806.75,4.75,2804.5,926,53108,0.116727273,0.242616938,0.186923012,0.046466158,0.279855329,0.093990695,0,1.63,1235.5,2.7505,0.002226224,-0.066,1.105798857,,,,,,,
29,7/23/2018,0.41,2808.25,2816,2796.75,2815,11.5,2816,857,53243,0.121272727,0.293409681,0.189018157,0.048612811,0.286243779,0.091792534,0.007165902,0.09,1229.7,2.74,0.002228186,-0.085272727,1.093380511,,buy,68," (191,488)",,,
30,7/24/2018,0.32,2815.25,2835,2814.75,2823,9,2825,1693,53232,0.105454545,0.293593939,0.191162489,0.050574062,0.292310614,0.090014365,0.001283325,2.26,1230,2.8025,0.002278455,-0.041090909,1.138076143,,,,,,,
31,7/25/2018,0.73,2821.5,2853.5,2818.25,2849,20.5,2845.5,4824,53465,0.114181818,0.294222308,0.193392466,0.052366555,0.298125576,0.088659355,0,-0.29,1236.4,2.809,0.002271918,-0.046545455,1.13854556,,sell,-68," 193,494 ",,,
32,7/26/2018,0.04,2843,2850.25,2837.5,2843.5,1,2846.5,2903,54240,0.114909091,0.292959606,0.195759938,0.053877111,0.303514161,0.088005715,0,0.43,1230.5,2.8075,0.002281593,-0.035636364,1.140214021,,,,,,,
33,7/27/2018,-0.88,2844.75,2851.25,2813,2821.75,25,2821.5,2050,56329,0.081272727,0.293859369,0.198158182,0.055262435,0.308683052,0.087633312,0,-0.42,1227.8,2.7895,0.00227195,-0.032,1.138633684,,,,,,,
34,7/30/2018,-0.51,2820.25,2825.25,2802.5,2809.25,14.25,2807.25,1725,56842,0.056909091,0.292142033,0.200499068,0.056476079,0.313451225,0.08754691,0,0.2,1226.4,2.792,0.002276582,-0.028363636,1.139057056,,,,,,,
35,7/31/2018,0.5,2808.5,2831.75,2807.25,2830.25,14,2821.25,1686,57110,0.058909091,0.287513543,0.202423453,0.057614453,0.317652358,0.087194547,0,1.24,1228.5,2.8315,0.002304843,-0.023818182,1.143685548,,,,,,,
36,8/1/2018,-0.22,2827.75,2829.5,2810,2818.25,6.25,2815,2439,57116,0.053818182,0.294825646,0.204540572,0.058841078,0.322222728,0.086858417,0,-2.48,1222.4,2.7475,0.002247628,-0.072,1.190241805,,,,,,,
37,8/2/2018,0.62,2817.5,2835,2795.5,2835,17.5,2832.5,10302,57015,0.079636364,0.296870652,0.206398491,0.060123418,0.326645327,0.086151654,0,0.25,1214.9,2.7375,0.002253272,-0.060363636,1.190203785,,,,,,,
38,8/3/2018,0.4,2833.5,2845.25,2829,2845,11.25,2843.75,1421,57745,0.077272727,0.336340142,0.208938685,0.06260326,0.334145204,0.083732165,0.002194937,0.68,1218.1,2.7635,0.002268697,-0.065090909,1.186668029,,buy,67," (190,531)",,,
39,8/6/2018,0.37,2846.25,2857.25,2839,2853.75,10.5,2854.25,1477,58285,0.086727273,0.326642539,0.211155376,0.064578586,0.340312548,0.081998204,0,-0.71,1212.6,2.7315,0.002252598,-0.084909091,1.18819794,,sell,-67," 191,235 ",,,
40,8/7/2018,0.34,2853,2868,2852.75,2865,9.75,2864,2854,58477,0.096727273,0.338525645,0.214075504,0.066645937,0.347367379,0.08078363,0,0.69,1213.3,2.752,0.002268194,-0.086363636,1.187180544,,,,,,,
41,8/8/2018,-0.16,2863.75,2866.5,2856.75,2857.75,4.5,2859.5,1485,58373,0.080363636,0.333778635,0.216541922,0.068528263,0.353598449,0.079485395,0,-0.27,1216.2,2.751,0.002261963,-0.073636364,1.181269505,,,,,,,
42,8/9/2018,-0.05,2858.5,2866.75,2855.25,2856.25,1.5,2858,1385,59026,0.084,0.31386958,0.218248384,0.069773588,0.357795559,0.078701208,0,0.62,1215.1,2.7655,0.002275944,-0.083454545,1.173041659,,,,,,,
43,8/10/2018,-0.6,2856.25,2856.5,2830,2843,17.25,2840.75,3027,59670,0.070181818,0.335889688,0.2205178,0.071543279,0.363604357,0.077431242,0,-0.76,1214.2,2.7425,0.002258689,-0.114909091,1.167451915,,,,,,,
44,8/13/2018,-0.4,2840,2847.75,2823.75,2829.75,11.25,2829.5,2874,59815,0.065272727,0.32007726,0.222645248,0.072744409,0.368134066,0.077156431,0,1.25,1194.2,2.731,0.002286887,-0.060909091,1.160501604,,,,,,,
45,8/14/2018,0.55,2830.75,2847.25,2830.25,2846,15.5,2845,3963,60613,0.081454545,0.284869855,0.224123512,0.073174337,0.370472186,0.077774838,0,-1.95,1196.1,2.682,0.002242287,-0.090181818,1.187659527,,,,,,,
46,8/15/2018,-0.7,2844.5,2846.5,2807,2826.75,20,2825,8302,61964,0.086181818,0.325569655,0.225997996,0.074440811,0.374879618,0.077116373,0,-3.29,1180.5,2.56,0.002168573,-0.14,1.262418314,,,,,,,
47,8/16/2018,0.84,2826.5,2856,2821.5,2848,23.75,2848.75,3720,62225,0.079454545,0.370330883,0.229429958,0.076672469,0.382774896,0.076085021,0,2.29,1179.6,2.6165,0.002218125,-0.095636364,1.30424061,,,,,,,
48,8/17/2018,0.26,2846.75,2861.25,2839.25,2857.25,7.5,2856.25,2637,63827,0.097090909,0.38160582,0.233081211,0.079057662,0.391196535,0.074965888,0,0.46,1179.8,2.629,0.002228344,-0.087454545,1.306325378,,,,,,,
49,8/20/2018,0.23,2857.25,2865,2854.5,2861.25,6.5,2862.75,4602,64721,0.082181818,0.357925755,0.235929653,0.080695308,0.397320268,0.074539037,0,0.62,1190.2,2.6685,0.00224206,-0.103636364,1.291600161,,,,,,,
50,8/21/2018,0.1,2860.5,2877.75,2856.5,2859,3,2865.75,4635,67336,0.076363636,0.349331108,0.238343007,0.082079383,0.402501772,0.074184241,0,0.56,1195.5,2.6955,0.002254705,-0.117454545,1.280101585,,,,,,,
51,8/22/2018,-0.02,2858,2872.25,2850.5,2865.75,0.5,2865.25,4825,69673,0.072181818,0.34978656,0.240740028,0.083387443,0.407514914,0.073965141,0,-1.08,1198.7,2.6735,0.002230333,-0.167272727,1.262847245,,,,,,,
52,8/23/2018,-0.11,2867.75,2873.75,2859,2862.5,3.25,2862,4261,70632,0.056727273,0.319565466,0.242321447,0.084052076,0.4104256,0.074217295,0,0.07,1189.3,2.6545,0.002231985,-0.203272727,1.226157887,,,,,,,
53,8/24/2018,0.66,2862,2881.5,2860.75,2880.75,19,2881,5046,72780,0.068727273,0.322281952,0.24424883,0.084656996,0.413562823,0.074934837,0,0.11,1208.6,2.7005,0.002234403,-0.206363636,1.225130928,,,,,,,
54,8/27/2018,0.75,2882,2903.75,2881.5,2903.25,21.75,2902.75,9118,75145,0.078181818,0.320534022,0.246094402,0.085201674,0.41649775,0.075691054,0,0.08,1211.2,2.7085,0.002236212,-0.219272727,1.218158681,,,,,,,
55,8/28/2018,0.03,2902.5,2910.5,2898.75,2904.5,0.75,2903.5,3613,77884,0.076,0.320071893,0.248039722,0.085654138,0.419347999,0.076731445,0,1.16,1209.5,2.736,0.002262092,-0.173818182,1.222201249,,,,,,,
56,8/29/2018,0.53,2904.5,2921.75,2902.25,2919.75,15.5,2919,9416,78681,0.084727273,0.310997212,0.251053305,0.084882986,0.420819278,0.081287333,0,-0.7,1206.5,2.71,0.002246167,-0.187636364,1.223803972,,,,,,,
57,8/30/2018,-0.43,2920,2921,2899.75,2903.75,12.5,2906.5,9960,79001,0.082909091,0.312821347,0.255526492,0.08140441,0.418335311,0.092717672,0,-0.23,1205,2.7005,0.002241079,-0.191636364,1.223572129,,,,,,,
58,8/31/2018,0,2902.25,2911.5,2896.25,2911.25,,2906.5,7435,81964,0.076727273,0.325393704,0.259169715,0.079925791,0.419021298,0.099318133,0,-1.77,1206.7,2.6565,0.002201459,-0.196363636,1.229249039,,,,,,,
59,9/4/2018,-0.12,2910.75,2916.75,2890,2903.25,3.5,2903,16432,84677,0.077090909,0.329811986,0.26146886,0.080109173,0.421687206,0.101250513,0,-1.89,1199.1,2.59,0.002159953,-0.228363636,1.25021889,,,,,,,
60,9/5/2018,-0.34,2903.5,2905,2882.25,2894.25,10,2893,21670,90004,0.071272727,0.323265154,0.263345702,0.080329471,0.424004645,0.10268676,0,0.13,1201.3,2.598,0.002162657,-0.201818182,1.24186701,,,,,,,
61,9/6/2018,-0.32,2893.75,2897.75,2872.25,2883,9.25,2883.75,44177,93191,0.074545455,0.291909553,0.264639176,0.080203855,0.425046885,0.104231467,0,0.73,1204.3,2.6235,0.002178444,-0.155818182,1.228355858,,,,,,,
62,9/7/2018,-0.16,2882.5,2889.75,2869.5,2877.75,4.5,2879.25,35216,105748,0.067636364,0.291050829,0.266262355,0.079810474,0.425883303,0.106641406,0,-0.23,1200.4,2.609,0.002173442,-0.162,1.227848766,,,,,,,
63,9/10/2018,0.2,2877.5,2893,2877.5,2884.5,5.75,2885,46272,120603,0.084181818,0.294793157,0.268344187,0.079015849,0.426375885,0.110312488,0,0.26,1199.8,2.6145,0.002179113,-0.151636364,1.228981457,,,,,,,
64,9/11/2018,0.33,2884.75,2897.75,2872.25,2895,9.5,2894.5,101671,137956,0.085636364,0.290668494,0.26902661,0.079044138,0.427114885,0.110938334,0,-0.47,1202.2,2.6075,0.00216894,-0.163272727,1.228909566,,,,,,,
65,9/12/2018,-0.03,2895.25,2900.25,2884.5,2892.25,1,2893.5,192540,192932,0.11,0.259364963,0.268842544,0.079054828,0.4269522,0.110732887,0,1.3,1210.9,2.6605,0.002197126,-0.118181818,1.236388245,,,,,,,
66,9/13/2018,0.58,2892.5,2912,2889.75,2909.75,16.75,2910.25,707851,298781,0.116181818,0.262949781,0.269444103,0.078878417,0.427200937,0.111687268,0,0.47,1208.2,2.667,0.002207416,-0.125636364,1.231484746,,,,,,,
67,9/14/2018,0.04,2909.5,2917.25,2902,2911.25,1.25,2911.5,1353960,667008,0.132909091,0.281305185,0.270489604,0.07864299,0.427775585,0.113203623,0,-0.82,1201.1,2.6295,0.002189243,-0.141454545,1.234770061,,,,,,,
68,9/17/2018,-0.53,2909,2911.25,2892.25,2896,15.5,2896,1772839,1128631,0.113454545,0.288378388,0.272722331,0.077341755,0.427405841,0.118038821,0,-0.18,1205.8,2.635,0.002185271,-0.130727273,1.231767556,,,,,,,
69,9/18/2018,0.54,2895.5,2917.75,2883.5,2912.75,15.75,2911.75,1853662,1739118,0.121636364,0.310774298,0.275832466,0.07530676,0.426445986,0.125218945,0,3.25,1202.9,2.714,0.002256214,-0.063818182,1.312511716,,,,,,,
70,9/19/2018,0.11,2913,2918.75,2905.75,2916.5,3.25,2915,1347443,2291959,0.12,0.309979255,0.27866726,0.073552284,0.425771829,0.131562692,0,-0.52,1208.3,2.712,0.002244476,-0.079272727,1.312792972,,,,,,,
71,9/20/2018,0.84,2916.5,2940.75,2913.25,2940.25,24.5,2939.5,1430318,2562710,0.144363636,0.283856672,0.280593682,0.072240103,0.425073888,0.136113476,0,0.14,1211.3,2.7225,0.002247585,-0.042909091,1.290056951,,,,,,,
72,9/21/2018,-0.2,2939.5,2947,2932,2932.25,5.75,2933.75,1421358,2670821,0.123636364,0.306659398,0.285056912,0.065722251,0.416501414,0.15361241,0,5.07,1201.3,2.837,0.002361608,0.113454545,1.377777623,,,,,,,
73,9/24/2018,0.01,2939.25,2939.25,2926,2935.25,8.5,2934,4953,42122,0.107818182,0.31515795,0.28942396,0.059155967,0.407735895,0.171112026,0,-0.98,1204.4,2.8165,0.002338509,0.092909091,1.385625508,,,,,,,
74,9/25/2018,-0.14,2934.75,2942.5,2927.25,2931.5,4,2930,6248,45686,0.089090909,0.315124358,0.293545583,0.052404904,0.398355392,0.188735775,0,-0.5,1205.1,2.804,0.002326778,0.072727273,1.386038125,,,,,,,
75,9/26/2018,-0.33,2932.5,2944.25,2916.5,2920.25,9.75,2920.25,11220,50748,0.077090909,0.30659929,0.29764238,0.043565081,0.384772542,0.210512219,0,0.66,1199.1,2.8085,0.002342173,0.085454545,1.388196029,,,,,,,
76,9/27/2018,0.28,2919.75,2940.75,2916.5,2930.25,8.25,2928.5,5244,59273,0.096909091,0.250982479,0.299290464,0.039828967,0.378948398,0.219632529,0,-0.24,1187.4,2.7745,0.002336618,0.126545455,1.342959995,,,,,,,
77,9/28/2018,-0.03,2930.75,2933.75,2916.75,2929.75,1,2927.5,2272,61031,0.080363636,0.234083879,0.300211809,0.037623777,0.375459363,0.224964254,0,0.05,1196.2,2.7965,0.00233782,0.107090909,1.33603431,,,,,,,
78,10/1/2018,0.38,2930.75,2950.5,2930.75,2937.5,11.25,2938.75,8051,62706,0.084181818,0.228930918,0.300528302,0.036930743,0.374389789,0.226666816,0,-0.21,1191.7,2.78,0.002332802,0.095090909,1.335861316,,,,,,,
79,10/2/2018,-0.05,2938,2944.5,2926.5,2938.5,1.5,2937.25,6271,64971,0.087454545,0.228372887,0.300875814,0.036137424,0.373150663,0.228600965,-0.000228078,-0.54,1207,2.8005,0.002320215,0.090727273,1.337566689,,short,-65," 190,921 ",,,
80,10/3/2018,0.1,2938,2953.25,2933.75,2935,3,2940.25,9267,69788,0.079636364,0.225807632,0.300907138,0.036070312,0.373047763,0.228766514,-0.002958882,1.33,1202.9,2.828,0.002350985,0.108181818,1.347505364,,,,,,,
81,10/4/2018,-0.82,2934,2934,2896.5,2919,24,2916.25,8416,75953,0.061636364,0.267941956,0.301802205,0.034572642,0.37094749,0.23265692,0,-1.91,1201.6,2.771,0.002306092,0.066,1.373935413,,cover,65," (189,556)",,,
82,10/5/2018,-0.46,2918,2924,2882,2903.25,13.5,2902.75,5559,78517,0.060181818,0.257743616,0.301704264,0.03469165,0.371087565,0.232320963,0,-0.87,1205.6,2.756,0.002285999,0.086727273,1.350434847,,,,,,,
83,10/8/2018,-0.01,2906.5,2906.5,2875,2900.75,0.25,2902.5,5143,81615,0.063090909,0.266574363,0.302139853,0.03408104,0.370301934,0.233977772,0,1.6,1188.6,2.7605,0.00232248,0.086181818,1.349805872,,,,,,,
84,10/9/2018,-0.19,2901,2908.5,2883.5,2896,5.5,2897,8640,84582,0.052181818,0.257261484,0.301482613,0.03459716,0.370676934,0.232288293,0,1.18,1191.5,2.8,0.002349979,0.106,1.357840879,,,,,,,
85,10/10/2018,-3.71,2897.25,2899.75,2779.25,2780.25,107.5,2789.5,20815,90394,-0.021090909,0.24613128,0.300619656,0.035380631,0.371380919,0.229858393,0,-1.1,1193.4,2.7735,0.002324032,0.044909091,1.334520128,,,,,,,
86,10/11/2018,-1.32,2782.25,2806,2719.5,2755.5,36.75,2752.75,17497,96073,-0.058363636,0.292194756,0.300582791,0.035388476,0.371359743,0.22980584,0,-1.94,1227.6,2.7975,0.002278837,0.014909091,1.360481768,,,,,,,
87,10/12/2018,0.84,2756.25,2792.25,2740.5,2778.25,23,2775.75,11777,100695,-0.043818182,0.293565475,0.300593807,0.035386153,0.371366114,0.229821501,0,0.39,1222,2.7955,0.002287643,0.014181818,1.360266438,,,,,,,
88,10/15/2018,-0.69,2777.25,2785.5,2753,2754.5,19.25,2756.5,7357,108337,-0.040363636,0.300650891,0.30071729,0.035374065,0.37146542,0.229969159,0,-1.08,1230.3,2.784,0.002262863,0.002181818,1.367061855,,,,,,,
89,10/16/2018,2.5,2754.5,2826.5,2753.5,2823.5,69,2825.5,20013,112275,0.014363636,0.253508946,0.30001487,0.035926746,0.371868362,0.228161377,0,-0.4,1231,2.7745,0.002253859,-0.008727273,1.367847802,,,,,,,
90,10/17/2018,-0.06,2824.25,2831.5,2790.75,2824,1.75,2823.75,5281,130041,0.004181818,0.244973451,0.299241414,0.036651474,0.372544362,0.225938465,0,0.22,1227.4,2.7725,0.00225884,-0.027272727,1.35747922,,,,,,,
91,10/18/2018,-1.56,2821.75,2821.75,2764.25,2782.5,44,2779.75,13482,133210,-0.020181818,0.268154211,0.298756478,0.036886671,0.372529821,0.224983136,0,-1.32,1230.1,2.742,0.002229087,-0.006181818,1.32734278,,,,,,,
92,10/19/2018,-0.17,2783.25,2808,2769.75,2775.25,4.75,2775,5510,138911,-0.034545455,0.261625422,0.298115656,0.037224645,0.372564945,0.223666367,0,1.26,1228.7,2.7735,0.002257264,0.012181818,1.337897315,,,,,,,
93,10/22/2018,-0.4,2765.75,2789.5,2757.75,2764,11,2764,8200,141933,-0.049090909,0.253636182,0.296611948,0.037322259,0.371256466,0.22196743,0,0.52,1224.6,2.7785,0.002268904,0.009272727,1.33659165,,,,,,,
94,10/23/2018,-0.39,2762.25,2764.25,2699.25,2753.25,10.75,2753.25,15473,146248,-0.062909091,0.266396491,0.295516565,0.037308648,0.37013386,0.22089927,0,-2,1236.8,2.75,0.00222348,-0.014181818,1.360550938,,,,,,,
95,10/24/2018,-2.99,2752.5,2757,2659.25,2680.75,82.25,2671,13549,148967,-0.123454545,0.212959596,0.293233546,0.0384524,0.370138346,0.216328745,-0.003369149,0.44,1231.1,2.7495,0.002233369,-0.018727273,1.358570947,,short,-71," 189,641 ",,,
96,10/25/2018,0.9,2682.5,2730,2666.25,2687.75,24,2695,16106,152831,-0.104181818,0.208282669,0.290951801,0.039704953,0.370361708,0.211541894,-0.003259225,-0.14,1232.4,2.7485,0.002230201,-0.016363636,1.358238734,,,,,,,
97,10/26/2018,-0.72,2684.25,2698,2633.25,2668,19.5,2675.5,18121,163839,-0.116363636,0.212412741,0.289107131,0.040957545,0.37102222,0.207192042,0,-0.62,1235.8,2.739,0.002216378,-0.038909091,1.357771421,,cover,71," (189,961)",,,
98,10/29/2018,-0.98,2674,2713.5,2609.5,2645,26.25,2649.25,15775,165803,-0.123272727,0.196325358,0.286569598,0.042306598,0.371182794,0.201956402,-0.005631044,0.69,1227.6,2.7395,0.00223159,-0.012545455,1.357588028,,short,-72," 190,746 ",,,
99,10/30/2018,1.58,2645.5,2695.75,2639,2695.5,41.75,2691,19869,173096,-0.087272727,0.116692374,0.282871691,0.047849149,0.378569988,0.187173394,-0.07048102,-3.05,1231.3,2.664,0.002163567,-0.090727273,1.406468989,,,,,,,
100,10/31/2018,0.98,2695.75,2743.5,2688,2711.75,26.25,2717.25,17983,179205,-0.079454545,0.145960145,0.28034606,0.051284457,0.382914974,0.177777146,-0.031817001,0.67,1220.8,2.659,0.00217808,-0.043090909,1.386558319,,,,,,,
101,11/1/2018,0.99,2712,2747.5,2712,2739.75,27,2744.25,15278,183675,-0.048727273,0.127853133,0.276751214,0.054860651,0.386472517,0.167029911,-0.039176778,0.4,1244.5,2.7215,0.002186822,0.024,1.313912168,,,,,,,
102,11/2/2018,-0.5,2729.75,2772,2706,2729,13.75,2730.5,7704,187543,-0.073090909,0.071390483,0.271315934,0.059986784,0.391289501,0.151342367,-0.079951883,3.57,1239.3,2.807,0.002264988,0.047272727,1.365129833,,,,,,,
103,11/5/2018,0.55,2728.5,2749.75,2719.5,2746.25,15,2745.5,8313,188455,-0.067818182,0.052219756,0.265327096,0.065004416,0.395335929,0.135318264,-0.083098507,-1.75,1238.4,2.756,0.002225452,0.007090909,1.385134935,,,,,,,
104,11/6/2018,0.72,2744.25,2766.75,2736,2764.25,19.75,2765.25,10449,189396,-0.058909091,0.04524261,0.259641948,0.070220028,0.400082004,0.119201893,-0.073959282,-0.37,1232.4,2.7325,0.002217218,-0.010909091,1.383454175,,,,,,,
105,11/7/2018,2.1,2760,2824.25,2751.5,2823.5,58,2823.25,20466,196895,-0.022545455,0.060258126,0.254386076,0.074094091,0.402574259,0.106197893,-0.045939767,0.61,1234.8,2.7545,0.002230726,-0.01,1.383852647,,,,,,,
106,11/8/2018,-0.27,2823.25,2824.5,2802,2812.5,7.75,2815.5,6397,195814,-0.027090909,0.061860532,0.249151057,0.07732974,0.403810538,0.094491577,-0.032631045,-0.38,1231.2,2.736,0.002222222,0.002727273,1.377031771,,,,,,,
107,11/9/2018,-1.07,2811.25,2817.25,2771.25,2784.75,30,2785.5,11107,195376,-0.044545455,0.068768062,0.244591104,0.08043288,0.405456865,0.083725344,-0.014957283,-0.54,1214.6,2.6845,0.002210193,-0.008363636,1.378935128,,,,,,,
108,11/12/2018,-1.85,2782.75,2801.75,2728.5,2737.25,51.5,2734,17407,195467,-0.090181818,0.062699914,0.239871431,0.08335262,0.406576671,0.073166192,-0.010466277,0.13,1209.4,2.6765,0.002213081,-0.008,1.378969556,,,,,,,
109,11/13/2018,-0.01,2738.5,2762.25,2721,2735,0.25,2733.75,8333,201418,-0.104,0.062729261,0.235184072,0.085941202,0.407066475,0.063301668,-0.000572407,0.57,1207.3,2.687,0.002225627,0.000909091,1.381129802,,,,,,,
110,11/14/2018,-1.07,2734.75,2754.25,2692.5,2708,29.25,2704.5,14019,203349,-0.124,0.058636717,0.230430705,0.088355175,0.407141055,0.053720354,0,0.13,1216,2.71,0.002228618,-0.017818182,1.372075598,,cover,72," (194,724)",,,
111,11/15/2018,1.33,2707.25,2743,2677.25,2739.75,36,2740.5,21246,209573,-0.109454545,0.081029699,0.226249477,0.089899795,0.406049067,0.046449887,0,0.92,1221.1,2.7465,0.002249202,0.011636364,1.374546071,,,,,,,
112,11/16/2018,0.31,2735,2754.5,2715,2747.75,8.5,2749,19348,219958,-0.096,0.085857112,0.222122855,0.091054042,0.404230939,0.040014771,0,1.24,1229,2.7985,0.002277055,0.038363636,1.384019594,,,,,,,
113,11/19/2018,-1.71,2739.5,2754,2687.25,2702.75,47,2702,9161,231220,-0.127090909,0.092197219,0.217882919,0.091584038,0.401050995,0.034714843,0,-0.15,1231.1,2.799,0.002273576,0.067818182,1.361882807,,,,,,,
114,11/20/2018,-2.1,2701.75,2702,2637.25,2642.5,56.75,2645.25,13287,235215,-0.163090909,0.113960023,0.213958338,0.091323303,0.396604944,0.031311731,0,-0.83,1227,2.7665,0.002254686,0.087090909,1.34100387,,,,,,,
115,11/21/2018,0.34,2645.25,2676.5,2638.25,2654.5,9,2654.25,11478,239339,-0.150727273,0.116114227,0.210191957,0.091002885,0.392197727,0.028186188,0,0.46,1233.8,2.7945,0.002264954,0.093090909,1.34193734,,,,,,,
116,11/23/2018,-0.73,2655.5,2661,2630.75,2634,19.5,2634.75,3846,244601,-0.158181818,0.122258149,0.207107386,0.091056925,0.389221237,0.024993535,0,-0.62,1229.1,2.7665,0.002250834,0.068545455,1.342418241,,,,,,,
117,11/26/2018,1.55,2639.25,2681.5,2633.5,2666.25,40.75,2675.5,11888,244753,-0.127090909,0.110339681,0.203821729,0.091232037,0.386285804,0.021357654,0,-0.37,1228.7,2.7555,0.002242614,0.066,1.343127362,,,,,,,
118,11/27/2018,0.5,2665.5,2692.75,2660,2691.75,13.5,2689,21046,252129,-0.121636364,0.100346026,0.200286327,0.091408864,0.383104055,0.017468599,0,-1.03,1219.9,2.7075,0.002219444,0.042545455,1.350917683,,,,,,,
119,11/28/2018,2.17,2693,2750.5,2687,2747,58.25,2747.25,30261,262999,-0.088181818,0.158767472,0.197888126,0.090721378,0.379330882,0.01644537,0,2.42,1229.8,2.7955,0.002273134,0.095090909,1.386352626,,,,,,,
120,11/29/2018,0.08,2745.25,2759.75,2728.75,2747.75,2.25,2749.5,13779,277481,-0.086181818,0.157864763,0.196042668,0.090479694,0.377002056,0.01508328,0,-0.44,1230.4,2.7845,0.002263085,0.063454545,1.378176759,,,,,,,
121,11/30/2018,0.51,2747.75,2770,2734.5,2768.75,14,2763.5,19774,283083,-0.087454545,0.156797161,0.19411262,0.090157662,0.374427945,0.013797296,0,0.34,1226,2.784,0.002270799,0.061090909,1.377577951,,,,,,,
122,12/3/2018,1.18,2792,2819,2779,2795,32.5,2796,21402,291175,-0.066727273,0.151216273,0.191747368,0.089532084,0.370811535,0.0126832,0,-0.32,1239.6,2.806,0.002263633,0.070181818,1.373298936,,,,,,,
123,12/4/2018,-3.2,2795.25,2795.25,2700.5,2706.75,89.5,2706.5,40353,296866,-0.115272727,0.21684044,0.190446678,0.088617231,0.36768114,0.013212215,0,-2.37,1246.6,2.755,0.002210011,0.030363636,1.411893873,,,,,,,
124,12/5/2018,0,2704.25,2725.75,2702.25,2723,,2706.5,5100,312603,-0.125090909,0.205337721,0.188529649,0.087093353,0.362716356,0.014342942,0,0.94,1242.6,2.772,0.002230806,-0.011636364,1.347221783,,,,,,,
125,12/6/2018,-0.41,2718.5,2718.75,2625.5,2698.75,11,2695.5,82348,313721,-0.134545455,0.209065246,0.186694849,0.085536452,0.357767752,0.015621945,0,-1.14,1243.6,2.7425,0.002205291,-0.022909091,1.354130407,,,,,,,
126,12/7/2018,-2.06,2698.75,2713.75,2627.25,2641.5,55.5,2640,39808,339807,-0.187272727,0.206839347,0.185294534,0.084540994,0.354376521,0.016212546,0,-0.16,1252.6,2.758,0.00220182,-0.028363636,1.354066254,,,,,,,
127,12/10/2018,0.27,2629,2652,2586.75,2646,7,2647,78277,368207,-0.178727273,0.235044043,0.183992436,0.083177636,0.350347708,0.017637165,0,-1.11,1249.4,2.7205,0.002177445,-0.140727273,1.166595005,,,,,,,
128,12/11/2018,-0.07,2648,2682,2625.5,2635.5,1.75,2645.25,101326,372469,-0.180181818,0.23455125,0.18252686,0.08151729,0.345561439,0.019492281,0,1.93,1247.2,2.768,0.002219371,-0.087818182,1.193505095,,,,,,,
129,12/12/2018,0.43,2636.5,2690.5,2636,2655,11.25,2656.5,181458,389714,-0.169818182,0.234153835,0.181054669,0.079791133,0.340636934,0.021472403,0,-0.13,1250,2.7705,0.0022164,-0.081090909,1.19218081,,,,,,,
130,12/13/2018,-0.26,2657.25,2675.25,2641.25,2649,7,2649.5,681259,463037,-0.168545455,0.23642201,0.179778718,0.078293405,0.336365528,0.023191909,0,-0.01,1247.4,2.7645,0.00221621,-0.093272727,1.187883357,,,,,,,
