,Date,SP Daily Pct Return,Open,High,Low,Last,Change,Settle,Volume,Previous Day Open Interest,SP_MA,dly chg correlation,dly chg corr mean,Std daily chg correl,upper_correl,lower_correl,signal,Gold-Copp Dly Ret,Gold Price,Copper Price,GoldCopperRatio,MA,rolling_std
66,2002-09-16,0.2,891.25,894.25,878.75,893.0,,893.0,374392.0,108004.0,-0.16800000000000068,0.3534015326279409,0.2591855506805555,0.04145167907920816,0.3420889088389718,0.17628219252213917,0.011312623788969078,-1.78,318.5,0.6825,0.002142857142857143,-0.15036363636363648,1.487869423328345
67,2002-09-17,-2.3,892.5,916.0,871.75,872.5,,872.5,654778.0,129512.0,-0.20618181818181888,0.3419443601605315,0.26107168106892503,0.04281707836104126,0.34670583779100755,0.1754375243468425,0.0,0.02,318.2,0.682,0.002143306096794469,-0.16381818181818195,1.4828219978949189
68,2002-09-18,-1.0,868.0,879.0,856.75,863.75,,863.75,648224.0,140329.0,-0.18672727272727344,0.36501890439242357,0.26370515798508176,0.04466948335902639,0.3530441247031345,0.17436619126702899,0.011974779689289061,-2.64,321.8,0.6715,0.002086699813548788,-0.2801818181818183,1.4189426043635858
69,2002-09-19,-2.55,863.25,863.75,841.0,841.75,,841.75,628154.0,160398.0,-0.19145454545454618,0.37137513959696145,0.26628004222253193,0.0467113378598625,0.35970271794225694,0.17285736650280692,0.011672421654704501,-0.8,323.9,0.6705,0.002070083359061439,-0.291818181818182,1.4205620834714103
70,2002-09-20,0.06,843.0,851.0,838.25,842.25,,842.25,517443.0,167628.0,-0.20090909090909162,0.36453183350029433,0.2683633315370707,0.048490800898735205,0.3653449333345411,0.1713817297396003,0.0,1.04,323.2,0.6759999999999999,0.0020915841584158413,-0.2514545454545456,1.4263855099150522
71,2002-09-23,-1.01,830.5,833.75,830.5,833.75,,833.75,7.0,3.0,-0.2921818181818189,0.36754546130903293,0.27119167108860887,0.04966408026444865,0.3705198316175062,0.17186351055971155,0.0,-0.94,324.1,0.6715,0.002071891391545819,-0.2614545454545456,1.429299774406281
72,2002-09-24,-1.65,828.75,830.5,820.0,820.0,,820.0,2.0,3.0,-0.29836363636363705,0.3807852804962945,0.27438127615717123,0.05097369247145726,0.3763286611000858,0.1724338912142567,0.0044566193962087275,-1.76,327.2,0.6659999999999999,0.002035452322738386,-0.3027272727272729,1.439349717555678
73,2002-09-25,2.5,827.25,843.0,821.25,840.5,,840.5,13.0,8.0,-0.20745454545454617,0.3928138649241723,0.27734120350169983,0.05303483073470944,0.3834108649711187,0.17127154203228095,0.009402999953053603,1.87,323.6,0.6709999999999999,0.0020735475896168105,-0.2434545454545456,1.460711671021556
74,2002-09-26,1.61,850.0,854.0,846.5,854.0,,854.0,15.0,16.0,-0.11145454545454618,0.41446693176967236,0.2810547452407803,0.05534830139091774,0.39175134802261574,0.17035814245894482,0.022715583747056622,0.82,321.7,0.6725,0.002090456947466584,-0.22927272727272738,1.4672863016157043
75,2002-09-27,-3.45,844.25,848.5,824.5,824.5,,824.5,12.0,16.0,-0.1894545454545462,0.4342291219595666,0.2852453451996227,0.05804617669630354,0.4013376985922298,0.1691529918070156,0.0328914233673368,-1.08,321.1,0.664,0.002067891622547493,-0.2172727272727274,1.4573675589981419
76,2002-09-30,-1.27,823.0,823.0,796.75,814.0,,814.0,6.0,16.0,-0.22527272727272799,0.4386116883735021,0.2895319911688705,0.06050196386852432,0.4105359189059192,0.16852806343182186,0.028075769467582945,-1.34,325.2,0.6635,0.002040282902829028,-0.23672727272727284,1.4652051487577187
77,2002-10-01,4.82,815.0,853.25,811.75,853.25,,853.25,14.0,15.0,-0.11272727272727344,0.45658533644958466,0.29382689910321785,0.06379576673667266,0.4214184325765632,0.16623536562987254,0.03516690387302146,1.54,322.2,0.6675,0.0020716945996275605,-0.17163636363636378,1.463130539777971
78,2002-10-02,-2.75,840.75,847.0,828.25,829.75,,829.75,34.0,18.0,-0.12818181818181887,0.46039047338971417,0.29840228470396957,0.06654538737468782,0.4314930594533452,0.16531150995459393,0.028897413936368965,0.64,322.8,0.6729999999999999,0.002084882280049566,-0.18490909090909108,1.452156598951638
79,2002-10-03,-1.24,825.0,838.5,816.5,819.5,,819.5,12.0,15.0,-0.15472727272727343,0.4668347642677064,0.30324705745882946,0.06893317323025451,0.4411134039193385,0.16538071099832044,0.025721360348367917,-1.07,322.4,0.665,0.0020626550868486355,-0.18418181818181836,1.4516946558203532
80,2002-10-04,-1.77,822.75,822.75,795.5,805.0,,805.0,12.0,20.0,-0.1267272727272734,0.4791789142896744,0.3083556503377069,0.07137269580772795,0.4511010419531628,0.165610258722251,0.0280778723365116,-1.18,323.3,0.659,0.0020383544695329416,-0.2016363636363638,1.4578913789193189
81,2002-10-07,-2.64,797.25,802.0,783.75,783.75,,783.75,7.0,23.0,-0.10927272727272798,0.4294545652179122,0.31126020464178816,0.07300257877052335,0.45726536218283487,0.16525504710074146,0.0,0.44,323.1,0.6615,0.002047353760445682,-0.12272727272727289,1.3687348234172378
82,2002-10-08,1.44,798.25,800.5,778.0,795.0,,795.0,8.0,21.0,-0.03090909090909162,0.41899923795187766,0.3132146784805138,0.07443414606335624,0.4620829706072263,0.16434638635380133,0.0,1.08,319.4,0.6609999999999999,0.0020695053224796494,-0.07036363636363653,1.3584304173027042
83,2002-10-09,-2.26,790.0,800.25,777.0,777.0,,777.0,9.0,25.0,-0.020363636363637076,0.48441843600997536,0.3174019637195667,0.07746418743898471,0.47233033859753615,0.16247358884159727,0.012088097412439214,-0.51,320.8,0.6605,0.002058915211970075,-0.12327272727272742,1.3164529426334806
84,2002-10-10,3.35,782.5,806.0,779.0,803.0,,803.0,25.0,26.0,-0.06781818181818253,0.5300428727759179,0.3227533467243278,0.08176371309585254,0.4862807729160329,0.15922592053262274,0.043762099859884995,2.22,317.4,0.6679999999999999,0.0021045998739760556,-0.08781818181818195,1.3529921448802813
85,2002-10-11,4.36,817.25,841.0,817.25,838.0,,838.0,24.0,32.0,0.027090909090908385,0.5530865275333425,0.3286387028632327,0.08643542034220439,0.5015095435476415,0.15576786217882393,0.051576983985700986,1.94,317.2,0.6805,0.0021453341740226986,-0.04618181818181831,1.3797456702153896
86,2002-10-14,0.33,834.0,842.5,829.75,840.75,,840.75,34.0,31.0,-0.00381818181818252,0.526168141696317,0.3334870475166601,0.08989546981054687,0.5132779871377539,0.15369610789556634,0.012890154558563127,-2.27,318.6,0.6679999999999999,0.002096672944130571,-0.1263636363636365,1.3784859698319636
87,2002-10-15,4.97,855.0,885.25,853.75,882.5,,882.5,81.0,42.0,0.0009090909090901954,0.5465977069428476,0.33892648063216824,0.09356789906618611,0.5260622787645405,0.15179068249979602,0.020535428178307114,2.5,313.4,0.6735,0.002149010848755584,-0.10690909090909105,1.4080902127129666
88,2002-10-16,-2.32,865.5,865.5,858.75,862.0,,862.0,17.0,43.0,-0.0650909090909098,0.5572831519923402,0.34483471467370597,0.09691198584088505,0.5386586863554761,0.15101074299193587,0.01862446563686415,-0.63,314.7,0.672,0.0021353670162059107,-0.10218181818181833,1.4058471690145635
89,2002-10-17,1.94,876.0,886.25,875.0,878.75,,878.75,21.0,48.0,-0.04181818181818253,0.5682431562932666,0.3509911799866624,0.1001591988969435,0.5513095777805495,0.1506727821927754,0.01693357851271715,4.1,312.2,0.6940000000000001,0.00222293401665599,-0.002181818181818337,1.5040066131024468
90,2002-10-18,0.48,873.5,883.75,867.75,883.0,,883.0,12.0,44.0,0.022181818181817466,0.5792162372127889,0.3575038467179444,0.10315234667288911,0.5638085400637226,0.15119915337216616,0.015407697149066313,-0.93,313.3,0.69,0.0022023619533992973,-0.024909090909091068,1.5084857169523214
91,2002-10-21,1.78,876.5,898.75,876.5,898.75,,898.75,17.0,43.0,0.09418181818181746,0.5783307950109986,0.3643369169821507,0.10512391347815125,0.5745847439384533,0.1540890900258482,0.003746051072545331,2.11,311.5,0.7005,0.002248796147672552,0.039090909090908926,1.5232315462313482
92,2002-10-22,-0.81,890.0,895.25,882.25,891.5,,891.5,33.0,50.0,0.14509090909090835,0.5662256975929745,0.3705112013547185,0.10684516004829794,0.5842015214513143,0.1568208812581226,0.0,-1.52,313.6,0.6945,0.0022146045918367344,0.042181818181818015,1.5198266115886145
93,2002-10-23,0.76,889.25,898.25,874.0,898.25,,898.25,38.0,54.0,0.09945454545454473,0.5571389892900557,0.375848831123263,0.10872019559620852,0.59328922231568,0.15840843993084597,0.0,-0.11,312.6,0.6915,0.002212092130518234,0.016363636363636202,1.5099195019460152
