,Date,SP Daily Pct Return,Open,High,Low,Last,Change,Settle,Volume,Previous Day Open Interest,SP_MA,dly chg correlation,dly chg corr mean,Std daily chg correl,upper_correl,lower_correl,signal,Gold-Copp Dly Ret,Gold Price,Copper Price,GoldCopperRatio,MA,rolling_std,,,,,,"147,095",-11.72%,,,
53,8/28/2008,1.27,1282.75,1301.75,1278.5,1299.75,,1299.75,15841,132414,-0.051272727,0.136588768,0.17106671,0.084806774,0.340680258,0.001453161,0,-2.3,837.2,3.4205,0.004085643,0.041818182,1.645258159,,,,,,,,,,
54,8/29/2008,-1.19,1298.25,1299.25,1283.5,1284.25,,1284.25,10367,132414,-0.095272727,0.143291804,0.169235482,0.084288371,0.337812224,0.000658741,0,-0.01,835.2,3.412,0.004085249,0.012909091,1.631642745,,,,,,,,,,
55,9/2/2008,-0.54,1286.5,1305.25,1273.75,1278,,1278,20077,149265,-0.095090909,0.135422871,0.167323284,0.083831265,0.334985813,-0.000339245,0,-0.12,810.5,3.307,0.004080197,0.024909091,1.628126477,,,,,,,,,,
56,9/3/2008,-0.1,1278,1282.5,1267.25,1276.75,,1276.75,31970,161261,-0.077818182,0.134076112,0.165381795,0.083331719,0.332045233,-0.001281643,0,1.41,808.2,3.344,0.00413759,0.049090909,1.638801812,,,,,,,,,,
57,9/4/2008,-3.04,1277,1278.75,1236.5,1238,,1238,40471,174322,-0.136909091,0.139130152,0.163301276,0.082513902,0.32832908,-0.001726529,0,-0.94,803.2,3.292,0.004098606,0.008181818,1.634821421,,,,,,,,,,
58,9/5/2008,0.36,1238.25,1246.75,1217.75,1242.5,,1242.5,57842,200868,-0.099818182,0.10835718,0.159753474,0.080546297,0.320846068,-0.00133912,0,-5.15,802.8,3.121,0.003887643,-0.087272727,1.776492022,,,,,,,,,,
59,9/8/2008,2.09,1258.5,1283.75,1248.5,1268.5,,1268.5,105956,242036,-0.064909091,0.118287525,0.156993712,0.079286861,0.315567433,-0.001580009,0,-0.36,802.5,3.1085,0.00387352,-0.128909091,1.755043181,,,,,,,,,,
60,9/9/2008,-3.21,1268,1276,1224.5,1227.75,,1227.75,162251,318593,-0.119454545,0.08891566,0.153805362,0.078413929,0.31063322,-0.003022497,0,0.93,792,3.0965,0.003909722,-0.105818182,1.760560402,,,,,,,,,,
61,9/10/2008,0.55,1228.5,1245.5,1221.5,1234.5,,1234.5,255650,488327,-0.118727273,0.124288788,0.154329376,0.078112582,0.310554539,-0.001895787,0,4.82,762.5,3.125,0.004098361,-0.044545455,1.870895822,,,,,,,,,,
62,9/11/2008,1.42,1234,1254,1212.25,1252,,1252,2082338,813024,-0.04,0.146946912,0.155205934,0.077746825,0.310699584,-0.000287715,0,2.67,745.5,3.137,0.004207914,-0.018909091,1.898558588,,,,,,,,,,
63,9/12/2008,0.52,1252,1259.25,1234.5,1258.5,,1258.5,2558755,1097924,-0.023818182,0.144986324,0.15599584,0.077411475,0.310818789,0.001172891,0,-0.28,764.5,3.208,0.004196207,-0.004727273,1.893544447,,,,,,,,,,
64,9/15/2008,-4.97,1235,1239.25,1195.5,1196,,1196,3993598,1547367,-0.117454545,0.244250938,0.158457613,0.078034916,0.314527446,0.00238778,0,-4.19,787,3.164,0.00402033,-0.094727273,1.97251377,,,,,,,,,,
65,9/16/2008,1.69,1195.5,1221,1163,1216.25,,1216.25,4919112,1857101,-0.092363636,0.204910372,0.158823415,0.078207611,0.315238636,0.002408194,0,-0.89,780.5,3.11,0.003984625,-0.070363636,1.953838543,,,,,,,,,,
66,9/17/2008,-4.38,1217.75,1229.5,1157,1163,,1163,5035252,2262253,-0.138909091,0.352576273,0.161793248,0.082374194,0.326541635,-0.00295514,0.026034638,-9.43,850.5,3.0695,0.003609053,-0.226363636,2.324589461,,buy,126,"-146,538",B,,,,,
67,9/18/2008,3.46,1167,1218.75,1136.25,1203.25,,1203.25,6012944,2375062,-0.078909091,0.262394736,0.162952915,0.083345379,0.329643674,-0.003737843,0,-4.33,897,3.097,0.00345262,-0.314727273,2.38684268,,sell,-126,"151,610",B,,,,,
68,9/19/2008,3.55,1203.25,1291.25,1202.5,1246,,1246,4007416,2331147,-0.014363636,0.338297935,0.165479421,0.086514737,0.338508895,-0.007550054,0,6.8,864.7,3.1885,0.003687406,-0.173272727,2.570182336,,,,,,,,,,
69,9/22/2008,-2.41,1245,1251,1209.25,1216,,1216,977,2723,-0.039090909,0.392026492,0.170211903,0.091604283,0.353420468,-0.012996663,0.038606024,-2.56,909,3.266,0.003592959,-0.287272727,2.53354199,,buy,121,"-147,136",B,,,,,
70,9/23/2008,-2.14,1219.25,1225,1189.75,1190,,1190,2165,3742,-0.11,0.395496352,0.175168307,0.096253484,0.367675275,-0.017338661,0.027821076,-1.09,891.2,3.167,0.003553636,-0.280545455,2.53086021,,,,,,,,,,
71,9/24/2008,0.53,1200.25,1211,1185.25,1196.25,,1196.25,670,3774,-0.063272727,0.38576996,0.179405229,0.100292005,0.379989239,-0.02117878,0.005780722,-1.86,895,3.1215,0.003487709,-0.277818182,2.529042192,,,,,,,,,,
72,9/25/2008,1.67,1192,1227.25,1189.25,1216.25,,1216.25,8566,11308,-0.042727273,0.429541472,0.18647388,0.103972695,0.394419271,-0.021471511,0.035122201,2.42,882,3.1505,0.003571995,-0.172363636,2.518193035,,,,,,,,,,
73,9/26/2008,0.04,1218,1222,1189.25,1216.75,,1216.75,12340,21273,-0.020727273,0.436546063,0.193925004,0.106954744,0.407834492,-0.019984483,0.028711571,-2.8,888.5,3.085,0.003472144,-0.234363636,2.540454001,,,,,,,,,,
74,9/29/2008,-7.6,1222.5,1222.5,1115.5,1124.25,,1124.25,2254,22500,-0.141636364,0.518807139,0.203928646,0.111138824,0.426206293,-0.018349002,0.092600846,-6.31,894.4,2.9095,0.003253019,-0.315090909,2.661072516,,,,,,,,,,
75,9/30/2008,4.02,1121.25,1177,1120.75,1169.5,,1169.5,7420,26935,-0.042363636,0.510413738,0.213462252,0.114541682,0.442545617,-0.015621112,0.067868122,0.62,880.8,2.883,0.003273161,-0.278363636,2.659761033,,,,,,,,,,
76,10/1/2008,0.06,1168.5,1173.75,1146.25,1170.25,,1170.25,4295,30196,-0.087090909,0.495695787,0.221894397,0.117950045,0.457794487,-0.014005694,0.0379013,-3.8,887.3,2.794,0.003148879,-0.295636364,2.679780093,,,,,,,,,,
77,10/2/2008,-3.8,1170.5,1174.75,1117,1125.75,,1125.75,17028,44281,-0.174545455,0.488997534,0.229906669,0.120872262,0.471651193,-0.011837854,0.017346341,-0.79,844.3,2.6375,0.00312389,-0.316909091,2.678961153,,,,,,,,,,
78,10/3/2008,-1.47,1127.75,1159,1103.75,1109.25,,1109.25,6192,48326,-0.211818182,0.458687415,0.237322856,0.122185424,0.481693705,-0.007047992,0,3.73,833.2,2.7,0.003240518,-0.266909091,2.728813928,,sell,-121,"134,219",B,,,,,
79,10/6/2008,-5,1104.75,1104.75,1011.5,1053.75,,1053.75,9124,53718,-0.304545455,0.522340442,0.24610376,0.125018381,0.496140523,-0.003933002,0.026199919,-10.83,866.2,2.503,0.002889633,-0.464545455,3.077527157,,buy,140,"-147,525",B,,,,,
80,10/7/2008,-4.53,1055,1076.25,1000,1006,,1006,8593,57078,-0.405272727,0.502892793,0.254536814,0.126430071,0.507396956,0.001676673,0,-0.16,882,2.5445,0.002884921,-0.462909091,3.07766727,,sell,-140,"140,840",B,,,,,
81,10/8/2008,-2.44,1006,1043.25,965,981.5,,981.5,5134,57099,-0.461454545,0.503314626,0.26237196,0.128271981,0.518915921,0.005827998,0,-9.49,906.5,2.367,0.002611142,-0.676181818,3.28625335,,,,,,,,,,
82,10/9/2008,-6.98,984.75,1010,906.75,913,,913,7607,59611,-0.547272727,0.381105895,0.267476255,0.127287942,0.52205214,0.01290037,0,4.59,886.5,2.421,0.002730964,-0.627272727,3.344800528,,,,,,,,,,
83,10/10/2008,-2.44,912.5,941.5,839,890.75,,890.75,7046,61893,-0.592,0.389983161,0.272053878,0.127080215,0.526214308,0.017893448,0,-8.07,859,2.1565,0.002510477,-0.739818182,3.488774321,,,,,,,,,,
84,10/13/2008,14.17,921.75,1017.5,916.25,1017,,1017,3938,62841,-0.306909091,0.521842501,0.278866697,0.130263552,0.539393801,0.018339594,0,10.07,842.5,2.328,0.002763205,-0.567454545,3.777891935,,,,,,,,,,
85,10/14/2008,-1.43,1013.75,1065,975,1002.5,,1002.5,5950,63412,-0.372181818,0.509181857,0.285061326,0.132989329,0.551039984,0.019082668,0,3.91,839.5,2.4105,0.002871352,-0.497818182,3.82505129,,,,,,,,,,
86,10/15/2008,-9.88,1005,1005.5,897.75,903.5,,903.5,8768,67513,-0.584909091,0.547086474,0.291822117,0.136702968,0.565228053,0.018416182,0,-7.39,839,2.231,0.002659118,-0.638363636,3.934154229,,,,,,,,,,
87,10/16/2008,4.15,898.5,949.75,865.5,941,,941,8224,70701,-0.484,0.530302035,0.297656583,0.139930138,0.577516858,0.017796308,0,-1.25,804.5,2.1125,0.002625855,-0.693636364,3.920737536,,,,,,,,,,
88,10/17/2008,-0.82,940.75,986.5,910,933.25,,933.25,1974,71105,-0.489636364,0.513717658,0.303024416,0.142476362,0.587977139,0.018071692,0,6.1,787.7,2.1945,0.002785959,-0.569090909,4.026291039,,,,,,,,,,
89,10/20/2008,6.11,937.5,992,928,990.25,,990.25,2550,70922,-0.361636364,0.47389729,0.307829582,0.143718841,0.595267264,0.020391901,0,-3.18,790,2.131,0.002697468,-0.595636364,4.038812974,,,,,,,,,,
90,10/21/2008,-3.33,990.75,991.5,951.5,957.25,,957.25,2679,71995,-0.472,0.47768374,0.312480431,0.145019177,0.602518784,0.022442078,0,-2.73,768,2.015,0.002623698,-0.593090909,4.037396884,,,,,,,,,,
91,10/22/2008,-5.8,957.75,966.25,873,901.75,,901.75,6782,73114,-0.584545455,0.480447658,0.316346168,0.146631809,0.609609787,0.023082549,0,-3.52,735.2,1.861,0.002531284,-0.689454545,4.042953366,,,,,,,,,,
92,10/23/2008,1.41,904,921.75,855.75,914.5,,914.5,6752,74492,-0.530727273,0.479777258,0.320126666,0.148136052,0.61639877,0.023854561,0,-0.09,714.7,1.8075,0.002529033,-0.700727273,4.040353787,,,,,,,,,,
93,10/24/2008,-5.41,922.25,922.25,830,865,,865,2507,74525,-0.664181818,0.503880004,0.324542289,0.149950057,0.624442403,0.024642174,0,-8.66,730.3,1.687,0.00231001,-0.865636364,4.17696805,,,,,,,,,,
94,10/27/2008,-3.61,860,892,826,833.75,,833.75,1370,74990,-0.748,0.477492199,0.328715609,0.150969823,0.630655254,0.026775964,0,4.6,742.9,1.795,0.002416207,-0.763818182,4.241388439,,,,,,,,,,
95,10/28/2008,12.47,832.25,940.5,827,937.75,,937.75,4244,75472,-0.501818182,0.481569597,0.332698442,0.152076437,0.636851317,0.028545567,0,3.4,740.5,1.85,0.002498312,-0.758727273,4.246301683,,,,,,,,,,
96,10/30/2008,3.73,929.25,966.25,926.5,960.5,,960.5,2259,76425,-0.460363636,0.488403836,0.337156749,0.152995495,0.643147739,0.031165758,0,2.27,739.9,1.8905,0.002555075,-0.711818182,4.265557621,,,,,,,,,,
97,10/31/2008,0.65,958,980.75,939.75,966.75,,966.75,3387,78515,-0.456909091,0.490117927,0.341829058,0.153682496,0.64919405,0.034464066,0,-0.52,719.6,1.829,0.00254169,-0.753090909,4.252257733,,,,,,,,,,
98,11/3/2008,0.16,962.75,976,956.25,968.25,,968.25,3493,81592,-0.428909091,0.489278458,0.346391813,0.154276826,0.654945466,0.037838161,0,-0.59,728.2,1.84,0.002526778,-0.775636364,4.247965859,,,,,,,,,,
99,11/4/2008,3.49,968,1005,963.25,1002,,1002,3693,83855,-0.346,0.495860293,0.351107977,0.154818131,0.660744239,0.041471715,0,2.12,758.8,1.958,0.00258039,-0.798363636,4.228675374,,,,,,,,,,
100,11/5/2008,-4.54,1000.5,1006.25,946,956.5,,956.5,1716,84502,-0.436363636,0.504822922,0.355717047,0.155564109,0.666845264,0.04458883,0,-5.25,744,1.819,0.002444892,-0.859454545,4.268818215,,,,,,,,,,
101,11/6/2008,-5.62,948.5,955,896.5,902.75,,902.75,4717,87056,-0.541090909,0.515114168,0.360628435,0.156266045,0.673160525,0.048096344,0,-3.83,733.9,1.7255,0.002351138,-0.965454545,4.268882592,,,,,,,,,,
102,11/7/2008,3.52,908.75,935,900,934.5,,934.5,5162,89052,-0.500909091,0.506666356,0.36549897,0.156572499,0.678643967,0.052353973,0,-2,736.5,1.697,0.002304141,-0.986363636,4.271122397,,,,,,,,,,
103,11/10/2008,-1.66,937,959.5,905,919,,919,2667,89835,-0.494545455,0.501780859,0.370363813,0.156574596,0.683513005,0.05721462,0,1.56,748.7,1.752,0.002340056,-0.986363636,4.271122397,,,,,,,,,,
104,11/11/2008,-3.05,916.25,921,881.5,891,,891,4992,92130,-0.557818182,0.507262217,0.375694275,0.156145619,0.687985513,0.063403038,0,-4.14,734.7,1.648,0.002243092,-1.035818182,4.291932868,,,,,,,,,,
105,11/12/2008,-4.43,896,907,846.25,851.5,,851.5,4057,93989,-0.653090909,0.491863548,0.381144444,0.154844893,0.690834229,0.071454659,0,2.51,720,1.6555,0.002299306,-1.012181818,4.308079271,,,,,,,,,,
106,11/13/2008,6.43,851.5,911.5,810,906.25,,906.25,9200,95357,-0.559272727,0.487698375,0.386881162,0.152790821,0.692462804,0.08129952,0,-0.01,706.4,1.624,0.002298981,-0.984545455,4.309571096,,,,,,,,,,
107,11/14/2008,-5.1,905,915.25,860,860,,860,8422,100028,-0.630363636,0.478505313,0.392519887,0.150279579,0.693079044,0.091960729,0,-0.18,744.3,1.708,0.002294774,-0.992181818,4.307732793,,,,,,,,,,
108,11/17/2008,-1.22,862.5,880,846,849.5,,849.5,8287,105072,-0.653636364,0.482219059,0.398804074,0.146559721,0.691923515,0.105684632,0,-2.92,743.6,1.6565,0.002227676,-1.003454545,4.312027631,,,,,,,,,,
109,11/18/2008,1.8,847.75,866.25,824,864.75,,864.75,7265,105107,-0.611090909,0.486242989,0.40503955,0.142733057,0.690505663,0.119573436,0,1.7,733.6,1.662,0.00226554,-0.972363636,4.325467204,,,,,,,,,,
110,11/19/2008,-6.27,862.5,863.5,802.75,810.5,,810.5,6578,105721,-0.723272727,0.493148447,0.411543651,0.138301236,0.688146123,0.13494118,0,-4.02,736.5,1.6015,0.002174474,-1.043272727,4.343166218,,,,,,,,,,
111,11/20/2008,-7.96,808.5,818.25,743.25,746,,746,16239,111941,-0.812727273,0.495692425,0.418118493,0.133374003,0.684866498,0.151370488,0,-3.32,749.4,1.5755,0.002102349,-1.129272727,4.340517914,,,,,,,,,,
112,11/21/2008,5.86,746,799.75,739,789.75,,789.75,10574,112741,-0.712727273,0.460211609,0.423956338,0.127848915,0.679654169,0.168258507,0,-5.22,792.4,1.579,0.00199268,-1.207090909,4.375289058,,,,,,,,,,
113,11/24/2008,7.19,794.5,864.25,781.5,846.5,,846.5,24176,125035,-0.62,0.477437889,0.430666896,0.120448956,0.671564808,0.189768985,0,2.37,820.4,1.6735,0.002039859,-1.070363636,4.36728408,,,,,,,,,,
114,11/25/2008,0.62,842.75,872.25,831.75,851.75,,851.75,12606,128123,-0.550363636,0.476775583,0.437184861,0.112680955,0.662546772,0.21182295,0,-1.24,820.5,1.653,0.002014625,-1.086363636,4.366245257,,,,,,,,,,
115,11/26/2008,3.87,850,886,829,884.75,,884.75,6454,128123,-0.49,0.491542723,0.444505353,0.102230113,0.64896558,0.240045126,0,2.85,811.3,1.681,0.002071983,-1.051454545,4.39027436,,,,,,,,,,
116,11/28/2008,0.59,881,895.25,875.5,894,,894,729,130285,-0.506363636,0.491392798,0.451179971,0.09245252,0.636085011,0.266274932,0,-3.42,819,1.639,0.002001221,-1.201272727,4.326329834,,,,,,,,,,
117,12/1/2008,-8.89,895,895,812.5,814.5,,814.5,16454,134400,-0.577636364,0.432383965,0.456369736,0.082538148,0.621446032,0.29129344,0,4.05,776.8,1.6175,0.002082261,-1.176181818,4.353116164,,,,,,,,,,
118,12/2/2008,4.08,814,849.25,811.5,847.75,,847.75,35909,148660,-0.534181818,0.42273641,0.461419738,0.070795272,0.603010282,0.319829193,0,-2.52,783.3,1.59,0.002029874,-1.216909091,4.355054481,,,,,,,,,,
119,12/3/2008,2.3,846.25,872.5,824.75,867.25,,867.25,38587,168624,-0.412727273,0.415071135,0.464525559,0.06456432,0.5936542,0.335396918,0,-1.18,770.5,1.5455,0.00200584,-1.162181818,4.335871774,,,,,,,,,,
120,12/4/2008,-2.39,867.5,874.25,830.75,846.5,,846.5,49405,183265,-0.519090909,0.417874081,0.468397627,0.054271861,0.576941349,0.359853905,0,-4.65,765.5,1.464,0.001912476,-1.230545455,4.361069533,,,,,,,,,,
121,12/5/2008,2.95,845.25,878.5,816.25,871.5,,871.5,56502,193727,-0.53,0.390088838,0.469079673,0.053010408,0.575100489,0.363058858,0,-5.01,752.2,1.3665,0.001816671,-1.150181818,4.246393019,,,,,,,,,,
122,12/8/2008,3.76,871.25,918.75,867.25,904.25,,904.25,93202,221983,-0.417818182,0.41830746,0.47191445,0.045371462,0.562657374,0.381171526,0,6.51,769.3,1.4885,0.001934876,-0.953090909,4.346456144,,,,,,,,,,
123,12/9/2008,-1.69,904.5,915.25,884,889,,889,169981,309116,-0.409636364,0.407534069,0.473173289,0.042462851,0.55809899,0.388247587,0,-4.4,774.2,1.432,0.001849651,-1.156727273,4.237488798,,,,,,,,,,
124,12/10/2008,0.7,889.75,907.75,884,895.25,,895.25,373664,522349,-0.406545455,0.406060301,0.473428449,0.042005914,0.557440278,0.389416621,0,-0.97,808.8,1.4815,0.001831726,-1.127818182,4.233159529,,,,,,,,,,
125,12/11/2008,-2.32,899.5,904.5,867.5,874.5,,874.5,2054306,1083953,-0.479090909,0.405852761,0.473616747,0.041671987,0.55696072,0.390272774,0,-1.03,826.6,1.4985,0.001812848,-1.126727273,4.233177186,,,,,,,,,,
126,12/12/2008,1.26,871.25,886.5,828.75,885.5,,885.5,2877490,1393306,-0.456909091,0.39813203,0.473841512,0.041220286,0.556282084,0.39140094,0,-4.8,820.5,1.416,0.001725777,-1.180181818,4.261078585,,,,,,,,,,
127,12/15/2008,-1.5,883.5,893,856.25,872.25,,872.25,2246114,1778018,-0.346,0.395634602,0.473225024,0.042138434,0.557501892,0.388948156,0,-3.4,836.5,1.3945,0.001667065,-1.286,4.242241546,,,,,,,,,,
128,12/16/2008,4.64,872.5,915,868.5,912.75,,912.75,2624079,2056136,-0.334727273,0.385614766,0.472299,0.04349713,0.559293261,0.38530474,0,-2.84,842.7,1.365,0.001619794,-1.286727273,4.242509327,,,,,,,,,,
129,12/17/2008,-1.07,913.5,918.25,886.75,903,,903,2332232,2230044,-0.355272727,0.365989431,0.469520496,0.045314157,0.56014881,0.378892183,-0.012902752,-3.47,868.5,1.358,0.001563615,-1.235090909,4.197279927,,short,-193,"174,279",Sh,,,,,
130,12/18/2008,-1.16,907,911.5,873.5,892.5,,892.5,2087835,2292310,-0.307272727,0.362295957,0.466827446,0.047200927,0.561229301,0.372425591,-0.010129634,-4.47,860.6,1.2855,0.001493725,-1.327636364,4.211709411,,,,,,,,,,
131,12/19/2008,-1.26,891,903.5,876.5,881.25,,881.25,1844441,2299861,-0.303454545,0.351886823,0.464212737,0.049499352,0.563211441,0.365214034,-0.013327211,5.13,837.4,1.315,0.001570337,-1.165272727,4.286104531,,,,,,,,,,
132,12/22/2008,-1.39,881,887.25,851.25,869,,869,819,7311,-0.237818182,0.353158179,0.461742931,0.051584768,0.564912467,0.358573396,-0.005415217,0.05,847.2,1.331,0.001571058,-1.15,4.288962147,,,,,,,,,,
133,12/23/2008,-1.5,868.5,874,854.5,856,,856,756,7490,-0.182727273,0.364059614,0.460022426,0.053240067,0.566502559,0.353542293,0,-3.77,838.1,1.267,0.001511753,-1.286363636,4.249984472,,cover,193,"-165,208",Sh,,,,,
134,12/24/2008,0.76,859.5,862.5,856,862.5,,862.5,19,7489,-0.124545455,0.342132621,0.45674592,0.054854567,0.566455054,0.347036785,-0.004904164,-1.75,848,1.2595,0.001485259,-1.121272727,4.043748744,,short,-202,"174,225",Sh,,,,,
135,12/26/2008,0.46,866.5,866.75,862.5,866.5,,866.5,53,7480,0.010727273,0.34918765,0.453951281,0.056354856,0.566660993,0.341241569,0,-0.5,871.2,1.2875,0.001477847,-1.127454545,4.042511695,,cover,202,"-175,033",Sh,,,,,
136,12/29/2008,0.17,864.75,870,851,868,,868,426,7266,0.058181818,0.345359253,0.451079365,0.057798953,0.56667727,0.335481459,0,0.42,875.3,1.299,0.001484063,-0.947272727,3.880481764,,,,,,,,,,
137,12/30/2008,2.02,870.25,885.75,868,885.5,,885.5,471,7584,-0.162727273,0.402767566,0.451473213,0.057385641,0.566244495,0.336701932,0,1.67,870.9,1.314,0.001508784,-1.000363636,3.822867822,,,,,,,,,,
138,12/31/2008,1.36,889,904,884.25,897.5,,897.5,2958,7539,-0.112,0.396597212,0.451593469,0.057261193,0.566115855,0.337071083,0,5.04,885.3,1.403,0.001584774,-0.762,3.782401941,,,,,,,,,,
139,1/2/2009,2.87,903.5,930.5,895.75,923.25,,923.25,1114,7818,0.119818182,0.291531895,0.447406003,0.060365852,0.568137708,0.326674298,-0.035142403,4.16,880.5,1.4535,0.001650767,-0.869454545,3.545506503,,short,-188,"173,571",Sh,,,,,
140,1/5/2009,0.19,924,930.5,915,925,,925,2620,9749,0.047818182,0.303601765,0.443668183,0.062786076,0.569240336,0.318096031,-0.014494266,2.39,858.8,1.4515,0.001690149,-0.897090909,3.513340013,,,,,,,,,,
141,1/6/2009,0.32,923,938.25,923,928,,928,5033,14296,0.068545455,0.232959019,0.437956775,0.067327534,0.572611844,0.303301706,-0.070342687,7.53,867.2,1.576,0.001817343,-0.625818182,3.578129912,,,,,,,,,,
142,1/7/2009,-2.75,927,929.5,896.5,902.5,,902.5,1530,14441,-0.092545455,0.241409062,0.432704176,0.071150304,0.575004783,0.290403568,-0.048994506,-1.8,843,1.5045,0.001784698,-0.635818182,3.580674306,,,,,,,,,,
143,1/8/2009,0.14,900,904,891,903.75,,903.75,4960,17372,-0.029454545,0.255645641,0.428011957,0.074154913,0.576321783,0.279702131,-0.02405649,-3.63,855.9,1.472,0.001719827,-0.812727273,3.480684508,,,,,,,,,,
144,1/9/2009,-2.38,903,910,880,882.25,,882.25,4134,20999,0.032727273,0.255182462,0.424035324,0.077440321,0.578915967,0.269154681,-0.013972219,5.43,856.5,1.553,0.001813193,-0.656181818,3.564845584,,,,,,,,,,
145,1/12/2009,-2.01,879,884.75,859,864.5,,864.5,1694,21079,-0.029454545,0.24803338,0.419859863,0.08062003,0.581099923,0.258619803,-0.010586424,-0.61,822.4,1.482,0.001802043,-0.617636364,3.553450052,,,,,,,,,,
146,1/13/2009,0.06,867.25,869,853.25,865,,865,3451,23437,0.07,0.228669776,0.415282083,0.084185422,0.583652927,0.24691124,-0.018241464,3.97,822.2,1.5405,0.001873632,-0.481454545,3.583555765,,,,,,,,,,
147,1/14/2009,-3.35,863.75,870.5,829.25,836,,836,4742,26778,0.074727273,0.234687153,0.410825899,0.087143,0.5851119,0.236539899,-0.001852746,-2.47,810.2,1.4805,0.001827327,-0.524727273,3.593098248,,,,,,,,,,
148,1/15/2009,-0.03,834.25,844.25,810,835.75,,835.75,16376,39563,-0.152545455,0.188168115,0.405085683,0.091203467,0.587492616,0.22267875,-0.034510635,-2.19,809,1.446,0.001787392,-0.407090909,3.42374209,,,,,,,,,,
149,1/16/2009,1.11,837.5,852.5,823.25,845,,845,5476,39563,-0.109636364,0.222534844,0.400450095,0.093894753,0.588239601,0.212660589,0,1.05,841.6,1.52,0.001806084,-0.471636364,3.360477129,,cover,188,"-158,860",Sh,,,,,
150,1/20/2009,-3.81,839.25,843.5,794.75,802.25,,802.25,2351,43815,-0.282181818,0.184820346,0.395054654,0.097599982,0.590254619,0.199854689,-0.015034344,-3.26,856.8,1.497,0.001747199,-0.592727273,3.338303214,,short,-217,"174,088",Sh,,,,,
151,1/21/2009,3.86,801,834.75,797,833.25,,833.25,10331,52226,-0.214909091,0.14272432,0.388769572,0.102485298,0.593740168,0.183798976,-0.041074656,-4.14,851.7,1.4265,0.001674886,-0.709272727,3.348386485,,,,,,,,,,
152,1/22/2009,-1.35,836,838.5,803.5,822,,822,3506,54740,-0.302909091,0.146757677,0.382526658,0.106573697,0.595674053,0.169379264,-0.022621587,-3.66,860.5,1.3885,0.001613597,-0.766363636,3.371786736,,,,,,,,,,
153,1/23/2009,-0.24,822,831.25,796,820,,820,2923,56861,-0.224727273,0.14620714,0.376288998,0.11018843,0.596665858,0.155912138,-0.009704998,1.14,897.7,1.465,0.001631948,-0.734909091,3.381517779,,,,,,,,,,
154,1/26/2009,0.88,817.75,844,808,827.25,,827.25,2891,56713,-0.106545455,0.138915053,0.369799085,0.113478095,0.596755275,0.142842894,-0.003927842,6.28,910.7,1.5795,0.00173438,-0.659272727,3.491300222,,,,,,,,,,
155,1/27/2009,1.03,832.5,844,828.5,835.75,,835.75,2585,58218,-0.151818182,0.099380426,0.362427403,0.117637157,0.597701717,0.127153089,-0.027772663,-5.56,901.4,1.4765,0.001638008,-0.664909091,3.499090291,,,,,,,,,,
156,1/28/2009,3.86,836,870.5,836,868,,868,6433,62155,-0.051454545,0.089081797,0.35468136,0.12136443,0.59741022,0.1119525,-0.022870703,2.04,890,1.4875,0.001671348,-0.558181818,3.490273305,,,,,,,,,,
157,1/29/2009,-3.31,863,863,837,839.25,,839.25,3957,63467,-0.056181818,0.113691334,0.347536359,0.12379437,0.5951251,0.099947619,0,-3.8,906.5,1.4575,0.001607832,-0.590909091,3.512411998,,cover,217,"-182,117",Sh,,,,,
158,1/30/2009,-2.41,845.25,845.25,815,819,,819,9628,67363,-0.019454545,0.122732393,0.340644569,0.125586448,0.591817466,0.089471672,0,-1.62,928.4,1.4685,0.001581754,-0.648727273,3.502509182,,,,,,,,,,
159,2/2/2009,-0.12,821.25,824,803,818,,818,12441,77536,-0.138545455,0.107904546,0.33338352,0.12730776,0.58799904,0.078768001,0,-0.28,907.2,1.431,0.001577381,-0.578545455,3.469776606,,,,,,,,,,
160,2/3/2009,1.44,817.75,835,813.25,829.75,,829.75,2988,77722,-0.019636364,0.145619751,0.327088179,0.127885361,0.582858901,0.071317457,0,8.11,892.5,1.522,0.001705322,-0.476727273,3.640071252,,,,,,,,,,
161,2/4/2009,-0.39,830.25,846,822.5,826.5,,826.5,9580,86351,-0.004545455,0.146394146,0.320882647,0.128227854,0.577338356,0.064426938,0,-0.49,902.2,1.531,0.001696963,-0.485454545,3.639506895,,,,,,,,,,
162,2/5/2009,1.3,827.25,845.25,813.5,837.25,,837.25,2412,86406,-0.013636364,0.145593848,0.314829712,0.128506725,0.571843161,0.057816262,0,-3.31,914.2,1.5,0.001640779,-0.542363636,3.65906078,,,,,,,,,,
163,2/6/2009,3.25,837.75,865.5,834,864.5,,864.5,5366,87351,0.159454545,0.177795331,0.309294735,0.127717069,0.564728872,0.053860597,0,8.55,914.3,1.6285,0.001781144,-0.333818182,3.843265149,,,,,,,,,,
164,2/9/2009,-0.29,860.25,869.75,850,862,,862,1681,87097,0.298909091,0.171829746,0.30357813,0.126682575,0.556943281,0.05021298,0,1.43,892.8,1.613,0.001806676,-0.338727273,3.84079084,,,,,,,,,,
165,2/10/2009,-4.47,861.25,862.5,817.5,823.5,,823.5,11496,94225,0.111090909,0.168245981,0.297670813,0.125246145,0.548163102,0.047178523,0,-4.58,914.2,1.576,0.001723912,-0.348909091,3.85145796,,,,,,,,,,
