,Date,SP Daily Pct Return,Open,High,Low,Last,Change,Settle,Volume,Previous Day Open Interest,SP_MA,dly chg correlation,dly chg corr mean,Std daily chg correl,upper_correl,lower_correl,signal,Gold-Copp Dly Ret,Gold Price,Copper Price,GoldCopperRatio,MA,rolling_std,,,,,,"147,095",-11.72%,,,
20,7/11/2008,-1.17,1258,1261.5,1228,1241.5,,1241.5,2568,37675,-0.210909091,-0.013934623,0.178545827,0.065929568,0.310404963,0.04668669,-0.060621313,-1.4,965.8,3.7575,0.003890557,-0.134363636,1.425634055,,,,,,,,,,
21,7/15/2008,-1.44,1229,1236,1202,1212,,1212,7342,43220,-0.246727273,0.031927857,0.175807654,0.068824904,0.313457462,0.038157846,-0.006229989,-2.85,983.9,3.719,0.003779856,-0.217636364,1.448299084,,,,,,,,,,
22,7/16/2008,2.52,1215,1247.75,1205,1242.5,,1242.5,2990,43617,-0.191454545,0.048322539,0.173428164,0.070935601,0.315299367,0.031556961,0,0.38,967.8,3.672,0.003794172,-0.214363636,1.4494632,,cover,-115,"142,888",Sh,,,,,
23,7/17/2008,1.01,1242.75,1263,1239,1255,,1255,5287,45739,-0.209090909,0.050797117,0.170821043,0.072769798,0.316360639,0.025281447,0,0.98,975.9,3.739,0.003831335,-0.222727273,1.441043159,,,,,,,,,,
24,7/18/2008,0.58,1250.25,1264.5,1242.5,1262.25,,1262.25,4984,47879,-0.203636364,0.039390722,0.168180817,0.074864635,0.317910087,0.018451546,0,0.04,963.1,3.6915,0.003832935,-0.240363636,1.43158157,,,,,,,,,,
25,7/21/2008,0.1,1262.25,1269.5,1257.75,1263.5,,1263.5,840,48102,-0.192181818,0.039074828,0.165344106,0.076757917,0.318859939,0.011828273,0,-0.25,968.9,3.7045,0.003823408,-0.242363636,1.431515596,,,,,,,,,,
26,7/22/2008,1.01,1257,1279.5,1250,1276.25,,1276.25,4705,51345,-0.19,0.072381632,0.163337666,0.077731033,0.318799732,0.0078756,0,2.24,953.6,3.7275,0.003908872,-0.21,1.467360947,,,,,,,,,,
27,7/23/2008,0.65,1277.25,1293,1277.25,1284.5,,1284.5,6081,53380,-0.145636364,0.100369655,0.161930552,0.078164377,0.318259306,0.005601798,0,1.9,927.8,3.6955,0.003983078,-0.213454545,1.46205996,,,,,,,,,,
28,7/24/2008,-2.26,1282.75,1285.75,1252.75,1255.5,,1255.5,3739,55245,-0.182181818,0.138213905,0.161265234,0.078208472,0.317682179,0.00484829,0,-1.88,927.3,3.624,0.00390812,-0.226363636,1.47374977,,,,,,,,,,
29,7/25/2008,0.02,1254.75,1264,1251.5,1255.75,,1255.75,2642,55775,-0.177818182,0.14713743,0.161043078,0.078231346,0.317505771,0.004580385,0,0.59,931.8,3.663,0.003931101,-0.240727273,1.46160345,,,,,,,,,,
30,7/28/2008,-1.51,1255,1260.75,1235,1236.75,,1236.75,2376,56688,-0.225818182,0.168477275,0.161434959,0.078213291,0.317861541,0.005008377,0,0.08,932.7,3.6695,0.003934277,-0.199454545,1.437390148,,,,,,,,,,
31,7/29/2008,2.16,1235.5,1264.5,1234,1263.5,,1263.5,2658,55934,-0.186909091,0.17524295,0.16200294,0.07819779,0.318398521,0.005607359,0,0.34,921.3,3.637,0.003947683,-0.186363636,1.438993171,,,,,,,,,,
32,7/30/2008,1.82,1264.5,1286.5,1262.25,1286.5,,1286.5,3256,56641,-0.158,0.209406431,0.163135183,0.078428992,0.319993167,0.006277198,0,1.79,907.3,3.646,0.004018516,-0.11,1.430220133,,,,,,,,,,
33,7/31/2008,-1.4,1283.5,1291,1266.75,1268.5,,1268.5,4159,55926,-0.205090909,0.218486865,0.163940295,0.078771278,0.321482851,0.006397739,0,-0.75,918,3.6615,0.003988562,-0.081636364,1.400951745,,,,,,,,,,
34,8/1/2008,-0.51,1268.25,1273.5,1255,1262,,1262,4078,57452,-0.215636364,0.209613111,0.164380908,0.078960968,0.322302844,0.006458972,0,-1.72,912.9,3.5785,0.003919926,-0.131636364,1.409589858,,,,,,,,,,
35,8/4/2008,-0.93,1260.5,1262,1248.5,1250.25,,1250.25,1981,57491,-0.237636364,0.221887066,0.164826938,0.079219545,0.323266028,0.006387848,0,-2.87,903.5,3.44,0.003807416,-0.206545455,1.443863411,,,,,,,,,,
36,8/5/2008,2.74,1252,1286,1250,1284.5,,1284.5,2430,57028,-0.172,0.267832118,0.166106977,0.080317282,0.326741542,0.005472413,0,1.78,881.8,3.417,0.003875028,-0.154181818,1.462958305,,,,,,,,,,
37,8/6/2008,0.39,1284.5,1293.25,1277.5,1289.5,,1289.5,3785,57830,-0.133272727,0.271849883,0.167364045,0.081434083,0.330232211,0.004495878,0,0.53,878.8,3.4235,0.003895653,-0.143636364,1.465810815,,,,,,,,,,
38,8/7/2008,-1.55,1289,1289.5,1265.75,1269.5,,1269.5,6634,62298,-0.162181818,0.26102075,0.168417949,0.082275296,0.33296854,0.003867358,0,0.41,873.8,3.418,0.00391165,-0.137272727,1.467470051,,,,,,,,,,
39,8/8/2008,1.93,1270,1299.25,1263.5,1294,,1294,2468,61974,-0.101272727,0.247959586,0.169358052,0.082892336,0.335142724,0.003573379,0,-1,860.7,3.333,0.003872429,-0.121090909,1.452616634,,,,,,,,,,
40,8/11/2008,1,1293.25,1315,1291.25,1307,,1307,4330,62317,-0.085818182,0.262513778,0.170410415,0.083711833,0.33783408,0.002986749,0,3.12,824.3,3.2915,0.003993085,-0.036545455,1.503524524,,,,,,,,,,
41,8/12/2008,-1.07,1304.25,1309,1287.75,1293,,1293,3729,63831,-0.117818182,0.243196977,0.171070576,0.084146865,0.339364306,0.002776847,0,-0.31,810.8,3.2275,0.003980636,-0.008545455,1.483331359,,,,,,,,,,
42,8/13/2008,-0.52,1294,1295.25,1276.75,1286.25,,1286.25,3334,64189,-0.136181818,0.233140922,0.171538749,0.084423864,0.340386477,0.002691022,0,1.75,827.6,3.352,0.004050266,0.018363636,1.501787532,,,,,,,,,,
43,8/14/2008,0.72,1287,1301.75,1277.25,1295.5,,1295.5,3550,64965,-0.131272727,0.238326891,0.172194229,0.084806017,0.341806263,0.002582195,0,0.65,810.7,3.305,0.004076724,0.030545455,1.504186033,,,,,,,,,,
44,8/15/2008,0.46,1295.5,1303.75,1293,1301.5,,1301.5,3120,66047,-0.126545455,0.23647131,0.172885787,0.085178233,0.343242253,0.00252932,0,3.37,788.4,3.3225,0.004214231,0.063818182,1.557489065,,,,,,,,,,
45,8/18/2008,-1.38,1300.5,1307.25,1276,1283.5,,1283.5,5916,70629,-0.131818182,0.251324064,0.173647985,0.085697032,0.34504205,0.002253921,0,-1.89,801.8,3.315,0.004134447,0.021090909,1.578511574,,,,,,,,,,
46,8/19/2008,-1.07,1283.75,1284,1264.25,1269.75,,1269.75,3431,71941,-0.142363636,0.244987851,0.174979078,0.08623433,0.347447737,0.002510418,0,2,813,3.4285,0.004217097,0.092363636,1.577742132,,,,,,,,,,
47,8/20/2008,0.43,1268.75,1278,1262.25,1275.25,,1275.25,6323,75693,-0.133272727,0.238786904,0.175452608,0.086516583,0.348485775,0.002419442,0,-0.85,812.4,3.397,0.004181438,0.072909091,1.582728157,,,,,,,,,,
48,8/21/2008,0.14,1275.5,1282.75,1265,1277,,1277,7123,78239,-0.167636364,0.234214503,0.175482435,0.086536921,0.348556278,0.002408593,0,1.56,835,3.546,0.004246707,0.117090909,1.589820247,,,,,,,,,,
49,8/22/2008,1.31,1277,1295,1272.75,1293.75,,1293.75,5895,79009,-0.084363636,0.214086777,0.175112308,0.086323338,0.347758984,0.002465632,0,-1.42,829.5,3.4725,0.004186257,0.077090909,1.600472931,,,,,,,,,,
50,8/25/2008,-2.01,1294,1294,1266,1267.75,,1267.75,3919,80274,-0.126545455,0.192104276,0.174441051,0.086039434,0.346519919,0.002362183,0,1.21,821.7,3.4815,0.004236948,0.112363636,1.603730563,,,,,,,,,,
51,8/26/2008,0.43,1269.25,1277,1264,1273.25,,1273.25,37957,109028,-0.109454545,0.172178879,0.173784715,0.085914134,0.345612983,0.001956446,0,-1.53,824.2,3.4385,0.004171924,0.068363636,1.6151571,,,,,,,,,,
52,8/27/2008,0.81,1273.25,1286.5,1268.25,1283.5,,1283.5,25571,130028,-0.067272727,0.168375468,0.1736684,0.085917102,0.345502604,0.001834196,0,0.24,830.1,3.4715,0.004182026,0.080363636,1.613912848,,,,,,,,,,
