,Date,SP Daily Pct Return,Open,High,Low,Last,Change,Settle,Volume,Previous Day Open Interest,SP_MA,dly chg correlation,dly chg corr mean,Std daily chg correl,upper_correl,lower_correl,signal,Gold-Copp Dly Ret,Gold Price,Copper Price,GoldCopperRatio,MA,rolling_std,,,,,5.98%,"173,647","184,029",,,
155,1/23/2013,-0.39,1484,1484.25,1477.75,1478.75,,1478.75,1516,18475,0.096727273,0.291155345,0.255647804,0.095716189,0.447080183,0.064215426,0,-0.19,1688.9,3.676,0.002176565,0.097272727,0.863793216,,,,,,,,,,
156,1/24/2013,0.25,1477.25,1491.25,1475.75,1482.5,,1482.5,1503,19098,0.083818182,0.307677471,0.260164508,0.092069037,0.444302581,0.076026435,0,0.78,1672.1,3.668,0.002193649,0.104545455,0.867891908,,,,,,,,,,
157,1/25/2013,0.47,1482,1492.25,1480,1489.5,,1489.5,2625,19093,0.137636364,0.31935671,0.265135185,0.087560294,0.440255774,0.090014597,0,0.1,1658.8,3.6425,0.002195864,0.121090909,0.858760245,,,,,,,,,,
158,1/28/2013,0.07,1488.5,1493,1484.75,1490.5,,1490.5,3266,20430,0.158909091,0.34598586,0.270991614,0.081701237,0.434394087,0.107589141,0,0.49,1655,3.652,0.002206647,0.145090909,0.850089043,,,,,,,,,,
159,1/29/2013,0.55,1488.5,1498.75,1484.75,1498.75,,1498.75,4642,23461,0.168,0.255297076,0.273492244,0.07898408,0.431460404,0.115524084,0,0.37,1662.7,3.6825,0.002214771,0.184181818,0.808333198,,,,,,,,,,
160,1/30/2013,-0.77,1498.5,1499,1487.25,1487.25,,1487.25,2280,23766,0.15,0.24113883,0.27573885,0.076174422,0.428087694,0.123390005,0,0.69,1681.6,3.75,0.002230019,0.194727273,0.811126,,,,,,,,,,
161,1/31/2013,0.1,1488.5,1493,1485.5,1488.75,,1488.75,1803,24303,0.162,0.24123077,0.278039121,0.073068801,0.424176722,0.13190152,0,0.69,1662,3.732,0.002245487,0.224909091,0.797758138,,,,,,,,,,
162,2/1/2013,0.86,1491,1504,1490,1501.5,,1501.5,2626,24997,0.200363636,0.251119058,0.280692509,0.069224115,0.419140738,0.142244279,0,0.88,1670.6,3.7845,0.002265354,0.229090909,0.800625387,,,,,,,,,,
163,2/4/2013,-1.02,1500.75,1501.5,1484.25,1486.25,,1486.25,8135,32301,0.184545455,0.281785263,0.283944744,0.064776035,0.413496815,0.154392674,0,-0.77,1676.4,3.7685,0.002247972,0.207090909,0.811276253,,,,,,,,,,
164,2/5/2013,1.04,1486,1504.5,1485.75,1501.75,,1501.75,2013,33441,0.192,0.248816609,0.286294531,0.060933246,0.408161023,0.164428038,0,0.21,1673.5,3.77,0.002252764,0.225636364,0.799163367,,,,,,,,,,
165,2/6/2013,-0.05,1499.75,1503.5,1492.75,1501,,1501,3873,36278,0.163272727,0.265758734,0.289027509,0.056325082,0.401677673,0.176377344,0,-1.1,1678.8,3.7405,0.00222808,0.183454545,0.806896703,,,,,,,,,,
166,2/7/2013,-0.12,1500.25,1504.25,1488.5,1499.25,,1499.25,10657,42588,0.154727273,0.275127136,0.292029892,0.050728211,0.393486313,0.190573471,0,0.09,1671.3,3.727,0.002230001,0.191636364,0.803558667,,,,,,,,,,
167,2/8/2013,0.57,1498.75,1508.5,1498,1507.75,,1507.75,3070,43801,0.160545455,0.25855165,0.294052157,0.046927433,0.387907023,0.200197291,0,1.14,1666.9,3.7595,0.002255384,0.193454545,0.805624253,,,,,,,,,,
168,2/11/2013,-0.05,1507.5,1510.5,1503.75,1507,,1507,5232,46837,0.156727273,0.258548518,0.295631344,0.044110463,0.383852269,0.207410418,0,0.08,1649.1,3.7225,0.002257292,0.189272727,0.805605028,,,,,,,,,,
169,2/12/2013,0.28,1506.75,1512.5,1502.25,1511.25,,1511.25,3578,48363,0.142727273,0.266496614,0.297470912,0.040540637,0.378552186,0.216389638,0,0.55,1649.6,3.744,0.002269641,0.214727273,0.794196203,,,,,,,,,,
170,2/13/2013,-0.03,1511.75,1515.5,1506.75,1510.75,,1510.75,2548,48929,0.143454545,0.289012436,0.299674576,0.036449886,0.372574348,0.226774804,0,0.23,1645.1,3.7425,0.002274938,0.226545455,0.789397844,,,,,,,,,,
171,2/14/2013,0.1,1510.25,1514.5,1504,1512.25,,1512.25,1346,49304,0.155272727,0.28949956,0.300941991,0.034795167,0.370532325,0.231351657,0,0.45,1635.5,3.7375,0.002285234,0.228545455,0.789829841,,,,,,,,,,
172,2/15/2013,-0.1,1512,1515.5,1505.5,1510.75,,1510.75,2583,50014,0.140727273,0.277477025,0.302379751,0.032001184,0.366382119,0.238377383,0,1.6,1609.5,3.737,0.002321839,0.250181818,0.810910533,,,,,,,,,,
173,2/19/2013,0.71,1511,1522.75,1509.5,1522.5,,1522.5,3531,51166,0.143272727,0.212088143,0.301505568,0.033782754,0.369071076,0.233940061,-0.021851917,-2.02,1604.2,3.6495,0.002274966,0.192181818,0.856691938,,short,-114,"173,565",Sh,,,,,
174,2/20/2013,-1.36,1522.5,1523.75,1500.5,1501.75,,1501.75,7225,55256,0.132363636,0.189255646,0.300140183,0.036703499,0.373547182,0.226733185,-0.037477539,0.5,1578,3.608,0.002286439,0.174909091,0.840281859,,,,,,,,,,
175,2/21/2013,-0.38,1502,1503.25,1489.25,1496,,1496,17626,67307,0.127818182,0.203447123,0.298931488,0.038754257,0.376440001,0.221422975,-0.017975853,-1.56,1578.6,3.553,0.002250728,0.107090909,0.826690575,,,,,,,,,,
176,2/22/2013,0.75,1497,1509,1496.75,1507.25,,1507.25,10972,72809,0.136909091,0.189496172,0.296110814,0.040949842,0.378010498,0.214211131,-0.024714958,-0.2,1572.8,3.533,0.002246312,0.108545455,0.826067028,,,,,,,,,,
177,2/25/2013,-1.87,1508.75,1518.5,1476.25,1479,,1479,29772,90966,0.095090909,0.227968943,0.294388246,0.041794166,0.377976578,0.210799914,0,-0.59,1586.6,3.543,0.002233077,0.072909091,0.812811018,,cover,114,"-168,606",Sh,,,,,
178,2/26/2013,0.56,1480.5,1491.5,1477,1487.25,,1487.25,25187,101889,0.099818182,0.20715784,0.292286717,0.043223565,0.378733846,0.205839588,0,-1.14,1615.5,3.5665,0.002207676,0.034363636,0.819240307,,,,,,,,,,
179,2/27/2013,1.56,1487.5,1513,1484.25,1510.5,,1510.5,26312,112976,0.126909091,0.253342161,0.291557609,0.043540751,0.378639111,0.204476108,0,0.88,1597.4,3.5575,0.002227056,0.078545455,0.797448287,,,,,,,,,,
180,2/28/2013,-0.26,1510,1518.5,1503,1506.5,,1506.5,14807,122266,0.104727273,0.246483611,0.290672836,0.043958897,0.37859063,0.202755042,0,0.55,1579.8,3.5375,0.002239207,0.083272727,0.799493021,,,,,,,,,,
181,3/1/2013,0.25,1506.25,1513,1494,1510.25,,1510.25,62468,167870,0.115636364,0.240923391,0.289498031,0.044415318,0.378328667,0.200667396,0,-0.97,1574,3.4905,0.002217598,0.053818182,0.808023402,,,,,,,,,,
182,3/4/2013,0.76,1509.25,1521.75,1501.5,1521.75,,1521.75,106370,167870,0.140363636,0.24870219,0.288649817,0.044745648,0.378141112,0.199158521,0,0.02,1574.2,3.4915,0.002217952,0.058909091,0.806890861,,,,,,,,,,
183,3/5/2013,0.67,1520.75,1537.25,1519.25,1532,,1532,308916,253301,0.153454545,0.254365223,0.288091996,0.044982027,0.37805605,0.198127942,0,0.21,1576.8,3.5045,0.002222539,0.056727273,0.806306289,,,,,,,,,,
184,3/6/2013,0.15,1533.5,1540,1532,1534.25,,1534.25,559353,451765,0.134181818,0.247696603,0.28700571,0.045226819,0.377459348,0.196552071,0,-0.63,1576.8,3.4825,0.002208587,0.050727273,0.810228259,,,,,,,,,,
185,3/7/2013,0.23,1535,1540.5,1532.5,1537.75,,1537.75,871884,825377,0.122181818,0.251474831,0.286154327,0.045450444,0.377055215,0.195253439,0,0.76,1577.1,3.5095,0.002225287,0.053818182,0.812644268,,,,,,,,,,
186,3/8/2013,0.44,1538,1547.75,1535.25,1544.5,,1544.5,1914859,1291987,0.145090909,0.26930125,0.285662207,0.045484329,0.376630864,0.194693549,0,-0.41,1578.9,3.499,0.0022161,0.056363636,0.810935362,,,,,,,,,,
187,3/11/2013,0.39,1543,1551.75,1540.5,1550.5,,1550.5,1602017,1707474,0.136909091,0.251420671,0.28427175,0.045338026,0.374947803,0.193595698,0,0.15,1580.1,3.507,0.00221948,0.035454545,0.792900952,,,,,,,,,,
188,3/12/2013,-0.24,1551.5,1551.5,1541.75,1546.75,,1546.75,2084563,2129885,0.148,0.225167897,0.282115846,0.045276889,0.372669623,0.191562068,0,0.19,1593.8,3.544,0.002223617,0.059454545,0.776784488,,,,,,,,,,
189,3/13/2013,0.21,1547.75,1551.25,1542.25,1550,,1550,1651884,2533033,0.172181818,0.239372805,0.280582549,0.04527036,0.37112327,0.190041828,0,-0.63,1590.5,3.5145,0.002209682,0.059454545,0.776784488,,,,,,,,,,
190,3/14/2013,0.39,1550.75,1557.25,1549,1556,,1556,1528045,2758336,0.187272727,0.242300459,0.27905992,0.045121044,0.369302007,0.188817832,0,0.21,1592.8,3.527,0.00221434,0.062909091,0.777028225,,,,,,,,,,
191,3/15/2013,-0.16,1554.5,1558.75,1549,1553.5,,1553.5,1699828,2799851,0.183090909,0.229077468,0.276652894,0.044164726,0.364982346,0.188323443,0,-0.57,1594.7,3.511,0.002201668,0.063090909,0.776876159,,,,,,,,,,
192,3/18/2013,-0.85,1537.5,1545.75,1523.5,1540.25,,1540.25,1181,10038,0.203818182,0.310158421,0.276067968,0.043486618,0.363041204,0.189094731,0,-3.36,1606.6,3.4185,0.002127785,-0.022181818,0.885098218,,,,,,,,,,
