,Date,SP Daily Pct Return,Open,High,Low,Last,Change,Settle,Volume,Previous Day Open Interest,SP_MA,dly chg correlation,dly chg corr mean,Std daily chg correl,upper_correl,lower_correl,signal,Gold-Copp Dly Ret,Gold Price,Copper Price,GoldCopperRatio,MA,rolling_std,Capital
2601,11/11/2008,-3.05,916.25,921,881.5,891,,891,4992,92130,-0.557818182,0.507262217,0.375694275,0.156145619,0.687985513,0.063403038,0,-4.14,734.7,1.648,0.002243092,-1.035818182,4.291932868,160167
2602,11/12/2008,-4.43,896,907,846.25,851.5,,851.5,4057,93989,-0.653090909,0.491863548,0.381144444,0.154844893,0.690834229,0.071454659,0,2.51,720,1.6555,0.002299306,-1.012181818,4.308079271,160167
2603,11/13/2008,6.43,851.5,911.5,810,906.25,,906.25,9200,95357,-0.559272727,0.487698375,0.386881162,0.152790821,0.692462804,0.08129952,0,-0.01,706.4,1.624,0.002298981,-0.984545455,4.309571096,160167
2604,11/14/2008,-5.1,905,915.25,860,860,,860,8422,100028,-0.630363636,0.478505313,0.392519887,0.150279579,0.693079044,0.091960729,0,-0.18,744.3,1.708,0.002294774,-0.992181818,4.307732793,160167
2605,11/17/2008,-1.22,862.5,880,846,849.5,,849.5,8287,105072,-0.653636364,0.482219059,0.398804074,0.146559721,0.691923515,0.105684632,0,-2.92,743.6,1.6565,0.002227676,-1.003454545,4.312027631,160167
2606,11/18/2008,1.8,847.75,866.25,824,864.75,,864.75,7265,105107,-0.611090909,0.486242989,0.40503955,0.142733057,0.690505663,0.119573436,0,1.7,733.6,1.662,0.00226554,-0.972363636,4.325467204,160167
2607,11/19/2008,-6.27,862.5,863.5,802.75,810.5,,810.5,6578,105721,-0.723272727,0.493148447,0.411543651,0.138301236,0.688146123,0.13494118,0,-4.02,736.5,1.6015,0.002174474,-1.043272727,4.343166218,160167
2608,11/20/2008,-7.96,808.5,818.25,743.25,746,,746,16239,111941,-0.812727273,0.495692425,0.418118493,0.133374003,0.684866498,0.151370488,0,-3.32,749.4,1.5755,0.002102349,-1.129272727,4.340517914,160167
2609,11/21/2008,5.86,746,799.75,739,789.75,,789.75,10574,112741,-0.712727273,0.460211609,0.423956338,0.127848915,0.679654169,0.168258507,0,-5.22,792.4,1.579,0.00199268,-1.207090909,4.375289058,160167
2610,11/24/2008,7.19,794.5,864.25,781.5,846.5,,846.5,24176,125035,-0.62,0.477437889,0.430666896,0.120448956,0.671564808,0.189768985,0,2.37,820.4,1.6735,0.002039859,-1.070363636,4.36728408,160167
2611,11/25/2008,0.62,842.75,872.25,831.75,851.75,,851.75,12606,128123,-0.550363636,0.476775583,0.437184861,0.112680955,0.662546772,0.21182295,0,-1.24,820.5,1.653,0.002014625,-1.086363636,4.366245257,160167
2612,11/26/2008,3.87,850,886,829,884.75,,884.75,6454,128123,-0.49,0.491542723,0.444505353,0.102230113,0.64896558,0.240045126,0,2.85,811.3,1.681,0.002071983,-1.051454545,4.39027436,160167
2613,11/28/2008,0.59,881,895.25,875.5,894,,894,729,130285,-0.506363636,0.491392798,0.451179971,0.09245252,0.636085011,0.266274932,0,-3.42,819,1.639,0.002001221,-1.201272727,4.326329834,160167
2614,12/1/2008,-8.89,895,895,812.5,814.5,,814.5,16454,134400,-0.577636364,0.432383965,0.456369736,0.082538148,0.621446032,0.29129344,0,4.05,776.8,1.6175,0.002082261,-1.176181818,4.353116164,160167
2615,12/2/2008,4.08,814,849.25,811.5,847.75,,847.75,35909,148660,-0.534181818,0.42273641,0.461419738,0.070795272,0.603010282,0.319829193,0,-2.52,783.3,1.59,0.002029874,-1.216909091,4.355054481,160167
2616,12/3/2008,2.3,846.25,872.5,824.75,867.25,,867.25,38587,168624,-0.412727273,0.415071135,0.464525559,0.06456432,0.5936542,0.335396918,0,-1.18,770.5,1.5455,0.00200584,-1.162181818,4.335871774,160167
2617,12/4/2008,-2.39,867.5,874.25,830.75,846.5,,846.5,49405,183265,-0.519090909,0.417874081,0.468397627,0.054271861,0.576941349,0.359853905,0,-4.65,765.5,1.464,0.001912476,-1.230545455,4.361069533,160167
2618,12/5/2008,2.95,845.25,878.5,816.25,871.5,,871.5,56502,193727,-0.53,0.390088838,0.469079673,0.053010408,0.575100489,0.363058858,0,-5.01,752.2,1.3665,0.001816671,-1.150181818,4.246393019,160167
2619,12/8/2008,3.76,871.25,918.75,867.25,904.25,,904.25,93202,221983,-0.417818182,0.41830746,0.47191445,0.045371462,0.562657374,0.381171526,0,6.51,769.3,1.4885,0.001934876,-0.953090909,4.346456144,160167
2620,12/9/2008,-1.69,904.5,915.25,884,889,,889,169981,309116,-0.409636364,0.407534069,0.473173289,0.042462851,0.55809899,0.388247587,0,-4.4,774.2,1.432,0.001849651,-1.156727273,4.237488798,160167
2621,12/10/2008,0.7,889.75,907.75,884,895.25,,895.25,373664,522349,-0.406545455,0.406060301,0.473428449,0.042005914,0.557440278,0.389416621,0,-0.97,808.8,1.4815,0.001831726,-1.127818182,4.233159529,160167
2622,12/11/2008,-2.32,899.5,904.5,867.5,874.5,,874.5,2054306,1083953,-0.479090909,0.405852761,0.473616747,0.041671987,0.55696072,0.390272774,0,-1.03,826.6,1.4985,0.001812848,-1.126727273,4.233177186,160167
2623,12/12/2008,1.26,871.25,886.5,828.75,885.5,,885.5,2877490,1393306,-0.456909091,0.39813203,0.473841512,0.041220286,0.556282084,0.39140094,0,-4.8,820.5,1.416,0.001725777,-1.180181818,4.261078585,160167
2624,12/15/2008,-1.5,883.5,893,856.25,872.25,,872.25,2246114,1778018,-0.346,0.395634602,0.473225024,0.042138434,0.557501892,0.388948156,0,-3.4,836.5,1.3945,0.001667065,-1.286,4.242241546,160167
2625,12/16/2008,4.64,872.5,915,868.5,912.75,,912.75,2624079,2056136,-0.334727273,0.385614766,0.472299,0.04349713,0.559293261,0.38530474,0,-2.84,842.7,1.365,0.001619794,-1.286727273,4.242509327,160167
2626,12/17/2008,-1.07,913.5,918.25,886.75,903,,903,2332232,2230044,-0.355272727,0.365989431,0.469520496,0.045314157,0.56014881,0.378892183,-0.012902752,-3.47,868.5,1.358,0.001563615,-1.235090909,4.197279927,160167
2627,12/18/2008,-1.16,907,911.5,873.5,892.5,,892.5,2087835,2292310,-0.307272727,0.362295957,0.466827446,0.047200927,0.561229301,0.372425591,-0.010129634,-4.47,860.6,1.2855,0.001493725,-1.327636364,4.211709411,160167
2628,12/19/2008,-1.26,891,903.5,876.5,881.25,,881.25,1844441,2299861,-0.303454545,0.351886823,0.464212737,0.049499352,0.563211441,0.365214034,-0.013327211,5.13,837.4,1.315,0.001570337,-1.165272727,4.286104531,160167
2629,12/22/2008,-1.39,881,887.25,851.25,869,,869,819,7311,-0.237818182,0.353158179,0.461742931,0.051584768,0.564912467,0.358573396,-0.005415217,0.05,847.2,1.331,0.001571058,-1.15,4.288962147,160167
2630,12/23/2008,-1.5,868.5,874,854.5,856,,856,756,7490,-0.182727273,0.364059614,0.460022426,0.053240067,0.566502559,0.353542293,0,-3.77,838.1,1.267,0.001511753,-1.286363636,4.249984472,160167
2631,12/24/2008,0.76,859.5,862.5,856,862.5,,862.5,19,7489,-0.124545455,0.342132621,0.45674592,0.054854567,0.566455054,0.347036785,-0.004904164,-1.75,848,1.2595,0.001485259,-1.121272727,4.043748744,160167
2632,12/26/2008,0.46,866.5,866.75,862.5,866.5,,866.5,53,7480,0.010727273,0.34918765,0.453951281,0.056354856,0.566660993,0.341241569,0,-0.5,871.2,1.2875,0.001477847,-1.127454545,4.042511695,160167
2633,12/29/2008,0.17,864.75,870,851,868,,868,426,7266,0.058181818,0.345359253,0.451079365,0.057798953,0.56667727,0.335481459,0,0.42,875.3,1.299,0.001484063,-0.947272727,3.880481764,160167
2634,12/30/2008,2.02,870.25,885.75,868,885.5,,885.5,471,7584,-0.162727273,0.402767566,0.451473213,0.057385641,0.566244495,0.336701932,0,1.67,870.9,1.314,0.001508784,-1.000363636,3.822867822,160167
2635,12/31/2008,1.36,889,904,884.25,897.5,,897.5,2958,7539,-0.112,0.396597212,0.451593469,0.057261193,0.566115855,0.337071083,0,5.04,885.3,1.403,0.001584774,-0.762,3.782401941,160167
2636,1/2/2009,2.87,903.5,930.5,895.75,923.25,,923.25,1114,7818,0.119818182,0.291531895,0.447406003,0.060365852,0.568137708,0.326674298,-0.035142403,4.16,880.5,1.4535,0.001650767,-0.869454545,3.545506503,160167
2637,1/5/2009,0.19,924,930.5,915,925,,925,2620,9749,0.047818182,0.303601765,0.443668183,0.062786076,0.569240336,0.318096031,-0.014494266,2.39,858.8,1.4515,0.001690149,-0.897090909,3.513340013,160167
2638,1/6/2009,0.32,923,938.25,923,928,,928,5033,14296,0.068545455,0.232959019,0.437956775,0.067327534,0.572611844,0.303301706,-0.070342687,7.53,867.2,1.576,0.001817343,-0.625818182,3.578129912,160167
2639,1/7/2009,-2.75,927,929.5,896.5,902.5,,902.5,1530,14441,-0.092545455,0.241409062,0.432704176,0.071150304,0.575004783,0.290403568,-0.048994506,-1.8,843,1.5045,0.001784698,-0.635818182,3.580674306,160167
2640,1/8/2009,0.14,900,904,891,903.75,,903.75,4960,17372,-0.029454545,0.255645641,0.428011957,0.074154913,0.576321783,0.279702131,-0.02405649,-3.63,855.9,1.472,0.001719827,-0.812727273,3.480684508,160167
2641,1/9/2009,-2.38,903,910,880,882.25,,882.25,4134,20999,0.032727273,0.255182462,0.424035324,0.077440321,0.578915967,0.269154681,-0.013972219,5.43,856.5,1.553,0.001813193,-0.656181818,3.564845584,160167
2642,1/12/2009,-2.01,879,884.75,859,864.5,,864.5,1694,21079,-0.029454545,0.24803338,0.419859863,0.08062003,0.581099923,0.258619803,-0.010586424,-0.61,822.4,1.482,0.001802043,-0.617636364,3.553450052,160167
2643,1/13/2009,0.06,867.25,869,853.25,865,,865,3451,23437,0.07,0.228669776,0.415282083,0.084185422,0.583652927,0.24691124,-0.018241464,3.97,822.2,1.5405,0.001873632,-0.481454545,3.583555765,160167
2644,1/14/2009,-3.35,863.75,870.5,829.25,836,,836,4742,26778,0.074727273,0.234687153,0.410825899,0.087143,0.5851119,0.236539899,-0.001852746,-2.47,810.2,1.4805,0.001827327,-0.524727273,3.593098248,160167
2645,1/15/2009,-0.03,834.25,844.25,810,835.75,,835.75,16376,39563,-0.152545455,0.188168115,0.405085683,0.091203467,0.587492616,0.22267875,-0.034510635,-2.19,809,1.446,0.001787392,-0.407090909,3.42374209,160167
2646,1/16/2009,1.11,837.5,852.5,823.25,845,,845,5476,39563,-0.109636364,0.222534844,0.400450095,0.093894753,0.588239601,0.212660589,0,1.05,841.6,1.52,0.001806084,-0.471636364,3.360477129,160167
2647,1/20/2009,-3.81,839.25,843.5,794.75,802.25,,802.25,2351,43815,-0.282181818,0.184820346,0.395054654,0.097599982,0.590254619,0.199854689,-0.015034344,-3.26,856.8,1.497,0.001747199,-0.592727273,3.338303214,160167
2648,1/21/2009,3.86,801,834.75,797,833.25,,833.25,10331,52226,-0.214909091,0.14272432,0.388769572,0.102485298,0.593740168,0.183798976,-0.041074656,-4.14,851.7,1.4265,0.001674886,-0.709272727,3.348386485,160167
2649,1/22/2009,-1.35,836,838.5,803.5,822,,822,3506,54740,-0.302909091,0.146757677,0.382526658,0.106573697,0.595674053,0.169379264,-0.022621587,-3.66,860.5,1.3885,0.001613597,-0.766363636,3.371786736,160167
2650,1/23/2009,-0.24,822,831.25,796,820,,820,2923,56861,-0.224727273,0.14620714,0.376288998,0.11018843,0.596665858,0.155912138,-0.009704998,1.14,897.7,1.465,0.001631948,-0.734909091,3.381517779,160167
2651,1/26/2009,0.88,817.75,844,808,827.25,,827.25,2891,56713,-0.106545455,0.138915053,0.369799085,0.113478095,0.596755275,0.142842894,-0.003927842,6.28,910.7,1.5795,0.00173438,-0.659272727,3.491300222,160167
2652,1/27/2009,1.03,832.5,844,828.5,835.75,,835.75,2585,58218,-0.151818182,0.099380426,0.362427403,0.117637157,0.597701717,0.127153089,-0.027772663,-5.56,901.4,1.4765,0.001638008,-0.664909091,3.499090291,160167
2653,1/28/2009,3.86,836,870.5,836,868,,868,6433,62155,-0.051454545,0.089081797,0.35468136,0.12136443,0.59741022,0.1119525,-0.022870703,2.04,890,1.4875,0.001671348,-0.558181818,3.490273305,160167
2654,1/29/2009,-3.31,863,863,837,839.25,,839.25,3957,63467,-0.056181818,0.113691334,0.347536359,0.12379437,0.5951251,0.099947619,0,-3.8,906.5,1.4575,0.001607832,-0.590909091,3.512411998,160167
2655,1/30/2009,-2.41,845.25,845.25,815,819,,819,9628,67363,-0.019454545,0.122732393,0.340644569,0.125586448,0.591817466,0.089471672,0,-1.62,928.4,1.4685,0.001581754,-0.648727273,3.502509182,160167
2656,2/2/2009,-0.12,821.25,824,803,818,,818,12441,77536,-0.138545455,0.107904546,0.33338352,0.12730776,0.58799904,0.078768001,0,-0.28,907.2,1.431,0.001577381,-0.578545455,3.469776606,160167
2657,2/3/2009,1.44,817.75,835,813.25,829.75,,829.75,2988,77722,-0.019636364,0.145619751,0.327088179,0.127885361,0.582858901,0.071317457,0,8.11,892.5,1.522,0.001705322,-0.476727273,3.640071252,160167
2658,2/4/2009,-0.39,830.25,846,822.5,826.5,,826.5,9580,86351,-0.004545455,0.146394146,0.320882647,0.128227854,0.577338356,0.064426938,0,-0.49,902.2,1.531,0.001696963,-0.485454545,3.639506895,160167
2659,2/5/2009,1.3,827.25,845.25,813.5,837.25,,837.25,2412,86406,-0.013636364,0.145593848,0.314829712,0.128506725,0.571843161,0.057816262,0,-3.31,914.2,1.5,0.001640779,-0.542363636,3.65906078,160167
2660,2/6/2009,3.25,837.75,865.5,834,864.5,,864.5,5366,87351,0.159454545,0.177795331,0.309294735,0.127717069,0.564728872,0.053860597,0,8.55,914.3,1.6285,0.001781144,-0.333818182,3.843265149,160167
2661,2/9/2009,-0.29,860.25,869.75,850,862,,862,1681,87097,0.298909091,0.171829746,0.30357813,0.126682575,0.556943281,0.05021298,0,1.43,892.8,1.613,0.001806676,-0.338727273,3.84079084,160167
2662,2/10/2009,-4.47,861.25,862.5,817.5,823.5,,823.5,11496,94225,0.111090909,0.168245981,0.297670813,0.125246145,0.548163102,0.047178523,0,-4.58,914.2,1.576,0.001723912,-0.348909091,3.85145796,160167
2663,2/11/2009,0.58,828.25,832.75,816.75,828.25,,828.25,9331,97898,-0.009090909,0.134466593,0.29110307,0.12413604,0.53937515,0.042830991,0,-5.42,944.5,1.54,0.001630492,-0.387090909,3.891657113,160167
2664,2/12/2009,0.48,830,835.25,803,832.25,,832.25,4793,98436,-0.011636364,0.191823585,0.286223288,0.122631327,0.531485942,0.040960634,0,-0.85,949.2,1.5345,0.001616625,-0.307636364,3.835361282,160167
2665,2/13/2009,-1.83,831.75,836.75,815.75,817,,817,3553,98436,-0.115272727,0.163428444,0.280514025,0.120861006,0.522236038,0.038792012,0,1.01,942.2,1.5385,0.00163288,-0.332363636,3.822139678,160167
2666,2/17/2009,-2.86,807.25,807.75,782,782.5,,782.5,5247,101695,-0.211818182,0.202873347,0.275533985,0.118238938,0.512011861,0.039056109,0,-9.93,967.5,1.423,0.001470801,-0.490363636,4.034091739,160167
2667,2/18/2009,-0.8,782.75,792.5,773.25,776.25,,776.25,7008,103556,-0.064727273,0.183309198,0.269929739,0.115073433,0.500076605,0.039782873,0,-0.19,978.2,1.436,0.001468002,-0.545636364,4.008219686,160167
2668,2/19/2009,0,776,793.5,772.5,776.25,,776.25,11216,105073,-0.138909091,0.18853574,0.264423247,0.111469456,0.48736216,0.041484334,0,2.62,976.5,1.471,0.0015064,-0.435818182,4.010750688,160167
2669,2/20/2009,-1.29,774.25,775,749.5,766.25,,766.25,8939,105800,-0.204181818,0.313459161,0.262260978,0.109283044,0.480827065,0.043694891,0,-6.21,1002.2,1.416,0.001412892,-0.622363636,4.036764364,160167
2670,2/23/2009,-3.23,765.25,782,737,741.5,,741.5,23390,114890,-0.219454545,0.316329856,0.260326313,0.107313622,0.474953558,0.045699068,0,2.22,995,1.437,0.001444221,-0.536181818,4.046087956,160167
2671,2/24/2009,3.24,741.75,771,740.25,765.5,,765.5,13396,120883,-0.214181818,0.356153068,0.259255076,0.106026658,0.471308392,0.047201759,0,6.2,969.5,1.487,0.00153378,-0.402,4.145493046,160167
2672,2/26/2009,-1.25,758,775.25,747.25,748.75,,748.75,19790,153458,-0.291818182,0.30830562,0.257262922,0.10400115,0.465265221,0.049260622,0,8.54,944.6,1.5725,0.001664726,-0.162181818,4.274703235,160167
2673,2/27/2009,-2.37,749,752.25,728,731,,731,16344,158333,-0.347636364,0.356852849,0.256658631,0.10330934,0.46327731,0.050039952,0,-2.53,944.5,1.5325,0.001622552,-0.117090909,4.235520289,160167
2674,3/2/2009,-3.93,728,728.75,695.5,702.25,,702.25,21156,162122,-0.376909091,0.316131341,0.254800883,0.101246774,0.457294432,0.052307335,0,-1.01,942,1.513,0.001606157,-0.253818182,4.137880335,160167
2675,3/3/2009,-2.28,701.75,711.5,686,686.25,,686.25,46610,181596,-0.441272727,0.258342815,0.252088315,0.099053813,0.450195942,0.053980688,0,8.79,915.4,1.5995,0.001747324,-0.014,4.273145082,160167
2676,3/4/2009,2.77,686.25,720.25,678.75,705.25,,705.25,34893,197235,-0.363636364,0.290708437,0.249991008,0.096931796,0.4438546,0.056127417,0,6.45,908.6,1.69,0.001860004,0.120909091,4.35867771,160167
2677,3/5/2009,-3.15,705.25,708.5,673.25,683,,683,73688,238502,-0.505272727,0.307069464,0.248194949,0.094883885,0.437962718,0.058427179,0,-4.66,929.9,1.649,0.001773309,0.054909091,4.403678543,160167
2678,3/6/2009,0.26,683.5,696,662.75,684.75,,684.75,106065,288620,-0.481090909,0.328296356,0.246925209,0.09329422,0.433513649,0.060336769,0,0.47,944.9,1.6835,0.00178167,0.150727273,4.353129932,160167
2679,3/9/2009,-1.72,685.5,691.75,668,673,,673,69001,305118,-0.491272727,0.323267822,0.245609449,0.09165397,0.42891739,0.062301509,0,-0.3,920.2,1.6345,0.001776244,0.207090909,4.326290718,160167
2680,3/10/2009,5.94,671.25,718.5,670.25,713,,713,184512,385353,-0.360363636,0.402458116,0.245915692,0.09215719,0.430230072,0.061601313,0,5.29,898,1.6795,0.001870267,0.354909091,4.359018269,160167
2681,3/11/2009,0.6,713,729,709.5,717.25,,717.25,423663,666503,-0.324181818,0.384373188,0.246249942,0.092632868,0.431515678,0.060984207,0,-5.06,912.9,1.621,0.00177566,0.326,4.390017126,160167
2682,3/12/2009,4.32,717.5,750,708,748.25,,748.25,2507284,1186206,-0.218363636,0.350579566,0.246036917,0.092374169,0.430785254,0.06128858,0,-1.47,926.2,1.6205,0.001749622,0.380545455,4.347757795,160167
2683,3/13/2009,0.84,747.75,758.25,739,754.5,,754.5,2715441,1594762,-0.216909091,0.36644666,0.246301641,0.092703405,0.431708451,0.060894832,0,1.79,932.4,1.6605,0.001780888,0.319818182,4.303289651,160167
2684,3/16/2009,-0.07,750.75,771.5,746.25,754,,754,2848135,1954437,-0.226545455,0.362307713,0.246467996,0.092906695,0.432281387,0.060654606,0,5.89,924.3,1.743,0.001885751,0.426,4.368070851,160167
2685,3/17/2009,2.82,753.5,777,746,775.25,,775.25,2826223,2213449,-0.178363636,0.343476139,0.246093751,0.092464648,0.431023048,0.061164455,0,-0.79,919.1,1.7195,0.001870852,0.480181818,4.333404055,160167
2686,3/18/2009,2.1,776,800.5,761.75,791.5,,791.5,3324988,2359316,-0.176909091,0.353324979,0.246297249,0.092691963,0.431681174,0.060913323,0,2.7,891.3,1.7125,0.001921351,0.561090909,4.332536112,160167
2687,3/19/2009,-1.45,790.75,801.5,777.25,780,,780,2739197,2418461,-0.228,0.359470069,0.246484202,0.092913433,0.432311068,0.060657336,0,-2.43,961,1.8015,0.00187461,0.526,4.349073805,160167
2688,3/20/2009,-2.05,780,785.5,761.5,764,,764,2385394,2424211,-0.317454545,0.360322716,0.246756265,0.093229683,0.433215632,0.060296898,0,-0.38,958.5,1.79,0.001867501,0.511454545,4.350772353,160167
2689,3/23/2009,6.74,774,817,774,815.5,,815.5,1131,1877,-0.198363636,0.359743251,0.245974005,0.092069686,0.430113377,0.061834632,0,2.88,954.8,1.8345,0.001921345,0.533454545,4.359788993,160167
2690,3/24/2009,-1.87,815.5,816.25,799.75,800.25,,800.25,1316,2876,-0.238181818,0.349360054,0.245115147,0.090850857,0.42681686,0.063413434,0,1.23,926,1.801,0.001944924,0.464181818,4.316916205,160167
2691,3/25/2009,0.59,803.25,820,784.25,805,,805,2609,4781,-0.177454545,0.333999147,0.245887279,0.091431261,0.428749802,0.063024756,0,-1.36,938,1.7995,0.001918443,0.363818182,4.29350478,160167
2692,3/26/2009,2.36,803.5,827,803.5,824,,824,3558,6827,-0.137090909,0.338790385,0.246527072,0.091964163,0.430455398,0.062598746,0,2.46,942.2,1.852,0.001965612,0.365090909,4.294126856,160167
2693,3/27/2009,-1.37,823,823,806.75,812.75,,812.75,963,7188,-0.118727273,0.340439119,0.248481256,0.092808578,0.434098412,0.0628641,0,0.84,925.3,1.834,0.00198206,0.243454545,4.180665913,160167
2694,3/30/2009,-3.91,810,811,772.25,781,,781,1018,7211,-0.153272727,0.347142448,0.250403681,0.093749675,0.437903032,0.06290433,0,-2.91,917.7,1.766,0.001924376,0.223272727,4.193373103,160167
2695,3/31/2009,0.7,782,803.75,781.5,786.5,,786.5,2008,8416,-0.141636364,0.354611225,0.252203055,0.094796053,0.44179516,0.06261095,0,3.62,925,1.8445,0.001994054,0.355090909,4.18394368,160167
2696,4/1/2009,2.42,786.25,806,776.75,805.5,,805.5,1113,9075,-0.036727273,0.377863024,0.254433611,0.096298884,0.447031378,0.061835843,0,-0.05,927.7,1.849,0.001993101,0.255454545,4.125696717,160167
2697,4/2/2009,3.29,811.25,838.5,810,832,,832,1421,9297,0.023636364,0.390970986,0.257032476,0.098036054,0.453104585,0.060960368,0,4.33,908.9,1.89,0.002079437,0.345272727,4.160135706,160167
2698,4/3/2009,0.63,833,839,819.5,837.25,,837.25,1591,10332,0.014909091,0.390646523,0.259977508,0.099588869,0.459155246,0.060799771,0,7.21,897.3,2.0005,0.002229466,0.404181818,4.234685563,160167
2699,4/6/2009,-1.22,839.5,845,815.5,827,,827,1395,10958,0.016363636,0.380295057,0.262624925,0.100831739,0.464288402,0.060961447,0,0.67,872.8,1.959,0.0022445,0.461272727,4.216345642,160167
2700,4/7/2009,-2,829,829,807.25,810.5,,810.5,1771,10881,0.049272727,0.379405587,0.26610197,0.10151164,0.469125249,0.06307869,0,0.37,883.3,1.99,0.002252915,0.507818182,4.2006365,160167
2701,4/8/2009,1.05,811,820.5,799.5,819,,819,1744,11250,-0.001818182,0.377850164,0.268925884,0.102433363,0.473792611,0.064059158,0,0.13,885.9,1.9985,0.002255898,0.491090909,4.200269247,160167
2702,4/9/2009,3.66,818.5,850.5,818.5,849,,849,1594,11557,0.089272727,0.374798511,0.272380033,0.102747364,0.477874762,0.066885304,0,3.93,883.3,2.071,0.002344617,0.621818182,4.193243282,160167
2703,4/13/2009,0.18,843,857.5,838,850.5,,850.5,1436,11986,0.096909091,0.419152624,0.277406002,0.103048119,0.483502239,0.071309765,0,1.2,895.8,2.1255,0.002372739,0.718909091,4.14245976,160167
2704,4/14/2009,-1.62,849.75,853.5,833,836.75,,836.75,1211,12209,0.051454545,0.413864006,0.282262481,0.103070993,0.488404468,0.076120494,0,-0.07,892,2.115,0.002371076,0.784181818,4.100252337,160167
2705,4/15/2009,0.99,834,846.5,829.25,845,,845,1193,12242,0.050727273,0.416382031,0.287174752,0.102904651,0.492984054,0.08136545,0,3.8,893.5,2.199,0.002461108,0.832545455,4.120166402,160167
2706,4/16/2009,1.51,846,863,838.5,857.75,,857.75,2941,13847,0.008,0.413558939,0.292168277,0.102238502,0.496645281,0.087691272,0,0.19,879.8,2.1695,0.002465901,0.721818182,4.052332246,160167
2707,4/17/2009,0.64,857.75,867.5,850.5,863.25,,863.25,7987,20295,0.079818182,0.435121216,0.298272655,0.100523197,0.499319049,0.097226261,0,2.52,867.9,2.194,0.002527941,0.868727273,3.965921057,160167
2708,4/20/2009,-3.94,858.75,859.25,826,829.25,,829.25,3520,22205,0.052,0.464730273,0.305102627,0.098793365,0.502689357,0.107515897,0,-6.24,887.5,2.1035,0.002370141,0.718181818,4.076255131,160167
2709,4/21/2009,1.78,829.75,844.75,819.75,844,,844,6649,26078,0.086545455,0.444252103,0.311112823,0.096971218,0.505055259,0.117170387,0,-0.24,882.7,2.087,0.002364337,0.782909091,4.031197631,160167
2710,4/22/2009,-1.27,845.25,855.25,832.25,833.25,,833.25,10039,35370,0.037272727,0.443026016,0.316936343,0.095047083,0.507030509,0.126842177,0,-2.4,892.5,2.0595,0.002307563,0.768727273,4.041167348,160167
2711,4/23/2009,1.41,834.5,846,828,845,,845,5171,35142,0.07,0.421341735,0.322635201,0.091616466,0.505868134,0.139402269,0,-4.78,906.6,1.992,0.00219722,0.686909091,4.107797857,160167
2712,4/24/2009,2.1,846,864.75,839.25,862.75,,862.75,3171,36384,0.084545455,0.420044252,0.327624738,0.089239374,0.506103485,0.14914599,0,2.09,914.1,2.0505,0.00224319,0.577454545,3.984701401,160167
2713,4/27/2009,-1.13,859,861.25,844.75,853,,853,4842,36313,0.004909091,0.42338531,0.332660941,0.086599176,0.505859292,0.159462589,0,-2.49,908.2,1.9865,0.002187294,0.541090909,4.003703689,160167
2714,4/28/2009,-0.59,851,857.5,835.25,848,,848,5937,38338,-0.000545455,0.438004211,0.337977493,0.083833722,0.505644937,0.170310048,0,-1.97,893.6,1.916,0.002144136,0.565454545,3.983862735,160167
2715,4/29/2009,2,847.25,875,846.25,865,,865,7979,41952,0.117090909,0.41948379,0.342371828,0.081586118,0.505544065,0.179199592,0,3.85,902.2,2.009,0.002226779,0.48,3.857835701,160167
2716,4/30/2009,0.12,865,881.25,861.25,866,,866,2219,41385,0.108727273,0.418765936,0.346861577,0.078773314,0.504408205,0.189314949,0,3.22,892.8,2.052,0.002298387,0.512545455,3.873517025,160167
2717,5/1/2009,0.69,863,874.25,859,872,,872,1480,41372,0.112545455,0.392894312,0.350946092,0.075077811,0.501101713,0.200790471,0,2.82,889.9,2.103,0.002363187,0.647090909,3.82152271,160167
2718,5/4/2009,3.07,874,900.5,874,898.75,,898.75,3106,43415,0.201636364,0.400890971,0.355790172,0.069218003,0.494226179,0.217354165,0,0.49,903.9,2.1465,0.00237471,0.754545455,3.72975514,160167
2719,5/5/2009,0.08,898.75,900.25,889.75,899.5,,899.5,3917,46357,0.228727273,0.399669227,0.359569184,0.065683868,0.490936919,0.228201448,0,-3.08,906.1,2.0855,0.002301622,0.714,3.759523019,160167
2720,5/6/2009,1.53,899,914,888.5,913.25,,913.25,13444,57057,0.308545455,0.408480056,0.364024667,0.060216472,0.484457611,0.243591724,0,4.19,912.8,2.189,0.002398116,0.771818182,3.788500676,160167
2721,5/7/2009,-1.12,912.25,924.25,894.5,903,,903,4310,56850,0.302727273,0.378633754,0.367220311,0.056023685,0.479267681,0.255172941,0,-1.55,917.4,2.166,0.00236102,0.924181818,3.508278406,160167
2722,5/8/2009,1.94,903.5,923,901,920.5,,920.5,9400,61498,0.338,0.368292976,0.370583653,0.050007956,0.470599565,0.27056774,0,-0.82,916.7,2.1465,0.002341551,0.912727273,3.513008869,160167
2723,5/11/2009,-1.71,921.75,921.75,901.5,904.75,,904.75,7077,63365,0.330363636,0.37997359,0.374064341,0.043316954,0.460698249,0.287430433,0,-2.47,915.4,2.0905,0.002283701,0.820181818,3.534180973,160167
2724,5/12/2009,-0.25,904,910.25,890,902.5,,902.5,3944,65023,0.384545455,0.371573257,0.375120961,0.042512563,0.460146087,0.290095835,0,-1.25,925.9,2.088,0.002255103,0.910363636,3.412662675,160167
