,Date,Closing_Price,B_Rating,5_YR,Yield_Spread,SP500_Returns,Yield_Spread_Returns,Correl55day,55Day_Std,55Day_Mean,Z_Score
0,1997-09-09,944.0,9.59,6.24,3.3499999999999996,,,,,,
1,1997-09-10,925.0,9.58,6.26,3.3200000000000003,-0.0201271186440678,-0.008955223880596774,,,,
2,1997-09-11,918.25,9.6,6.27,3.33,-0.007297297297297334,0.003012048192771122,,,,
3,1997-09-12,933.75,9.58,6.17,3.41,0.016879934658317497,0.02402402402402415,,,,
4,1997-09-15,931.5,9.55,6.17,3.380000000000001,-0.002409638554216831,-0.008797653958944052,,,,
5,1997-09-16,956.0,9.52,6.0,3.5199999999999996,0.026301663982823298,0.04142011834319481,,,,
6,1997-09-17,956.0,9.47,5.99,3.4800000000000004,0.0,-0.011363636363636131,,,,
7,1997-09-18,957.75,9.42,6.02,3.4000000000000004,0.0018305439330543738,-0.02298850574712641,,,,
8,1997-09-19,971.0,9.4,6.01,3.3900000000000006,0.013834507961367759,-0.002941176470588225,,,,
9,1997-09-22,976.75,9.39,5.99,3.4000000000000004,0.005921730175077133,0.002949852507374562,,,,
10,1997-09-23,972.25,9.38,6.02,3.360000000000001,-0.004607115433836739,-0.011764705882352677,,,,
11,1997-09-24,964.75,9.38,5.97,3.410000000000001,-0.007714065312419693,0.014880952380952328,,,,
12,1997-09-25,956.75,9.38,6.04,3.3400000000000007,-0.008292303705623172,-0.02052785923753675,,,,
13,1997-09-26,963.5,9.38,5.99,3.3900000000000006,0.007055134570159494,0.014970059880239361,,,,
14,1997-09-29,972.0,9.4,5.99,3.41,0.008822003113648114,0.005899705014749124,,,,
15,1997-09-30,964.75,9.47,6.0,3.4700000000000006,-0.007458847736625529,0.01759530791788877,,,,
16,1997-10-01,973.75,9.43,5.93,3.5,0.009328841668826193,0.008645533141210082,,,,
17,1997-10-02,979.5,9.41,5.91,3.5,0.005905006418485348,0.0,,,,
18,1997-10-03,986.0,9.37,5.89,3.4799999999999995,0.0066360387953037225,-0.005714285714285894,,,,
19,1997-10-06,989.0,9.34,5.85,3.49,0.0030425963488844854,0.00287356321839094,,,,
20,1997-10-07,1000.0,9.32,5.82,3.5,0.011122345803842304,0.002865329512893977,,,,
21,1997-10-08,992.75,9.29,5.96,3.329999999999999,-0.007249999999999979,-0.04857142857142882,,,,
22,1997-10-09,988.5,9.33,5.98,3.3499999999999996,-0.004281037522034792,0.006006006006006093,,,,
23,1997-10-10,987.25,9.34,6.03,3.3099999999999996,-0.0012645422357107083,-0.011940298507462699,,,,
24,1997-10-14,988.0,9.33,5.97,3.3600000000000003,0.0007596859964547065,0.01510574018126909,,,,
25,1997-10-15,984.0,9.31,6.0,3.3100000000000005,-0.004048582995951455,-0.014880952380952328,,,,
26,1997-10-16,970.25,9.31,6.0,3.3100000000000005,-0.013973577235772305,0.0,,,,
27,1997-10-17,959.25,9.32,6.08,3.24,-0.011337284205101827,-0.02114803625377648,,,,
28,1997-10-20,972.75,9.32,6.07,3.25,0.014073494917904661,0.0030864197530864335,,,,
29,1997-10-21,990.25,9.33,6.07,3.26,0.01799023387304044,0.003076923076922977,,,,
30,1997-10-22,985.25,9.33,6.06,3.2700000000000005,-0.005049229992426185,0.0030674846625768915,,,,
31,1997-10-23,966.0,9.34,5.95,3.3899999999999997,-0.019538188277087087,0.0366972477064218,,,,
32,1997-10-24,954.5,9.35,5.94,3.4099999999999993,-0.011904761904761862,0.005899705014749124,,,,
33,1997-10-27,884.5,9.52,5.79,3.7299999999999995,-0.07333682556312204,0.09384164222873914,,,,
34,1997-10-28,934.25,9.63,5.89,3.740000000000001,0.0562464669304692,0.002680965147453529,,,,
35,1997-10-29,934.0,9.58,5.78,3.8,-0.00026759432700029784,0.01604278074866272,,,,
36,1997-10-30,912.25,9.6,5.73,3.869999999999999,-0.02328693790149894,0.018421052631578894,,,,
37,1997-10-31,933.5,9.62,5.72,3.8999999999999995,0.023294053165250794,0.007751937984496138,,,,
38,1997-11-03,955.5,9.59,5.79,3.8,0.023567220139260936,-0.02564102564102555,,,,
39,1997-11-04,952.0,9.55,5.83,3.7200000000000006,-0.00366300366300365,-0.0210526315789471,,,,
40,1997-11-05,957.0,9.51,5.84,3.67,0.005252100840336116,-0.013440860215053974,,,,
41,1997-11-06,952.25,9.49,5.79,3.7,-0.004963427377220442,0.008174386920980936,,,,
42,1997-11-07,941.0,9.51,5.81,3.7,-0.01181412444211083,0.0,,,,
43,1997-11-10,936.0,9.47,5.82,3.6500000000000004,-0.005313496280552554,-0.013513513513513487,,,,
44,1997-11-12,917.75,9.48,5.81,3.670000000000001,-0.01949786324786329,0.00547945205479472,,,,
45,1997-11-13,929.0,9.51,5.79,3.7199999999999998,0.012258240261509235,0.013623978201634523,,,,
46,1997-11-14,942.5,9.51,5.8,3.71,0.014531754574811595,-0.0026881720430107503,,,,
47,1997-11-17,960.0,9.5,5.79,3.71,0.018567639257294433,0.0,,,,
48,1997-11-18,952.5,9.49,5.8,3.6900000000000004,-0.0078125,-0.005390835579514697,,,,
49,1997-11-19,958.0,9.5,5.77,3.7300000000000004,0.005774278215223028,0.01084010840108407,,,,
50,1997-11-20,973.25,9.5,5.8,3.7,0.015918580375782865,-0.008042895442359366,,,,
51,1997-11-21,980.0,9.5,5.77,3.7300000000000004,0.006935525301823731,0.008108108108108247,,,,
52,1997-11-24,960.0,9.5,5.81,3.6900000000000004,-0.020408163265306145,-0.01072386058981234,,,,
53,1997-11-25,962.0,9.49,5.8,3.6900000000000004,0.002083333333333437,0.0,,,,
54,1997-11-26,965.5,9.49,5.82,3.67,0.0036382536382535413,-0.005420054200542146,,,,
55,1997-11-28,965.25,9.48,5.83,3.6500000000000004,-0.0002589331952356222,-0.005449591280653809,-0.30327706165251195,,,
56,1997-12-01,990.25,9.5,5.83,3.67,0.025900025900025936,0.005479452054794498,-0.30991672248663693,,,
57,1997-12-02,986.0,9.47,5.83,3.6400000000000006,-0.0042918454935622075,-0.008174386920980714,-0.30594351994901403,,,
58,1997-12-03,988.5,9.45,5.8,3.6499999999999995,0.002535496957403627,0.0027472527472525154,-0.3312011082285401,,,
59,1997-12-04,988.0,9.44,5.78,3.6599999999999993,-0.0005058168942843055,0.002739726027397138,-0.33434132181854015,,,
60,1997-12-05,997.75,9.44,5.87,3.5699999999999994,0.009868421052631637,-0.024590163934426146,-0.42080724372808775,,,
61,1997-12-08,995.75,9.41,5.92,3.49,-0.00200451014783265,-0.022408963585433983,-0.4134539501428142,,,
62,1997-12-09,990.0,9.41,5.9,3.51,-0.005774541802661348,0.005730659025787732,-0.4190895797330275,,,
63,1997-12-10,981.25,9.41,5.85,3.5600000000000005,-0.008838383838383868,0.014245014245014342,-0.4228059621617938,,,
64,1997-12-11,965.25,9.41,5.77,3.6400000000000006,-0.016305732484076407,0.022471910112359605,-0.43521266633821265,,,
65,1997-12-12,966.5,9.4,5.71,3.6900000000000004,0.0012950012950012635,0.013736263736263687,-0.4384525294859392,,,
66,1997-12-15,974.25,9.38,5.74,3.6400000000000006,0.008018623900672539,-0.013550135501354976,-0.4386762160670883,,,
67,1997-12-16,980.5,9.38,5.74,3.6400000000000006,0.006415191172696844,0.0,-0.4563718311113558,,,
68,1997-12-17,975.5,9.38,5.77,3.610000000000001,-0.0050994390617031815,-0.008241758241758101,-0.4595174150787151,,,
69,1997-12-18,965.0,9.38,5.74,3.6400000000000006,-0.010763710917478186,0.008310249307479145,-0.4651859596686454,,,
70,1997-12-19,967.5,9.38,5.7,3.6800000000000006,0.002590673575129543,0.01098901098901095,-0.45949229254207147,,,
71,1997-12-22,973.5,9.38,5.71,3.670000000000001,0.006201550387596955,-0.0027173913043477826,-0.46604706945311614,,,
72,1997-12-23,954.0,9.4,5.71,3.6900000000000004,-0.02003081664098616,0.005449591280653809,-0.4651177963023951,,,
73,1997-12-24,950.0,9.4,5.72,3.6800000000000006,-0.004192872117400381,-0.0027100271002709064,-0.462404969925521,,,
74,1997-12-26,956.0,9.4,5.72,3.6800000000000006,0.006315789473684275,0.0,-0.4627329898276647,,,
75,1997-12-29,975.5,9.4,5.73,3.67,0.02039748953974896,-0.0027173913043480047,-0.46395222553783966,,,
76,1997-12-30,990.0,9.41,5.76,3.6500000000000004,0.01486417221937475,-0.005449591280653809,-0.5222239642402675,,,
77,1997-12-31,988.5,9.45,5.71,3.7399999999999993,-0.0015151515151514694,0.02465753424657513,-0.5160150209429557,,,
78,1998-01-02,993.5,9.43,5.63,3.8,0.005058168942842611,0.016042780748663166,-0.5132882339831654,,,
79,1998-01-05,996.0,9.41,5.46,3.95,0.0025163563160544022,0.03947368421052633,-0.491881643551836,,,
80,1998-01-06,982.25,9.38,5.41,3.9700000000000006,-0.013805220883534086,0.005063291139240533,-0.4995755091083931,,,
81,1998-01-07,983.0,9.37,5.45,3.919999999999999,0.0007635530669380941,-0.012594458438287548,-0.5025384837142509,,,
82,1998-01-08,974.0,9.33,5.34,3.99,-0.00915564598168872,0.017857142857143238,-0.5340706430564465,,,
83,1998-01-09,941.0,9.32,5.22,4.1000000000000005,-0.033880903490759784,0.027568922305764465,-0.5550674362861165,,,
84,1998-01-12,956.0,9.31,5.24,4.07,0.015940488841657885,-0.007317073170731714,-0.5636452396664932,,,
85,1998-01-13,970.0,9.31,5.28,4.03,0.014644351464435212,-0.009828009828009798,-0.5692982242644609,,,
86,1998-01-14,973.5,9.28,5.33,3.9499999999999993,0.0036082474226803996,-0.01985111662531036,-0.5518563127794702,,,
87,1998-01-15,969.0,9.25,5.34,3.91,-0.0046224961479198745,-0.010126582278480845,-0.5456838022999091,,,
88,1998-01-16,982.0,9.23,5.42,3.8100000000000005,0.013415892672858698,-0.025575447570332366,-0.27638780037502025,,,
89,1998-01-20,994.0,9.23,5.45,3.7800000000000002,0.012219959266802416,-0.007874015748031593,-0.3408375042301381,,,
90,1998-01-21,984.75,9.2,5.41,3.789999999999999,-0.009305835010060326,0.00264550264550234,-0.34313529842054424,,,
91,1998-01-22,976.0,9.19,5.39,3.8,-0.008885503935008865,0.0026385224274407815,-0.31223085776082254,,,
92,1998-01-23,968.0,9.18,5.53,3.6499999999999995,-0.008196721311475419,-0.03947368421052644,-0.28158024634223255,,,
93,1998-01-26,968.75,9.17,5.49,3.6799999999999997,0.0007747933884296732,0.008219178082191858,-0.23406108802142403,,,
94,1998-01-27,985.75,9.19,5.57,3.619999999999999,0.017548387096774087,-0.01630434782608714,-0.27133485087546816,,,
95,1998-01-28,992.5,9.18,5.54,3.6399999999999997,0.006847577986304865,0.005524861878453136,-0.26216364616167176,,,
96,1998-01-29,999.5,9.16,5.43,3.7300000000000004,0.007052896725440849,0.02472527472527486,-0.23377299883480157,,,
97,1998-01-30,995.25,9.15,5.39,3.7600000000000007,-0.004252126063031492,0.008042895442359255,-0.24023006115377188,,,
98,1998-02-02,1016.5,9.1,5.43,3.67,0.021351419241396608,-0.023936170212766172,-0.2915090121345697,,,
99,1998-02-03,1020.5,9.08,5.41,3.67,0.003935071323167838,0.0,-0.28839022432288997,,,
100,1998-02-04,1021.0,9.08,5.41,3.67,0.0004899559039686086,0.0,-0.30851617220051025,,,
101,1998-02-05,1016.75,9.06,5.46,3.6000000000000005,-0.004162585700293819,-0.019073569482288666,-0.29143249165569546,,,
102,1998-02-06,1028.75,9.05,5.48,3.5700000000000003,0.01180231128596021,-0.008333333333333415,-0.30464461213965405,,,
103,1998-02-09,1024.75,9.07,5.51,3.5600000000000005,-0.003888213851761857,-0.0028011204481792618,-0.3097759194030699,,,
104,1998-02-10,1034.25,9.07,5.49,3.58,0.009270553793608194,0.00561797752808979,-0.3101412488679352,,,
105,1998-02-11,1033.5,9.06,5.46,3.6000000000000005,-0.0007251631617113397,0.005586592178770999,-0.3041558067781573,,,
106,1998-02-12,1038.0,9.06,5.46,3.6000000000000005,0.004354136429608024,0.0,-0.3111686520344867,,,
107,1998-02-13,1032.75,9.05,5.44,3.6100000000000003,-0.005057803468208055,0.002777777777777768,-0.35196900255811353,,,
108,1998-02-17,1037.5,9.03,5.41,3.619999999999999,0.004599370612442533,0.0027700831024928263,-0.350425288819755,,,
109,1998-02-18,1046.5,9.02,5.44,3.579999999999999,0.00867469879518068,-0.011049723756906049,-0.355549247999585,0.09995390934280476,-0.3940464904767928,0.38514994291195337
110,1998-02-19,1041.0,9.03,5.47,3.5599999999999996,-0.005255613951266169,-0.005586592178770777,-0.3512355157495937,0.09935478958623374,-0.394918462369467,0.43966623855570847
111,1998-02-20,1048.25,9.03,5.49,3.539999999999999,0.00696445725264172,-0.005617977528090012,-0.3901739138410474,0.09867026170878192,-0.39637768403045626,0.06287375833378095
112,1998-02-23,1051.25,9.03,5.53,3.499999999999999,0.002861912711662251,-0.011299435028248594,-0.39746050101659364,0.09788550234018233,-0.39804162914077584,0.005936815057275865
113,1998-02-24,1043.5,9.05,5.66,3.3900000000000006,-0.00737217598097506,-0.03142857142857103,-0.3504046917403355,0.09767669480319159,-0.3983907852046267,0.49127474635559865
114,1998-02-25,1057.75,9.07,5.6,3.4700000000000006,0.013655965500718681,0.02359882005899716,-0.3023173541598132,0.0981598192787575,-0.3978085312471953,0.9728132935555136
115,1998-02-26,1063.75,9.07,5.62,3.45,0.005672417868116231,-0.0057636887608070175,-0.2888826719320812,0.09919382172824506,-0.3954099026690861,1.0739300984778133
116,1998-02-27,1062.0,9.08,5.59,3.49,-0.0016451233842538215,0.011594202898550732,-0.30554956005670236,0.09989494172554238,-0.3934480046675204,0.8799088631766333
117,1998-03-02,1059.75,9.1,5.67,3.4299999999999997,-0.0021186440677966045,-0.017191977077364085,-0.2917835887194722,0.10076094374669485,-0.39113335028545576,0.9859947502649551
118,1998-03-03,1067.0,9.13,5.72,3.410000000000001,0.006841236140599172,-0.005830903790087105,-0.28139041210137333,0.10173733536688344,-0.3885621584661754,1.0534160932987007
119,1998-03-04,1059.25,9.14,5.71,3.4300000000000006,-0.007263355201499566,0.00586510263929596,-0.24902063335584795,0.10324292296252995,-0.38517684877558694,1.3187946593603739
120,1998-03-05,1049.75,9.15,5.71,3.4400000000000004,-0.008968609865470878,0.002915451895043608,-0.25325974391846257,0.10448566406488792,-0.3818097072198146,1.2303119710424548
121,1998-03-06,1068.75,9.15,5.65,3.5,0.018099547511312153,0.017441860465116088,-0.20029185046169298,0.10699718135116823,-0.3774754460269893,1.6559650761619036
122,1998-03-09,1065.5,9.15,5.61,3.54,-0.003040935672514622,0.011428571428571344,-0.20610032315617333,0.10888486852430009,-0.37292505497325873,1.5321204321411726
123,1998-03-10,1077.25,9.15,5.62,3.5300000000000002,0.011027686532144587,-0.0028248587570620654,-0.21507408992676552,0.1102649728293888,-0.36848063087958693,1.3912536049882755
124,1998-03-11,1081.25,9.13,5.57,3.5600000000000005,0.0037131585054537286,0.008498583569405138,-0.20286370704653736,0.11166895259892941,-0.36371113537736677,1.4403952449391155
125,1998-03-12,1083.75,9.11,5.52,3.59,0.0023121387283238093,0.008426966292134574,-0.20375060686502167,0.11292424116139485,-0.35906128654687497,1.3753528744982084
126,1998-03-13,1080.25,9.11,5.54,3.5699999999999994,-0.0032295271049596064,-0.005571030640668662,-0.19887141490278115,0.11397845123265282,-0.35420354737323256,1.3628201716251387
127,1998-03-16,1092.0,9.07,5.52,3.5500000000000007,0.010877111779680648,-0.0056022408963581904,-0.19555329825925374,0.1149126451978033,-0.3493023746815391,1.3379648180374881
128,1998-03-17,1093.5,9.06,5.53,3.5300000000000002,0.0013736263736263687,-0.005633802816901512,-0.19723133501240805,0.1156399566934352,-0.344481035864937,1.2733462123554065
129,1998-03-18,1097.25,9.05,5.55,3.500000000000001,0.003429355281207025,-0.008498583569404916,-0.19815590295907243,0.11613172209576542,-0.33967054337641717,1.218570067364091
130,1998-03-19,1101.5,9.03,5.56,3.4699999999999998,0.003873319662793362,-0.008571428571428896,-0.20114308690750324,0.11632993289471336,-0.33489219540132015,1.1497394107058336
131,1998-03-20,1111.0,9.02,5.56,3.46,0.008624602814344184,-0.0028818443804033977,-0.1978295426933307,0.11487053520019498,-0.32899411500955766,1.1418469678724394
132,1998-03-23,1118.5,9.01,5.56,3.45,0.006750675067506817,-0.0028901734104045396,-0.19145430244342238,0.11341239615822683,-0.3230930110368389,1.1607082916206208
133,1998-03-24,1130.0,9.01,5.57,3.4399999999999995,0.010281627179257846,-0.0028985507246378495,-0.2010103091261448,0.1115152359880841,-0.317415230584893,1.0438476897559237
134,1998-03-25,1120.0,8.99,5.62,3.37,-0.008849557522123908,-0.02034883720930214,-0.1849405853923286,0.11029615238155412,-0.31183448407290204,1.1504834569532556
135,1998-03-26,1128.0,8.98,5.66,3.3200000000000003,0.0071428571428571175,-0.014836795252225476,-0.17792961683978098,0.10867261638280809,-0.30598637694074543,1.1783719244402302
136,1998-03-27,1118.25,8.98,5.67,3.3100000000000005,-0.008643617021276584,-0.0030120481927710108,-0.1790341722968264,0.10657175816451818,-0.30010448036951953,1.1360449537277324
137,1998-03-30,1113.0,9.0,5.7,3.3,-0.0046948356807511304,-0.0030211480362539733,-0.14822904354961475,0.10354157585264377,-0.2930891785603045,1.3990528328142202
138,1998-03-31,1121.25,9.07,5.64,3.4300000000000006,0.0074123989218328745,0.03939393939393954,0.058888625204370854,0.10778309866384239,-0.28192634107865927,3.1620446109642426
139,1998-04-01,1131.0,9.06,5.59,3.4700000000000006,0.008695652173912993,0.011661807580174877,0.08289574194042876,0.1116756166097379,-0.27017105050398793,3.1615387777821318
140,1998-04-02,1134.0,9.04,5.54,3.499999999999999,0.0026525198938991412,0.00864553314120986,0.09831139140824974,0.1147990596278373,-0.2580326938553932,3.104067981208742
141,1998-04-03,1144.5,9.03,5.44,3.589999999999999,0.0092592592592593,0.02571428571428558,0.12752855222260814,0.11906966427893112,-0.24568024176444628,3.134373446395046
142,1998-04-06,1141.25,9.02,5.49,3.5299999999999994,-0.002839667977282634,-0.01671309192200543,0.13104372785333024,0.12241261827875398,-0.23337610485256924,2.976979316593447
143,1998-04-07,1130.0,9.03,5.5,3.5299999999999994,-0.009857612267250793,0.0,0.17441802023665332,0.13402134148118022,-0.22517963538690244,2.9815971934564525
144,1998-04-08,1120.0,9.02,5.54,3.4799999999999995,-0.008849557522123908,-0.014164305949008416,0.20815270060062366,0.14522353310602973,-0.21519799529907044,2.9151659296885435
145,1998-04-09,1134.0,9.02,5.56,3.46,0.012499999999999956,-0.005747126436781436,0.21016323525926098,0.15502994221520705,-0.20513802195943762,2.678845462266845
146,1998-04-13,1129.0,9.03,5.64,3.3899999999999997,-0.0044091710758377145,-0.020231213872832443,0.24066134945088483,0.1655272993559905,-0.1950854363737702,2.6324768634539146
147,1998-04-14,1135.5,9.04,5.6,3.4399999999999995,0.005757307351638596,0.014749262536873031,0.1913232030230513,0.17306205448202805,-0.186487191839856,2.1830920474952626
148,1998-04-15,1138.5,9.01,5.59,3.42,0.0026420079260238705,-0.005813953488371992,0.19616468898162379,0.18043771217984134,-0.17866490498525514,2.077335106051933
149,1998-04-16,1126.25,9.01,5.57,3.4399999999999995,-0.010759771629336834,0.005847953216374213,0.22457791139401032,0.18795513038050154,-0.16964830930762825,2.097448576708474
150,1998-04-17,1136.5,9.01,5.57,3.4399999999999995,0.009100998890122058,0.0,0.2199795019207423,0.19468346757774108,-0.16088207025158438,1.9563118374200978
151,1998-04-20,1143.0,9.01,5.61,3.3999999999999995,0.005719313682358118,-0.011627906976744207,0.19779563341759923,0.20030714631083513,-0.15303536784699528,1.751465225909502
152,1998-04-21,1142.0,9.02,5.66,3.3599999999999994,-0.0008748906386701893,-0.0117647058823529,0.21846779307228867,0.20607557119927752,-0.1446954068610669,1.7622816611396042
153,1998-04-22,1151.5,9.01,5.66,3.3499999999999996,0.008318739054290702,-0.0029761904761904656,0.32612629702814366,0.21458006271716254,-0.13346567396719938,2.1418204709965534
154,1998-04-23,1138.0,9.02,5.66,3.3599999999999994,-0.01172383847155889,0.0029850746268655914,0.3012861500404568,0.22132153422576634,-0.12274428534241127,1.9159022951210967
155,1998-04-24,1123.0,9.02,5.65,3.369999999999999,-0.013181019332161648,0.0029761904761904656,0.27686146616615076,0.22624295428457522,-0.11210105555392653,1.7192249055890088
156,1998-04-27,1102.5,9.15,5.77,3.380000000000001,-0.01825467497773825,0.0029673590504455394,0.23105047433033438,0.22951910264050907,-0.10260136526327145,1.4536996518159
157,1998-04-28,1101.0,9.13,5.78,3.3500000000000005,-0.0013605442176870541,-0.00887573964497046,0.25316530607269916,0.23272771171545925,-0.09245936675031957,1.4851032147198315
158,1998-04-29,1110.0,9.15,5.78,3.37,0.008174386920980936,0.005970149253731183,0.25906291441507956,0.23551426558514654,-0.08211684249908048,1.4486585603062407
159,1998-04-30,1131.0,9.15,5.65,3.5,0.018918918918918948,0.03857566765578624,0.33755443421766373,0.2400508334835014,-0.0703405573520696,1.699202563267783
160,1998-05-01,1141.0,9.13,5.63,3.500000000000001,0.008841732979663952,2.220446049250313e-16,0.33909719349727846,0.24408423990087597,-0.058645048256152583,1.629528567329691
161,1998-05-04,1140.0,9.09,5.63,3.46,-0.0008764241893076674,-0.011428571428571677,0.3416413809208476,0.2474266425996036,-0.046775774929691954,1.5698275325955617
162,1998-05-05,1133.5,9.09,5.66,3.4299999999999997,-0.0057017543859648745,-0.008670520231213952,0.3542619179374295,0.2496106920687533,-0.0339352127388639,1.5552103455943609
163,1998-05-06,1122.0,9.1,5.6,3.5,-0.010145566828407615,0.020408163265306145,0.29887960769046507,0.2497195170780732,-0.02212966916595081,1.2854793274169853
164,1998-05-07,1109.5,9.1,5.6,3.5,-0.011140819964349347,0.0,0.3084949275331088,0.24935315801066157,-0.010056138701720013,1.2775096524793503
165,1998-05-08,1122.0,9.11,5.65,3.459999999999999,0.01126633618747186,-0.011428571428571677,0.28181336477318275,0.2479193387396733,0.0014538409441486504,1.1308497564339848
166,1998-05-11,1122.0,9.14,5.72,3.420000000000001,0.0,-0.011560693641618047,0.28846661728572864,0.24493711457618586,0.013792759691908215,1.121405623108968
167,1998-05-12,1133.25,9.16,5.65,3.51,0.010026737967914423,0.026315789473683848,0.3157573735567058,0.24161842148053742,0.026760357411422752,1.196088503411409
168,1998-05-13,1136.0,9.16,5.63,3.5300000000000002,0.002426649018310245,0.005698005698005826,0.2897050895412182,0.23851110527485017,0.038398717071087364,1.0536464211196201
169,1998-05-14,1133.75,9.17,5.66,3.51,-0.001980633802816878,-0.0056657223796034994,0.2586491876494936,0.23564839106612886,0.048598108740347486,0.8913749759072214
170,1998-05-15,1123.25,9.16,5.67,3.49,-0.009261300992282284,-0.005698005698005604,0.27071142814089266,0.23287162101498762,0.05877254692349247,0.9101103874042247
171,1998-05-18,1122.0,9.16,5.63,3.5300000000000002,-0.0011128421989762272,0.011461318051575908,0.2718996717155633,0.22912903735415924,0.06927162386480638,0.8843403271387188
