Date,SP500,SP500corr,filterSP500corr,Open,High,Low,Last,,,,,,,,,,,,,
2008-08-28,1299.75,0.097165204,0,1282.75,1301.75,1278.5,1299.75,71735.62921,"$86,685",,0,,"$115,360","$71,736","$139,401","$120,840",,0,,"$82,754"
2008-08-29,1284.25,0.100531683,0,1298.25,1299.25,1283.5,1284.25,71735.62921,"$86,685",,0,,"$115,360","$71,736","$139,401","$120,840",,0,,"$82,754"
2008-09-03,1276.75,0.102715832,0,1278,1282.5,1267.25,1276.75,71735.62921,"$86,685",,0,,"$115,360","$71,736","$139,401","$120,840",,0,,"$82,754"
2008-09-04,1238,0.102428111,0,1277,1278.75,1236.5,1238,71735.62921,"$86,685",,0,,"$115,360","$71,736","$139,401","$120,840",,0,,"$82,754"
2008-09-05,1242.5,0.099598799,0,1238.25,1246.75,1217.75,1242.5,71735.62921,"$86,685",,0,,"$115,360","$71,736","$139,401","$120,840",,0,,"$82,754"
2008-09-08,1268.5,0.101984414,0,1258.5,1283.75,1248.5,1268.5,71735.62921,"$86,685",,0,,"$115,360","$71,736","$139,401","$120,840",,0,,"$82,754"
2008-09-09,1227.75,0.098778108,0,1268,1276,1224.5,1227.75,71735.62921,"$86,685",,0,,"$115,360","$71,736","$139,401","$120,840",,0,,"$82,754"
2008-09-10,1234.5,0.101631582,0,1228.5,1245.5,1221.5,1234.5,71735.62921,"$86,685",,0,,"$115,360","$71,736","$139,401","$120,840",,0,,"$82,754"
2008-09-11,1252,0.098306137,0,1234,1254,1212.25,1252,71735.62921,"$86,685",,0,,"$115,360","$71,736","$139,401","$120,840",,0,,"$82,754"
2008-09-12,1258.5,0.089793451,0,1252,1259.25,1234.5,1258.5,71735.62921,"$86,685",,0,,"$115,360","$71,736","$139,401","$120,840",,0,,"$82,754"
2008-09-15,1196,0.069464826,0,1235,1239.25,1195.5,1196,71735.62921,"$86,685",,0,,"$115,360","$71,736","$139,401","$120,840",,0,,"$82,754"
2008-09-16,1216.25,0.061339358,0,1195.5,1221,1163,1216.25,71735.62921,"$86,685",,0,,"$115,360","$71,736","$139,401","$120,840",,0,,"$82,754"
2008-09-17,1163,0.036253638,0,1217.75,1229.5,1157,1163,71735.62921,"$86,685",,0,,"$115,360","$71,736","$139,401","$120,840",,0,,"$82,754"
2008-09-18,1203.25,0.05735879,0,1167,1218.75,1136.25,1203.25,71735.62921,"$86,685",,0,,"$115,360","$71,736","$139,401","$120,840",,0,,"$82,754"
2008-09-19,1246,0.059834396,0,1203.25,1291.25,1202.5,1246,71735.62921,"$86,685",,0,,"$115,360","$71,736","$139,401","$120,840",,0,,"$82,754"
2008-09-22,1216,0.069223751,0,1245,1251,1209.25,1216,71735.62921,"$86,685",,0,,"$115,360","$71,736","$139,401","$120,840",,0,,"$82,754"
2008-09-23,1190,0.04847667,0,1219.25,1225,1189.75,1190,71735.62921,"$86,685",,0,,"$115,360","$71,736","$139,401","$120,840",,0,,"$82,754"
2008-09-24,1196.25,0.050167599,0,1200.25,1211,1185.25,1196.25,71735.62921,"$86,685",,0,,"$115,360","$71,736","$139,401","$120,840",,0,,"$82,754"
2008-09-25,1216.25,0.066800773,0,1192,1227.25,1189.25,1216.25,71735.62921,"$86,685",,0,,"$115,360","$71,736","$139,401","$120,840",,0,,"$82,754"
2008-09-26,1216.75,0.064844973,0,1218,1222,1189.25,1216.75,71735.62921,"$86,685",,0,,"$115,360","$71,736","$139,401","$120,840",,0,,"$82,754"
2008-09-29,1124.25,0.090754606,0,1222.5,1222.5,1115.5,1124.25,71735.62921,"$86,685",,0,,"$115,360","$71,736","$139,401","$120,840",,0,,"$82,754"
2008-09-30,1169.5,0.083973921,0,1121.25,1177,1120.75,1169.5,71735.62921,"$86,685",,0,,"$115,360","$71,736","$139,401","$120,840",,0,,"$82,754"
2008-10-01,1170.25,0.112927148,0,1168.5,1173.75,1146.25,1170.25,71735.62921,"$86,685",,0,,"$115,360","$71,736","$139,401","$120,840",,0,,"$82,754"
2008-10-02,1125.75,0.137946218,0.137946218,1170.5,1174.75,1117,1125.75,71735.62921,"$86,685",,0,,"$115,360","$71,736","$139,401","$120,840",,1125.75,,"$82,754"
2008-10-03,1109.25,0.137377908,0.137377908,1127.75,1159,1103.75,1109.25,71735.62921,"$86,685",,0,,"$115,360","$71,736","$139,401","$120,840",,1125.75,,"$82,754"
2008-10-06,1053.75,0.160071328,0.160071328,1104.75,1104.75,1011.5,1053.75,71735.62921,"$86,685",,0,,"$115,360","$71,736","$139,401","$120,840",,1125.75,,"$82,754"
2008-10-07,1006,0.165204161,0.165204161,1055,1076.25,1000,1006,71735.62921,"$86,685",,0,,"$115,360","$71,736","$139,401","$120,840",,1125.75,,"$82,754"
2008-10-08,981.5,0.161961159,0.161961159,1006,1043.25,965,981.5,71735.62921,"$86,685",,0,,"$115,360","$71,736","$139,401","$120,840",,1125.75,,"$82,754"
2008-10-09,913,0.12786452,0,984.75,1010,906.75,913,109062.9569,"$86,685",,0,,"$115,360","$109,063","$91,690","$79,482",0.657745134,913,1.520345721,"$125,815"
2008-10-10,890.75,0.109986019,0,912.5,941.5,839,890.75,109062.9569,"$86,685",,0,,"$115,360","$109,063","$91,690","$79,482",,0,,"$125,815"
2008-10-15,903.5,0.117988319,0,1005,1005.5,897.75,903.5,109062.9569,"$86,685",,0,,"$115,360","$109,063","$91,690","$79,482",,0,,"$125,815"
2008-10-16,941,0.121042695,0,898.5,949.75,865.5,941,109062.9569,"$86,685",,0,,"$115,360","$109,063","$91,690","$79,482",,0,,"$125,815"
2008-10-17,933.25,0.172558057,0.172558057,940.75,986.5,910,933.25,109062.9569,"$86,685",,0,,"$115,360","$109,063","$91,690","$79,482",,933.25,,"$125,815"
2008-10-20,990.25,0.165276853,0.165276853,937.5,992,928,990.25,109062.9569,"$86,685",,0,,"$115,360","$109,063","$91,690","$79,482",,933.25,,"$125,815"
2008-10-21,957.25,0.132562481,0.132562481,990.75,991.5,951.5,957.25,109062.9569,"$86,685",,0,,"$115,360","$109,063","$91,690","$79,482",,933.25,,"$125,815"
2008-10-22,901.75,0.142721386,0.142721386,957.75,966.25,873,901.75,109062.9569,"$86,685",,0,,"$115,360","$109,063","$91,690","$79,482",,933.25,,"$125,815"
2008-10-23,914.5,0.102691905,0,904,921.75,855.75,914.5,113581.0412,"$86,685",,0,,"$115,360","$113,581","$88,043","$76,320",0.960221492,914.5,1.041426388,"$131,027"
2008-10-24,865,0.134225113,0.134225113,922.25,922.25,830,865,113581.0412,"$86,685",,0,,"$115,360","$113,581","$88,043","$76,320",,865,,"$131,027"
2008-10-27,833.75,0.046184802,0,860,892,826,833.75,122254.9259,"$86,685",,0,,"$115,360","$122,255","$81,796","$70,905",0.929050837,833.75,1.076367364,"$141,033"
2008-10-28,937.75,0.049104525,0,832.25,940.5,827,937.75,122254.9259,"$86,685",,0,,"$115,360","$122,255","$81,796","$70,905",,0,,"$141,033"
2008-10-29,926,0.04948951,0,936.5,970,912.5,926,122254.9259,"$86,685",,0,,"$115,360","$122,255","$81,796","$70,905",,0,,"$141,033"
2008-10-30,960.5,0.033126578,0,929.25,966.25,926.5,960.5,122254.9259,"$86,685",,0,,"$115,360","$122,255","$81,796","$70,905",,0,,"$141,033"
2008-10-31,966.75,0.053966994,0,958,980.75,939.75,966.75,122254.9259,"$86,685",,0,,"$115,360","$122,255","$81,796","$70,905",,0,,"$141,033"
2008-11-03,968.25,0.040790267,0,962.75,976,956.25,968.25,122254.9259,"$86,685",,0,,"$115,360","$122,255","$81,796","$70,905",,0,,"$141,033"
2008-11-04,1002,0.01826117,0,968,1005,963.25,1002,122254.9259,"$86,685",,0,,"$115,360","$122,255","$81,796","$70,905",,0,,"$141,033"
2008-11-05,956.5,0.032457414,0,1000.5,1006.25,946,956.5,122254.9259,"$86,685",,0,,"$115,360","$122,255","$81,796","$70,905",,0,,"$141,033"
2008-11-06,902.75,0.034280621,0,948.5,955,896.5,902.75,122254.9259,"$86,685",,0,,"$115,360","$122,255","$81,796","$70,905",,0,,"$141,033"
2008-11-07,934.5,0.021687361,0,908.75,935,900,934.5,122254.9259,"$86,685",,0,,"$115,360","$122,255","$81,796","$70,905",,0,,"$141,033"
2008-11-10,919,0.001440292,0,937,959.5,905,919,122254.9259,"$86,685",,0,,"$115,360","$122,255","$81,796","$70,905",,0,,"$141,033"
2008-11-13,906.25,-0.024998386,0,851.5,911.5,810,906.25,122254.9259,"$86,685",,0,,"$115,360","$122,255","$81,796","$70,905",,0,,"$141,033"
2008-11-14,860,-0.024121874,0,905,915.25,860,860,122254.9259,"$86,685",,0,,"$115,360","$122,255","$81,796","$70,905",,0,,"$141,033"
2008-11-17,849.5,-0.013958292,0,862.5,880,846,849.5,122254.9259,"$86,685",,0,,"$115,360","$122,255","$81,796","$70,905",,0,,"$141,033"
2008-11-18,864.75,-0.00569815,0,847.75,866.25,824,864.75,122254.9259,"$86,685",,0,,"$115,360","$122,255","$81,796","$70,905",,0,,"$141,033"
2008-11-19,810.5,0.009961336,0,862.5,863.5,802.75,810.5,122254.9259,"$86,685",,0,,"$115,360","$122,255","$81,796","$70,905",,0,,"$141,033"
2008-11-20,746,0.023978695,0,808.5,818.25,743.25,746,122254.9259,"$86,685",,0,,"$115,360","$122,255","$81,796","$70,905",,0,,"$141,033"
2008-11-21,789.75,0.042570338,0,746,799.75,739,789.75,122254.9259,"$86,685",,0,,"$115,360","$122,255","$81,796","$70,905",,0,,"$141,033"
2008-11-24,846.5,0.050592603,0,794.5,864.25,781.5,846.5,122254.9259,"$86,685",,0,,"$115,360","$122,255","$81,796","$70,905",,0,,"$141,033"
2008-11-25,851.75,0.047567012,0,842.75,872.25,831.75,851.75,122254.9259,"$86,685",,0,,"$115,360","$122,255","$81,796","$70,905",,0,,"$141,033"
2008-11-26,884.75,0.047656367,0,850,886,829,884.75,122254.9259,"$86,685",,0,,"$115,360","$122,255","$81,796","$70,905",,0,,"$141,033"
2008-12-01,814.5,0.081283386,0,895,895,812.5,814.5,122254.9259,"$86,685",,0,,"$115,360","$122,255","$81,796","$70,905",,0,,"$141,033"
2008-12-02,847.75,0.087542384,0,814,849.25,811.5,847.75,122254.9259,"$86,685",,0,,"$115,360","$122,255","$81,796","$70,905",,0,,"$141,033"
2008-12-03,867.25,0.092409274,0,846.25,872.5,824.75,867.25,122254.9259,"$86,685",,0,,"$115,360","$122,255","$81,796","$70,905",,0,,"$141,033"
2008-12-04,846.5,0.118942011,0,867.5,874.25,830.75,846.5,122254.9259,"$86,685",,0,,"$115,360","$122,255","$81,796","$70,905",,0,,"$141,033"
2008-12-05,871.5,0.128812391,0,845.25,878.5,816.25,871.5,122254.9259,"$86,685",,0,,"$115,360","$122,255","$81,796","$70,905",,0,,"$141,033"
2008-12-08,904.25,0.118807161,0,871.25,918.75,867.25,904.25,122254.9259,"$86,685",,0,,"$115,360","$122,255","$81,796","$70,905",,0,,"$141,033"
2008-12-09,889,0.110231117,0,904.5,915.25,884,889,122254.9259,"$86,685",,0,,"$115,360","$122,255","$81,796","$70,905",,0,,"$141,033"
2008-12-12,885.5,0.110309765,0,871.25,886.5,828.75,885.5,122254.9259,"$86,685",,0,,"$115,360","$122,255","$81,796","$70,905",,0,,"$141,033"
2008-12-15,872.25,0.086978988,0,883.5,893,856.25,872.25,122254.9259,"$86,685",,0,,"$115,360","$122,255","$81,796","$70,905",,0,,"$141,033"
2008-12-16,912.75,0.093702214,0,872.5,915,868.5,912.75,122254.9259,"$86,685",,0,,"$115,360","$122,255","$81,796","$70,905",,0,,"$141,033"
2008-12-17,903,0.10647351,0,913.5,918.25,886.75,903,122254.9259,"$86,685",,0,,"$115,360","$122,255","$81,796","$70,905",,0,,"$141,033"
2008-12-22,869,0.034403806,0,881,887.25,851.25,869,122254.9259,"$86,685",,0,,"$115,360","$122,255","$81,796","$70,905",,0,,"$141,033"
2008-12-23,856,0.045587099,0,868.5,874,854.5,856,122254.9259,"$86,685",,0,,"$115,360","$122,255","$81,796","$70,905",,0,,"$141,033"
2008-12-29,868,0.047876323,0,864.75,870,851,868,122254.9259,"$86,685",,0,,"$115,360","$122,255","$81,796","$70,905",,0,,"$141,033"
2008-12-30,885.5,0.062006864,0,870.25,885.75,868,885.5,122254.9259,"$86,685",,0,,"$115,360","$122,255","$81,796","$70,905",,0,,"$141,033"
2008-12-31,897.5,0.074261929,0,889,904,884.25,897.5,122254.9259,"$86,685",,0,,"$115,360","$122,255","$81,796","$70,905",,0,,"$141,033"
2009-01-02,923.25,0.077160285,0,903.5,930.5,895.75,923.25,122254.9259,"$86,685",,0,,"$115,360","$122,255","$81,796","$70,905",,0,,"$141,033"
2009-01-05,925,0.092139983,0,924,930.5,915,925,122254.9259,"$86,685",,0,,"$115,360","$122,255","$81,796","$70,905",,0,,"$141,033"
2009-01-06,928,0.098163144,0,923,938.25,923,928,122254.9259,"$86,685",,0,,"$115,360","$122,255","$81,796","$70,905",,0,,"$141,033"
2009-01-07,902.5,0.085960766,0,927,929.5,896.5,902.5,122254.9259,"$86,685",,0,,"$115,360","$122,255","$81,796","$70,905",,0,,"$141,033"
2009-01-08,903.75,0.096311273,0,900,904,891,903.75,122254.9259,"$86,685",,0,,"$115,360","$122,255","$81,796","$70,905",,0,,"$141,033"
2009-01-09,882.25,0.092028381,0,903,910,880,882.25,122254.9259,"$86,685",,0,,"$115,360","$122,255","$81,796","$70,905",,0,,"$141,033"
2009-01-12,864.5,0.10043879,0,879,884.75,859,864.5,122254.9259,"$86,685",,0,,"$115,360","$122,255","$81,796","$70,905",,0,,"$141,033"
2009-01-13,865,0.100364129,0,867.25,869,853.25,865,122254.9259,"$86,685",,0,,"$115,360","$122,255","$81,796","$70,905",,0,,"$141,033"
2009-01-14,836,0.108785753,0,863.75,870.5,829.25,836,122254.9259,"$86,685",,0,,"$115,360","$122,255","$81,796","$70,905",,0,,"$141,033"
2009-01-15,835.75,0.089146067,0,834.25,844.25,810,835.75,122254.9259,"$86,685",,0,,"$115,360","$122,255","$81,796","$70,905",,0,,"$141,033"
2009-01-16,845,0.098671763,0,837.5,852.5,823.25,845,122254.9259,"$86,685",,0,,"$115,360","$122,255","$81,796","$70,905",,0,,"$141,033"
2009-01-21,833.25,0.09874299,0,801,834.75,797,833.25,122254.9259,"$86,685",,0,,"$115,360","$122,255","$81,796","$70,905",,0,,"$141,033"
2009-01-22,822,0.123591551,0,836,838.5,803.5,822,122254.9259,"$86,685",,0,,"$115,360","$122,255","$81,796","$70,905",,0,,"$141,033"
2009-01-23,820,0.123716503,0,822,831.25,796,820,122254.9259,"$86,685",,0,,"$115,360","$122,255","$81,796","$70,905",,0,,"$141,033"
2009-01-26,827.25,0.140819514,0.140819514,817.75,844,808,827.25,122254.9259,"$86,685",,0,,"$115,360","$122,255","$81,796","$70,905",,827.25,,"$141,033"
2009-01-27,835.75,0.16920577,0.16920577,832.5,844,828.5,835.75,122254.9259,"$86,685",,0,,"$115,360","$122,255","$81,796","$70,905",,827.25,,"$141,033"
2009-01-28,868,0.162245268,0.162245268,836,870.5,836,868,122254.9259,"$86,685",,0,,"$115,360","$122,255","$81,796","$70,905",,827.25,,"$141,033"
2009-01-29,839.25,0.137613616,0.137613616,863,863,837,839.25,122254.9259,"$86,685",,0,,"$115,360","$122,255","$81,796","$70,905",,827.25,,"$141,033"
2009-01-30,819,0.156353223,0.156353223,845.25,845.25,815,819,122254.9259,"$86,685",,0,,"$115,360","$122,255","$81,796","$70,905",,827.25,,"$141,033"
2009-02-02,818,0.151355888,0.151355888,821.25,824,803,818,122254.9259,"$86,685",,0,,"$115,360","$122,255","$81,796","$70,905",,827.25,,"$141,033"
2009-02-03,829.75,0.151485801,0.151485801,817.75,835,813.25,829.75,122254.9259,"$86,685",,0,,"$115,360","$122,255","$81,796","$70,905",,827.25,,"$141,033"
2009-02-04,826.5,0.128907915,0,830.25,846,822.5,826.5,122476.9049,"$86,685",,0,,"$115,360","$122,477","$81,648","$70,777",0.998187585,826.5,1.001815705,"$141,289"
2009-02-05,837.25,0.130837971,0.130837971,827.25,845.25,813.5,837.25,122476.9049,"$86,685",,0,,"$115,360","$122,477","$81,648","$70,777",,837.25,,"$141,289"
2009-02-06,864.5,0.123089418,0,837.75,865.5,834,864.5,114877.3794,"$86,685",,0,,"$115,360","$114,877","$87,049","$75,459",1.066153367,864.5,0.937951359,"$132,523"
2009-02-09,862,0.122305287,0,860.25,869.75,850,862,114877.3794,"$86,685",,0,,"$115,360","$114,877","$87,049","$75,459",,0,,"$132,523"
2009-02-10,823.5,0.140879288,0.140879288,861.25,862.5,817.5,823.5,114877.3794,"$86,685",,0,,"$115,360","$114,877","$87,049","$75,459",,823.5,,"$132,523"
2009-02-11,828.25,0.132732972,0.132732972,828.25,832.75,816.75,828.25,114877.3794,"$86,685",,0,,"$115,360","$114,877","$87,049","$75,459",,823.5,,"$132,523"
2009-02-12,832.25,0.147822973,0.147822973,830,835.25,803,832.25,114877.3794,"$86,685",,0,,"$115,360","$114,877","$87,049","$75,459",,823.5,,"$132,523"
2009-02-13,817,0.143617467,0.143617467,831.75,836.75,815.75,817,114877.3794,"$86,685",,0,,"$115,360","$114,877","$87,049","$75,459",,823.5,,"$132,523"
2009-02-18,776.25,0.129502124,0,782.75,792.5,773.25,776.25,129288.0843,"$86,685",,0,,"$115,360","$129,288","$77,347","$67,048",0.888538027,776.25,1.125444234,"$149,147"
2009-02-19,776.25,0.135399098,0.135399098,776,793.5,772.5,776.25,129288.0843,"$86,685",,0,,"$115,360","$129,288","$77,347","$67,048",,776.25,,"$149,147"
2009-02-20,766.25,0.132289186,0.132289186,774.25,775,749.5,766.25,129288.0843,"$86,685",,0,,"$115,360","$129,288","$77,347","$67,048",,776.25,,"$149,147"
2009-02-23,741.5,0.142953207,0.142953207,765.25,782,737,741.5,129288.0843,"$86,685",,0,,"$115,360","$129,288","$77,347","$67,048",,776.25,,"$149,147"
2009-02-24,765.5,0.150189133,0.150189133,741.75,771,740.25,765.5,129288.0843,"$86,685",,0,,"$115,360","$129,288","$77,347","$67,048",,776.25,,"$149,147"
2009-02-25,758.25,0.088250403,0,771.75,776.25,749,758.25,135499.2492,"$86,685",,0,,"$115,360","$135,499","$73,801","$63,975",0.954160891,758.25,1.048041279,"$156,312"
2009-02-26,748.75,0.047751195,0,758,775.25,747.25,748.75,135499.2492,"$86,685",,0,,"$115,360","$135,499","$73,801","$63,975",,0,,"$156,312"
2009-02-27,731,0.022492928,0,749,752.25,728,731,135499.2492,"$86,685",,0,,"$115,360","$135,499","$73,801","$63,975",,0,,"$156,312"
2009-03-02,702.25,-0.013452926,0,728,728.75,695.5,702.25,135499.2492,"$86,685",,0,,"$115,360","$135,499","$73,801","$63,975",,0,,"$156,312"
2009-03-03,686.25,0.040979519,0,701.75,711.5,686,686.25,135499.2492,"$86,685",,0,,"$115,360","$135,499","$73,801","$63,975",,0,,"$156,312"
2009-03-04,705.25,0.042499686,0,686.25,720.25,678.75,705.25,135499.2492,"$86,685",,0,,"$115,360","$135,499","$73,801","$63,975",,0,,"$156,312"
2009-03-05,683,0.053920269,0,705.25,708.5,673.25,683,135499.2492,"$86,685",,0,,"$115,360","$135,499","$73,801","$63,975",,0,,"$156,312"
2009-03-06,684.75,-0.032060883,0,683.5,696,662.75,684.75,135499.2492,"$86,685",,0,,"$115,360","$135,499","$73,801","$63,975",,0,,"$156,312"
2009-03-09,673,-0.086842359,0,685.5,691.75,668,673,135499.2492,"$86,685",,0,,"$115,360","$135,499","$73,801","$63,975",,0,,"$156,312"
2009-03-10,713,-0.059541032,0,671.25,718.5,670.25,713,135499.2492,"$86,685",,0,,"$115,360","$135,499","$73,801","$63,975",,0,,"$156,312"
2009-03-11,717.25,-0.029717226,0,713,729,709.5,717.25,135499.2492,"$86,685",,0,,"$115,360","$135,499","$73,801","$63,975",,0,,"$156,312"
2009-03-12,748.25,-0.004158006,0,717.5,750,708,748.25,135499.2492,"$86,685",,0,,"$115,360","$135,499","$73,801","$63,975",,0,,"$156,312"
2009-03-13,754.5,-0.039840331,0,747.75,758.25,739,754.5,135499.2492,"$86,685",,0,,"$115,360","$135,499","$73,801","$63,975",,0,,"$156,312"
2009-03-16,754,-0.029051006,0,750.75,771.5,746.25,754,135499.2492,"$86,685",,0,,"$115,360","$135,499","$73,801","$63,975",,0,,"$156,312"
2009-03-17,775.25,-0.010404314,0,753.5,777,746,775.25,135499.2492,"$86,685",,0,,"$115,360","$135,499","$73,801","$63,975",,0,,"$156,312"
2009-03-18,791.5,-0.019654893,0,776,800.5,761.75,791.5,135499.2492,"$86,685",,0,,"$115,360","$135,499","$73,801","$63,975",,0,,"$156,312"
2009-03-19,780,-0.010301307,0,790.75,801.5,777.25,780,135499.2492,"$86,685",,0,,"$115,360","$135,499","$73,801","$63,975",,0,,"$156,312"
2009-03-20,764,0.043958341,0,780,785.5,761.5,764,135499.2492,"$86,685",,0,,"$115,360","$135,499","$73,801","$63,975",,0,,"$156,312"
2009-03-23,815.5,0.026084793,0,774,817,774,815.5,135499.2492,"$86,685",,0,,"$115,360","$135,499","$73,801","$63,975",,0,,"$156,312"
2009-03-24,800.25,0.011605734,0,815.5,816.25,799.75,800.25,135499.2492,"$86,685",,0,,"$115,360","$135,499","$73,801","$63,975",,0,,"$156,312"
2009-03-25,805,0.002094942,0,803.25,820,784.25,805,135499.2492,"$86,685",,0,,"$115,360","$135,499","$73,801","$63,975",,0,,"$156,312"
2009-03-26,824,0.003249042,0,803.5,827,803.5,824,135499.2492,"$86,685",,0,,"$115,360","$135,499","$73,801","$63,975",,0,,"$156,312"
2009-03-27,812.75,0.001201314,0,823,823,806.75,812.75,135499.2492,"$86,685",,0,,"$115,360","$135,499","$73,801","$63,975",,0,,"$156,312"
2009-03-30,781,0.03390648,0,810,811,772.25,781,135499.2492,"$86,685",,0,,"$115,360","$135,499","$73,801","$63,975",,0,,"$156,312"
2009-03-31,786.5,0.017382508,0,782,803.75,781.5,786.5,135499.2492,"$86,685",,0,,"$115,360","$135,499","$73,801","$63,975",,0,,"$156,312"
2009-04-01,805.5,0.020096374,0,786.25,806,776.75,805.5,135499.2492,"$86,685",,0,,"$115,360","$135,499","$73,801","$63,975",,0,,"$156,312"
2009-04-02,832,0.023807813,0,811.25,838.5,810,832,135499.2492,"$86,685",,0,,"$115,360","$135,499","$73,801","$63,975",,0,,"$156,312"
2009-04-03,837.25,0.018168163,0,833,839,819.5,837.25,135499.2492,"$86,685",,0,,"$115,360","$135,499","$73,801","$63,975",,0,,"$156,312"
2009-04-06,827,0.01823664,0,839.5,845,815.5,827,135499.2492,"$86,685",,0,,"$115,360","$135,499","$73,801","$63,975",,0,,"$156,312"
2009-04-07,810.5,0.01930414,0,829,829,807.25,810.5,135499.2492,"$86,685",,0,,"$115,360","$135,499","$73,801","$63,975",,0,,"$156,312"
2009-04-08,819,0.025778951,0,811,820.5,799.5,819,135499.2492,"$86,685",,0,,"$115,360","$135,499","$73,801","$63,975",,0,,"$156,312"
2009-04-09,849,0.026679249,0,818.5,850.5,818.5,849,135499.2492,"$86,685",,0,,"$115,360","$135,499","$73,801","$63,975",,0,,"$156,312"
2009-04-13,850.5,0.001914808,0,843,857.5,838,850.5,135499.2492,"$86,685",,0,,"$115,360","$135,499","$73,801","$63,975",,0,,"$156,312"
2009-04-14,836.75,0.024319726,0,849.75,853.5,833,836.75,135499.2492,"$86,685",,0,,"$115,360","$135,499","$73,801","$63,975",,0,,"$156,312"
2009-04-15,845,0.001140787,0,834,846.5,829.25,845,135499.2492,"$86,685",,0,,"$115,360","$135,499","$73,801","$63,975",,0,,"$156,312"
2009-04-16,857.75,0.011919836,0,846,863,838.5,857.75,135499.2492,"$86,685",,0,,"$115,360","$135,499","$73,801","$63,975",,0,,"$156,312"
2009-04-17,863.25,0.027532072,0,857.75,867.5,850.5,863.25,135499.2492,"$86,685",,0,,"$115,360","$135,499","$73,801","$63,975",,0,,"$156,312"
2009-04-20,829.25,0.026549757,0,858.75,859.25,826,829.25,135499.2492,"$86,685",,0,,"$115,360","$135,499","$73,801","$63,975",,0,,"$156,312"
2009-04-21,844,0.0247234,0,829.75,844.75,819.75,844,135499.2492,"$86,685",,0,,"$115,360","$135,499","$73,801","$63,975",,0,,"$156,312"
2009-04-22,833.25,0.007380917,0,845.25,855.25,832.25,833.25,135499.2492,"$86,685",,0,,"$115,360","$135,499","$73,801","$63,975",,0,,"$156,312"
2009-04-23,845,-0.008740357,0,834.5,846,828,845,135499.2492,"$86,685",,0,,"$115,360","$135,499","$73,801","$63,975",,0,,"$156,312"
2009-04-24,862.75,-0.01085197,0,846,864.75,839.25,862.75,135499.2492,"$86,685",,0,,"$115,360","$135,499","$73,801","$63,975",,0,,"$156,312"
2009-04-27,853,-0.014418755,0,859,861.25,844.75,853,135499.2492,"$86,685",,0,,"$115,360","$135,499","$73,801","$63,975",,0,,"$156,312"
2009-04-28,848,-0.009855808,0,851,857.5,835.25,848,135499.2492,"$86,685",,0,,"$115,360","$135,499","$73,801","$63,975",,0,,"$156,312"
2009-04-29,865,-0.013323005,0,847.25,875,846.25,865,135499.2492,"$86,685",,0,,"$115,360","$135,499","$73,801","$63,975",,0,,"$156,312"
2009-04-30,866,-0.031963611,0,865,881.25,861.25,866,135499.2492,"$86,685",,0,,"$115,360","$135,499","$73,801","$63,975",,0,,"$156,312"
2009-05-01,872,-0.036658996,0,863,874.25,859,872,135499.2492,"$86,685",,0,,"$115,360","$135,499","$73,801","$63,975",,0,,"$156,312"
2009-05-04,898.75,-0.040554025,0,874,900.5,874,898.75,135499.2492,"$86,685",,0,,"$115,360","$135,499","$73,801","$63,975",,0,,"$156,312"
2009-05-05,899.5,-0.036654083,0,898.75,900.25,889.75,899.5,135499.2492,"$86,685",,0,,"$115,360","$135,499","$73,801","$63,975",,0,,"$156,312"
2009-05-06,913.25,-0.04773813,0,899,914,888.5,913.25,135499.2492,"$86,685",,0,,"$115,360","$135,499","$73,801","$63,975",,0,,"$156,312"
2009-05-07,903,-0.043940367,0,912.25,924.25,894.5,903,135499.2492,"$86,685",,0,,"$115,360","$135,499","$73,801","$63,975",,0,,"$156,312"
2009-05-08,920.5,-0.055836287,0,903.5,923,901,920.5,135499.2492,"$86,685",,0,,"$115,360","$135,499","$73,801","$63,975",,0,,"$156,312"
2009-05-11,904.75,-0.058653586,0,921.75,921.75,901.5,904.75,135499.2492,"$86,685",,0,,"$115,360","$135,499","$73,801","$63,975",,0,,"$156,312"
2009-05-12,902.5,-0.054658672,0,904,910.25,890,902.5,135499.2492,"$86,685",,0,,"$115,360","$135,499","$73,801","$63,975",,0,,"$156,312"
2009-05-13,881,-0.040540541,0,904,907,876,881,135499.2492,"$86,685",,0,,"$115,360","$135,499","$73,801","$63,975",,0,,"$156,312"
2009-05-14,885,-0.058471001,0,880.75,892,875,885,135499.2492,"$86,685",,0,,"$115,360","$135,499","$73,801","$63,975",,0,,"$156,312"
2009-05-15,878.5,-0.051685121,0,885,890.5,872.25,878.5,135499.2492,"$86,685",,0,,"$115,360","$135,499","$73,801","$63,975",,0,,"$156,312"
2009-05-18,902.5,-0.052419041,0,876,904,871,902.5,135499.2492,"$86,685",,0,,"$115,360","$135,499","$73,801","$63,975",,0,,"$156,312"
2009-05-19,902,-0.066508928,0,903,911.25,899.5,902,135499.2492,"$86,685",,0,,"$115,360","$135,499","$73,801","$63,975",,0,,"$156,312"
2009-05-20,895.25,-0.053453484,0,900,918.5,894.75,895.25,135499.2492,"$86,685",,0,,"$115,360","$135,499","$73,801","$63,975",,0,,"$156,312"
2009-05-21,884.25,-0.029176924,0,895.25,896.25,874,884.25,135499.2492,"$86,685",,0,,"$115,360","$135,499","$73,801","$63,975",,0,,"$156,312"
