,Date,SP_Daily_Pct_Return,Open,High,Low,Last,Change,Settle,Volume,SP_MA,dly_chg_correlation,dly_chg_corr_mean,Std_daily_chg_correl,upper_correl,lower_correl,signal,Gold-Copp_Dly_Ret,Gold_Price,Copper_Price,GoldCopperRatio,MA,rolling_std
805,2001-08-28,-1.56,1186.25,1188.25,1169.25,1169.25,,1169.25,78.0,-0.137454545454546,0.16944286039158657,0.20245184533305483,0.0866960176236389,0.37584388058033263,0.029059810085777016,0.0,-0.32,273.0,0.691,0.002531135531135531,-0.1256363636363637,1.0169175712914722
806,2001-08-29,-0.86,1178.0,1178.0,1155.0,1159.25,,1159.25,61.0,-0.1505454545454551,0.1709755333102588,0.19935907144202678,0.08466953223364261,0.368698135909312,0.030020006974741553,0.0,0.14,274.4,0.6955,0.0025346209912536447,-0.0898181818181819,0.9901150155955337
807,2001-08-30,-2.11,1157.75,1160.0,1132.5,1134.75,,1134.75,180.0,-0.17200000000000054,0.22540827798493032,0.19715266967150846,0.08230542357237537,0.3617635168162592,0.03254182252675772,0.0,-2.89,277.5,0.6829999999999999,0.002461261261261261,-0.13036363636363643,1.0572780629318392
808,2001-08-31,0.59,1134.25,1149.5,1133.0,1141.5,,1141.5,90.0,-0.11909090909090962,0.21085525223503931,0.19487314404059858,0.08008855810185891,0.3550502602443164,0.03469602783688075,0.0,-0.01,276.5,0.6805,0.002461121157323689,-0.11509090909090916,1.052747503629102
809,2001-09-04,-1.04,1136.5,1164.5,1136.5,1137.5,,1137.5,479.0,-0.13181818181818233,0.2076323973151788,0.19289941225483703,0.07836251192081654,0.3496244360964701,0.036174388413203945,0.0,-0.09,273.7,0.6729999999999999,0.0024588966021191084,-0.12509090909090914,1.0497916419854425
810,2001-09-05,0.02,1136.0,1147.5,1121.25,1137.75,,1137.75,462.0,-0.12854545454545507,0.20794508388224767,0.19090454652326377,0.07650205993353519,0.34390866639033413,0.03790042665619339,0.0,-0.29,274.1,0.672,0.002451659978110179,-0.1256363636363637,1.0498708273919959
811,2001-09-06,-2.46,1138.0,1141.25,1109.75,1109.75,,1109.75,418.0,-0.17254545454545508,0.253658915831287,0.18967041426549083,0.07488611531962815,0.3394426449047471,0.03989818362623454,0.0,-2.03,275.0,0.6605,0.0024018181818181816,-0.1685454545454546,1.0787345435686275
812,2001-09-07,-1.96,1112.25,1114.0,1051.0,1088.0,,1088.0,802.0,-0.24636363636363692,0.27504138222376134,0.18855739135506533,0.07310070249726551,0.3347587963495964,0.04235598636053431,0.0,-1.25,275.1,0.6525,0.0023718647764449288,-0.17272727272727278,1.0825355259681617
813,2001-09-10,1.29,1087.0,1104.25,1072.75,1102.0,,1102.0,2713.0,-0.22109090909090964,0.2629150181979054,0.18639888539311122,0.0689276537534223,0.32425419289995583,0.04854357788626662,0.0,0.36,273.7,0.6515,0.002380343441724516,-0.18000000000000008,1.0774850690724553
814,2001-09-11,-1.29,1101.0,1108.5,1075.0,1087.75,,1087.75,395.0,-0.2343636363636369,0.26126156030594705,0.18418202628488903,0.06428567723115818,0.3127533807472054,0.05561067182257268,0.0,0.0,273.7,0.6515,0.002380343441724516,-0.16436363636363643,1.0736675870780898
815,2001-09-17,-4.16,1041.5,1066.0,1022.5,1042.5,,1042.5,10564.0,-0.29727272727272785,0.2633810154378202,0.18187175118677892,0.0587835082542592,0.2994387676952973,0.06430473467826052,0.0,-0.64,291.5,0.6515,0.002234991423670669,-0.26054545454545464,1.292798311705068
816,2001-09-18,-0.34,1043.0,1051.25,1032.25,1039.0,,1039.0,172394.0,-0.29563636363636425,0.2618643938472258,0.18018870479483381,0.054951671068249816,0.29009204693133345,0.07028536265833418,0.0,0.54,289.7,0.6509999999999999,0.002247152226441146,-0.28763636363636375,1.259082504925215
817,2001-09-19,-2.07,1039.0,1049.25,983.5,1017.5,,1017.5,336014.0,-0.30963636363636426,0.29248381325768663,0.17957985058723622,0.05347211755907561,0.28652408570538745,0.072635615469085,0.005959727552299177,-1.27,292.3,0.6485,0.00221861101607937,-0.2992727272727274,1.2652475303794561
818,2001-09-20,-3.27,1017.0,1022.0,977.5,984.25,,984.25,287414.0,-0.4170909090909097,0.24795518869772432,0.1787527697871848,0.052010115121582975,0.2827730000303508,0.07473253954401884,0.0,0.63,289.8,0.647,0.0022325741890959283,-0.2696363636363638,1.2676180106307344
819,2001-09-21,-1.09,982.5,991.5,938.5,973.5,,973.5,310764.0,-0.45145454545454605,0.2862169643797986,0.17926965561081393,0.052943027479243454,0.28515571056930084,0.07338360065232702,0.0010612538104977642,0.32,292.9,0.6559999999999999,0.0022396722430863777,-0.2910909090909092,1.2469290762557912
820,2001-09-24,3.72,1001.0,1009.75,1001.0,1009.75,,1009.75,3.0,-0.38272727272727336,0.2692361110364177,0.17933068650082104,0.053046550642021725,0.2854237877848645,0.07323758521677759,0.0,0.23,290.9,0.653,0.0022447576486765214,-0.28109090909090917,1.2488968061145933
821,2001-09-25,1.06,1020.5,1020.5,1020.5,1020.5,,1020.5,0.0,-0.3320000000000007,0.2492154772788746,0.17911732009235784,0.05273486053600033,0.2845870411643585,0.07364759902035718,0.0,-1.15,291.8,0.6475,0.002218985606579849,-0.2976363636363637,1.2543582742321588
822,2001-09-26,-0.37,1012.0,1016.75,1012.0,1016.75,,1016.75,2.0,-0.30509090909090975,0.2504613378486603,0.17905331134974925,0.052644367330516625,0.2843420460107825,0.073764576688716,0.0,-0.33,294.8,0.652,0.0022116689280868387,-0.3136363636363637,1.2489467616628074
823,2001-09-27,0.79,1024.75,1024.75,1024.75,1024.75,,1024.75,0.0,-0.2700000000000007,0.2772853153620304,0.1816171531485718,0.05394014448542946,0.28949744211943074,0.07373686417771287,0.0,0.78,293.2,0.6535,0.0022288540245566165,-0.29218181818181826,1.2575412384212161
824,2001-09-28,2.07,1046.0,1046.0,1046.0,1046.0,,1046.0,0.0,-0.22327272727272793,0.2507267062103316,0.18324891480088706,0.054656994601894084,0.2925629040046752,0.0739349255970989,0.0,-0.88,294.0,0.6495,0.0022091836734693874,-0.330909090909091,1.2418687721084087
825,2001-10-01,-0.05,1045.5,1045.5,1045.5,1045.5,,1045.5,0.0,-0.21654545454545523,0.2604681270822472,0.1851056228749379,0.05552311934469355,0.296151861564325,0.0740593841855508,0.0,0.04,293.2,0.648,0.0022100954979536154,-0.30472727272727285,1.234067130873229
826,2001-10-02,1.17,1057.75,1057.75,1057.75,1057.75,,1057.75,0.0,-0.24890909090909158,0.27221532733825293,0.1876559090517516,0.056252888808978226,0.30016168666970805,0.07515013143379516,0.0,0.71,290.9,0.6475,0.002225850807837745,-0.2840000000000001,1.2414755259293198
827,2001-10-03,1.77,1054.0,1076.5,1054.0,1076.5,,1076.5,1.0,-0.22636363636363702,0.25123546627657045,0.19005232652111853,0.05609994344534401,0.3022522134118065,0.07785243963043051,0.0,-1.55,291.6,0.639,0.002191358024691358,-0.31072727272727285,1.2527744831867806
828,2001-10-04,0.0,1079.0,1083.0,1076.5,1076.5,,1076.5,3.0,-0.20709090909090974,0.251540405752902,0.19265716226011126,0.0555559401465794,0.3037690425532701,0.08154528196695246,0.0,0.47,291.6,0.642,0.0022016460905349795,-0.3094545454545456,1.2535452217194332
829,2001-10-05,-0.26,1065.75,1073.75,1045.75,1073.75,,1073.75,5.0,-0.2334545454545461,0.2582417868273877,0.19520528403221304,0.05528607480464048,0.305777433641494,0.08463313442293209,0.0,-0.93,292.5,0.638,0.002181196581196581,-0.3432727272727274,1.2445452159776254
830,2001-10-08,-0.61,1067.25,1067.25,1067.25,1067.25,,1067.25,0.0,-0.22672727272727336,0.24156456929771122,0.1973506362739525,0.054741507312636106,0.3068336508992247,0.08786762164868028,0.0,0.08,293.4,0.6405,0.0021830265848670756,-0.2956363636363638,1.20852644224947
831,2001-10-09,-0.54,1061.75,1061.75,1061.5,1061.5,,1061.5,10.0,-0.25745454545454605,0.2256134396712121,0.19876885460198204,0.054438605469355104,0.30764606554069224,0.08989164366327183,0.0,0.96,289.7,0.6385,0.0022040041422160856,-0.2576363636363638,1.2146481942069627
832,2001-10-10,2.24,1081.0,1085.25,1081.0,1085.25,,1085.25,1.0,-0.21418181818181878,0.26822408185660385,0.20142346277035578,0.05419600089214946,0.3098154645546547,0.09303146098605686,0.0,0.81,286.7,0.637,0.0022218346703871644,-0.2514545454545456,1.219276376444193
833,2001-10-11,1.57,1102.25,1102.25,1102.25,1102.25,,1102.25,0.0,-0.16309090909090967,0.2976046576676907,0.20456514403135076,0.05467883125169655,0.31392280653474386,0.09520748152795766,0.0,1.85,282.6,0.6395,0.002262915782024062,-0.19236363636363651,1.2411404009818932
834,2001-10-12,-0.54,1096.25,1096.25,1096.25,1096.25,,1096.25,0.0,-0.11927272727272788,0.28811468516566874,0.20746597726395516,0.05480438312073713,0.3170747435054294,0.0978572110224809,0.0,-1.39,285.7,0.6375,0.002231361568078404,-0.2049090909090911,1.249823502690995
835,2001-10-15,-0.16,1094.5,1094.5,1094.5,1094.5,,1094.5,0.0,-0.1572727272727279,0.27542133866676016,0.20979879519398878,0.05491856662756706,0.3196359284491229,0.09996166193885465,0.0,0.9,282.7,0.6365,0.0022515033604527768,-0.21018181818181836,1.244429797893606
836,2001-10-16,0.66,1100.0,1101.75,1100.0,1101.75,,1101.75,1.0,-0.16654545454545516,0.2570730866614488,0.2113152431850024,0.05505378206293586,0.32142280731087414,0.10120767905913067,0.0,0.71,282.9,0.6415,0.0022675857193354544,-0.20072727272727287,1.249491532948139
837,2001-10-17,-2.16,1078.0,1078.0,1078.0,1078.0,,1078.0,0.0,-0.21472727272727335,0.27297009794088756,0.21302406725036604,0.055488583938710076,0.3240012351277862,0.10204689937294589,0.0,-1.16,284.0,0.6365,0.0022411971830985913,-0.19636363636363652,1.2456388568185248
838,2001-10-18,-0.28,1079.0,1079.0,1075.0,1075.0,,1075.0,1.0,-0.21236363636363698,0.28831839990324537,0.21521070480386362,0.056050402711046346,0.3273115102259563,0.10310989938177093,0.0,0.38,279.8,0.6295,0.002249821300929235,-0.2181818181818183,1.2242746770428947
839,2001-10-19,-0.05,1074.5,1074.5,1074.5,1074.5,,1074.5,0.0,-0.23563636363636425,0.29074810970974607,0.21759994524672466,0.056424213020551325,0.33044837128782734,0.104751519205622,0.0,-1.59,280.7,0.6215,0.0022141075881724264,-0.24690909090909105,1.2377621274603143
840,2001-10-22,1.95,1080.0,1095.5,1080.0,1095.5,,1095.5,6.0,-0.20618181818181883,0.326900757212862,0.22042148522517466,0.05794678826650211,0.3363150617581789,0.10452790869217043,0.0,1.83,276.1,0.6225,0.0022546178920680913,-0.2194545454545456,1.2669713349702758
841,2001-10-23,-0.5,1097.0,1097.0,1090.0,1090.0,,1090.0,1.0,-0.212363636363637,0.32123833135980906,0.22313783850642302,0.05911708124600803,0.34137200099843906,0.10490367601440696,0.0,0.58,276.5,0.627,0.0022676311030741412,-0.19309090909090923,1.2682692679501997
842,2001-10-24,-0.28,1087.5,1087.5,1087.0,1087.0,,1087.0,1.0,-0.20854545454545517,0.32127879921993024,0.22587946866230882,0.06011826850602821,0.34611600567436523,0.1056429316502524,0.0,-1.12,276.3,0.6195,0.0022421281216069493,-0.19818181818181835,1.271472012055742
843,2001-10-25,1.63,1071.0,1106.0,1071.0,1104.75,,1104.75,3.0,-0.1581818181818188,0.3156286422315209,0.228229389833392,0.06106438003442419,0.35035814990224035,0.10610062976454362,0.0,-0.12,278.2,0.623,0.002239396117900791,-0.1903636363636365,1.2705903609424498
844,2001-10-26,-0.07,1104.0,1105.5,1104.0,1104.0,,1104.0,2.0,-0.16090909090909156,0.30824060708739476,0.2307678404480904,0.061441505453932774,0.353650851355956,0.10788482954022485,0.0,1.41,278.3,0.632,0.0022709306503772906,-0.1592727272727274,1.2886511100766114
845,2001-10-29,-2.67,1091.0,1091.0,1074.5,1074.5,,1074.5,2.0,-0.18400000000000064,0.326678351756278,0.23372413304005416,0.062081836939598616,0.35788780691925137,0.10956045916085692,0.0,-1.05,279.7,0.6285,0.0022470504111548086,-0.1532727272727274,1.2836205371922356
846,2001-10-30,-1.3,1059.0,1060.5,1059.0,1060.5,,1060.5,1.0,-0.20163636363636428,0.30280770608426866,0.23723387756937847,0.06037769754207771,0.35798927265353386,0.11647848248522305,0.0,0.71,281.7,0.6375,0.002263045793397231,-0.11745454545454559,1.279645810634099
847,2001-10-31,0.17,1062.25,1062.25,1062.25,1062.25,,1062.25,0.0,-0.20800000000000063,0.2901350408910475,0.24029086874485664,0.05866745668038261,0.35762578210562185,0.12295595538409142,0.0,-1.75,281.1,0.625,0.002223408039843472,-0.13309090909090923,1.2944294792562772
848,2001-11-01,2.0,1065.0,1088.0,1065.0,1083.5,,1083.5,7.0,-0.17890909090909154,0.27429284579896623,0.24287535640512342,0.056920096034382396,0.3567155484738882,0.12903516433635864,0.0,-0.79,281.3,0.6205,0.002205830074653395,-0.12200000000000015,1.2859589302813563
849,2001-11-02,0.69,1085.75,1092.5,1085.75,1091.0,,1091.0,8.0,-0.16781818181818248,0.27429316957529015,0.2454624077042232,0.05498842812834394,0.3554392639609111,0.13548555144753532,0.0,-1.08,281.4,0.614,0.002181947405828003,-0.16181818181818194,1.2810008976044083
850,2001-11-05,1.31,1106.0,1110.0,1105.25,1105.25,,1105.25,2.0,-0.11672727272727337,0.2840854951179596,0.24813929559601314,0.0531565977768807,0.3544524911497745,0.14182610004225174,0.0,0.79,280.1,0.616,0.0021992145662263476,-0.13290909090909103,1.2842690279014501
851,2001-11-06,1.56,1101.0,1123.5,1101.0,1122.5,,1122.5,21.0,-0.09454545454545518,0.2688347590365631,0.25082338004614474,0.050277883001734795,0.35137914604961434,0.15026761404267513,0.0,-0.25,280.8,0.616,0.002193732193732194,-0.16763636363636375,1.2604936770029074
852,2001-11-07,-0.16,1117.25,1123.0,1116.0,1120.75,,1120.75,6.0,-0.05690909090909155,0.26025041782245656,0.25188251088159297,0.049841975153139324,0.3515664611878716,0.15219856057531433,0.0,-1.97,281.8,0.606,0.0021504613200851665,-0.2250909090909092,1.2694514311413951
853,2001-11-08,0.33,1138.5,1158.5,1118.25,1124.5,,1124.5,17.0,-0.0814545454545461,0.2913571445555034,0.25433626006301585,0.04835409168684335,0.35104444343670255,0.15762807668932916,0.0,3.02,277.6,0.615,0.0022154178674351583,-0.1670909090909092,1.3427716950084347
854,2001-11-09,0.02,1115.5,1124.75,1115.5,1124.75,,1124.75,8.0,-0.05036363636363701,0.27160365961879174,0.2562802705005615,0.04680752522402651,0.34989532094861453,0.1626652200525085,0.0,3.97,278.3,0.6409999999999999,0.002303269852676967,-0.08872727272727284,1.4536786727133628
855,2001-11-12,-0.6,1107.5,1124.0,1102.0,1118.0,,1118.0,13.0,-0.07690909090909157,0.249821322361927,0.25792107383338186,0.04489765067960439,0.34771637519259063,0.1681257724741731,0.0,2.28,279.3,0.6579999999999999,0.0023558897243107766,-0.0641818181818183,1.4823138705329622
856,2001-11-13,2.24,1117.25,1143.0,1117.25,1143.0,,1143.0,35.0,-0.0314545454545461,0.28973853394788107,0.2604013976223045,0.04272780028896557,0.34585699820023563,0.17494579704437338,0.0,3.11,278.7,0.677,0.0024291352709006103,-0.02381818181818194,1.537958592744497
857,2001-11-14,0.17,1150.0,1158.0,1141.5,1145.0,,1145.0,14.0,-0.06872727272727337,0.2920782407198453,0.26308236212135533,0.03985851878280809,0.3427993996869715,0.18336532455573915,0.0,0.0,278.7,0.677,0.0024291352709006103,-0.03836363636363648,1.533800368047801
858,2001-11-15,0.17,1161.5,1161.5,1147.0,1147.0,,1147.0,1.0,-0.053090909090909744,0.2840797327930358,0.26516307405756306,0.03782544934380248,0.340813972745168,0.18951217536995812,0.0,0.27,276.1,0.6725,0.0024357116986599057,-0.06400000000000013,1.5162302180322336
859,2001-11-16,-0.44,1143.75,1143.75,1142.0,1142.0,,1142.0,3.0,-0.032727272727273375,0.2890060095878948,0.2679211954842225,0.0336278096741634,0.3351768148325493,0.2006655761358957,0.0,1.56,275.7,0.682,0.0024737033006891553,-0.029818181818181938,1.5314668481788
860,2001-11-19,1.23,1142.0,1156.0,1142.0,1156.0,,1156.0,5.0,0.005272727272726621,0.29298167108398526,0.2701673556786297,0.030947193525495638,0.33206174272962097,0.20827296862763844,0.0,0.88,273.7,0.6829999999999999,0.002495432955791012,-0.016363636363636483,1.536229587920161
861,2001-11-20,-0.87,1149.0,1149.0,1146.0,1146.0,,1146.0,9.0,0.027818181818181166,0.3020522833892006,0.2725505693164287,0.028081429739507714,0.32871342879544413,0.21638770983741326,0.0,-1.57,274.0,0.6729999999999999,0.0024562043795620437,0.007636363636363514,1.5003974333197383
862,2001-11-21,-0.63,1135.0,1138.75,1135.0,1138.75,,1138.75,7.0,0.005636363636362983,0.2582559510710464,0.2731477997361762,0.02740131263577139,0.327950425007719,0.21834517446463342,0.0,0.59,274.0,0.677,0.002470802919708029,0.01854545454545442,1.5024466690255578
863,2001-11-26,0.17,1155.0,1164.0,1144.0,1157.0,,1157.0,20.0,0.04090909090909026,0.25969261835125174,0.2740357518473801,0.026105994640932214,0.32624774112924454,0.22182376256551567,0.0,1.07,273.5,0.6829999999999999,0.0024972577696526508,0.03963636363636351,1.5090222044317354
864,2001-11-27,-0.41,1155.5,1161.0,1144.0,1152.25,,1152.25,8.0,0.033090909090908435,0.23993320913251906,0.2746230393349681,0.024920929660687707,0.32446489865634354,0.2247811800135927,0.0,2.7,274.3,0.7035,0.0025647101713452422,0.09399999999999989,1.5502229230375584
865,2001-11-28,-1.84,1145.75,1146.5,1131.0,1131.0,,1131.0,44.0,0.04436363636363571,0.2414612811792525,0.27523242474036824,0.02363698290164551,0.32250639054365926,0.22795845893707722,0.0,-0.08,275.1,0.705,0.0025627044711014173,0.12945454545454535,1.5228025068102151
866,2001-11-29,1.33,1133.75,1146.0,1127.25,1146.0,,1146.0,36.0,0.10418181818181753,0.21662116855869312,0.27455901115359377,0.024763734393378017,0.3240864799403498,0.22503154236683773,-0.008410373808144606,1.85,274.7,0.7170000000000001,0.0026101201310520573,0.1858181818181817,1.5281599815768407
867,2001-11-30,-0.39,1147.5,1149.5,1138.0,1141.5,,1141.5,49.0,0.07363636363636299,0.18862319498355604,0.27298777138559005,0.027340122918998948,0.32766801722358796,0.21830752554759214,-0.029684330564036104,1.11,274.9,0.7255,0.002639141506002183,0.19945454545454533,1.5330814022283965
868,2001-12-03,-0.92,1132.0,1135.0,1125.25,1131.0,,1131.0,278.0,0.08036363636363572,0.2084988707377807,0.27199838688631506,0.02866394199046828,0.32932627086725164,0.2146705029053785,-0.006171632167597807,-3.53,277.9,0.7075,0.002545879812882332,0.13527272727272716,1.6133744881636254
869,2001-12-04,1.59,1128.5,1149.0,1128.5,1149.0,,1149.0,480.0,0.18490909090909027,0.2000363110848857,0.2708852005368412,0.030234475845230945,0.3313541522273031,0.21041624884637927,-0.010379937761493568,-0.13,276.3,0.7025,0.0025425262395946434,0.23290909090909082,1.4165067527094184
870,2001-12-05,1.87,1147.0,1176.0,1147.0,1170.5,,1170.5,1213.0,0.22509090909090843,0.172265917163225,0.269228562386394,0.03302108644812293,0.33527073528263984,0.2031863894901481,-0.030920472326923104,-0.17,274.6,0.6970000000000001,0.0025382374362709396,0.24145454545454537,1.4125553652627783
871,2001-12-06,-0.02,1170.5,1175.0,1166.0,1170.25,,1170.25,545.0,0.2623636363636357,0.17556628095575202,0.2676595057883672,0.03534595201105675,0.33835140981048073,0.19696760176625372,-0.021401320810501695,-1.08,275.0,0.6905,0.002510909090909091,0.21199999999999994,1.4230658088424082
872,2001-12-07,-0.7,1170.0,1170.0,1155.25,1162.0,,1162.0,593.0,0.30909090909090847,0.16101048682808788,0.26526908167146546,0.03798334222278195,0.3412357661170293,0.18930239722590156,-0.028291910397813674,-1.49,274.7,0.6795,0.0024736075718966148,0.20799999999999993,1.4276105392759795
873,2001-12-10,-1.83,1157.5,1159.0,1139.75,1140.75,,1140.75,594.0,0.29563636363636303,0.17650702617298022,0.26397002417101556,0.039766393731318496,0.34350281163365254,0.18443723670837858,-0.007930210535398358,0.55,273.0,0.679,0.0024871794871794872,0.20654545454545448,1.4272133145111303
874,2001-12-11,-0.26,1140.0,1153.25,1135.75,1137.75,,1137.75,965.0,0.22327272727272665,0.17728969800537608,0.26198952841875334,0.041320022589820725,0.3446295735983948,0.17934948323911187,-0.002059785233735789,0.63,272.9,0.6829999999999999,0.0025027482594356908,0.2121818181818181,1.428281395281667
875,2001-12-12,0.13,1137.75,1144.0,1127.5,1139.25,,1139.25,3155.0,0.20636363636363575,0.1886737836936363,0.2605247588307027,0.04247031002738258,0.34546537888546786,0.17558413877593754,0.0,-2.04,274.5,0.6729999999999999,0.0024517304189435336,0.17090909090909082,1.4601982015736046
876,2001-12-13,-1.95,1139.25,1140.25,1115.75,1117.0,,1117.0,200225.0,0.177636363636363,0.20633952770044306,0.25974519611109487,0.04307099770919796,0.34588719152949077,0.17360320069269897,0.0,-0.18,274.6,0.672,0.002447195921340131,0.18854545454545446,1.449769353535651
877,2001-12-14,0.85,1117.75,1130.25,1115.0,1126.5,,1126.5,203189.0,0.17872727272727212,0.18983169505018477,0.2586428389693044,0.04407713307469659,0.34679710511869755,0.17048857281991123,0.0,-1.36,278.6,0.6725,0.0024138549892318735,0.16981818181818176,1.463182086475166
878,2001-12-17,1.02,1126.25,1139.25,1121.75,1138.0,,1138.0,182600.0,0.15963636363636302,0.189677049131744,0.25704996140148095,0.0449650165755217,0.3469799945525244,0.16711992825043753,0.0,0.63,278.3,0.6759999999999999,0.0024290334171757095,0.16709090909090904,1.4621631270487612
879,2001-12-18,0.68,1137.75,1147.25,1135.25,1145.75,,1145.75,158378.0,0.1729090909090903,0.21769932435895317,0.25644946354963777,0.04527052488302784,0.3469905133156934,0.1659084137835821,0.0,0.25,280.9,0.684,0.0024350302598789607,0.1876363636363636,1.4550995430329436
880,2001-12-19,0.65,1145.0,1154.5,1135.5,1153.25,,1153.25,211254.0,0.16345454545454485,0.21719041158770916,0.2556625959951916,0.04557447558183269,0.346811547158857,0.1645136448315262,0.0,0.21,276.0,0.6735,0.0024402173913043476,0.19072727272727272,1.4549606772660812
881,2001-12-20,-0.95,1152.75,1153.25,1141.0,1142.25,,1142.25,181226.0,0.11399999999999941,0.21628246759174055,0.25464563490889136,0.045821653578997756,0.3462889420668869,0.16300232775089585,0.0,-0.25,276.5,0.6729999999999999,0.0024339963833634715,0.1732727272727273,1.4543740597672619
882,2001-12-21,0.55,1141.5,1150.5,1139.5,1148.5,,1148.5,125287.0,0.1239999999999994,0.25623008590716445,0.25473644617490215,0.045819719240630635,0.3463758846561634,0.16309700769364088,0.0,0.24,278.3,0.679,0.0024398131512756017,0.20581818181818184,1.4349960522711105
883,2001-12-26,0.63,1155.75,1155.75,1155.75,1155.75,,1155.75,0.0,0.14018181818181757,0.25809442379229613,0.2548556101392548,0.045819775891064764,0.3464951619213843,0.16321605835712527,0.0,0.56,279.6,0.6859999999999999,0.0024535050071530754,0.2074545454545455,1.4353541544934303
884,2001-12-27,0.54,1162.0,1162.0,1162.0,1162.0,,1162.0,0.0,0.1610909090909085,0.2524564050593311,0.25475042137983556,0.04581849901786818,0.34638741941557194,0.1631134233440992,0.0,-0.2,277.7,0.68,0.0024486856319769538,0.22072727272727277,1.4279976327211612
885,2001-12-28,-0.02,1161.75,1161.75,1161.75,1161.75,,1161.75,0.0,0.17054545454545395,0.2528991923718429,0.25495650543572884,0.04578357025585548,0.3465236459474398,0.1633893649240179,0.0,-0.7,277.4,0.6745,0.0024315068493150687,0.2065454545454546,1.4332845187835224
886,2001-12-31,-0.88,1151.5,1151.5,1151.5,1151.5,,1151.5,2.0,0.1138181818181812,0.2840162944703558,0.256018375522986,0.045767679457088796,0.3475537344371636,0.16448301660880843,0.0,-3.51,279.6,0.6559999999999999,0.0023462088698140197,0.12527272727272734,1.514217625321743
887,2002-01-02,0.43,1149.0,1156.5,1148.5,1156.5,,1156.5,2.0,0.09309090909090846,0.276586277676856,0.2561704154469906,0.04582283395300667,0.34781608335300396,0.16452474754097726,0.0,-0.15,279.8,0.6555,0.0023427448177269477,0.10781818181818188,1.5117094700654365
888,2002-01-03,1.08,1160.0,1169.0,1160.0,1169.0,,1169.0,12.0,0.12254545454545392,0.2633721580527215,0.25554800636308206,0.045480825440734556,0.3465096572445512,0.16458635548161293,0.0,1.09,279.1,0.6609999999999999,0.002368326764600501,0.09400000000000007,1.498908985945494
889,2002-01-04,0.77,1180.0,1180.0,1178.0,1178.0,,1178.0,6.0,0.13945454545454483,0.2628474180280938,0.25508860150603524,0.04527291337335037,0.345634428252736,0.1645427747593345,0.0,1.41,279.8,0.672,0.0024017155110793425,0.14490909090909096,1.4951178235835823
890,2002-01-07,-0.74,1169.25,1169.25,1169.25,1169.25,,1169.25,6.0,0.11399999999999938,0.18234147002826717,0.2533962402580627,0.04622841461897618,0.345853069496015,0.16093941102011033,0.0,6.14,279.5,0.7125,0.0025491949910554563,0.24018181818181822,1.6973950531122588
891,2002-01-08,-0.3,1165.75,1165.75,1165.75,1165.75,,1165.75,6.0,0.1478181818181812,0.18300744569175267,0.25204959224043183,0.04718813881772588,0.3464258698758836,0.15767331460498007,0.0,-0.67,279.8,0.7085,0.00253216583273767,0.21509090909090914,1.700518300866678
892,2002-01-09,-0.77,1156.75,1156.75,1156.75,1156.75,,1156.75,6.0,0.13890909090909032,0.1658153912805076,0.25010132484660674,0.04850215876633643,0.3471056423792796,0.15309700731393389,0.0,-0.65,284.4,0.7155,0.002515822784810127,0.2243636363636364,1.6942602052511428
893,2002-01-10,0.39,1161.25,1161.25,1161.25,1161.25,,1161.25,6.0,0.14690909090909032,0.15431766752911413,0.24766494789434979,0.049892531868416815,0.3474500116311834,0.14787988415751616,0.0,-2.7,288.2,0.7055,0.0024479528105482307,0.16836363636363635,1.7393227328542482
894,2002-01-11,-0.99,1149.75,1149.75,1149.75,1149.75,,1149.75,6.0,0.09345454545454487,0.14995120049189267,0.24510500409038882,0.0512350576556977,0.3475751194017842,0.14263488877899344,0.0,0.32,288.5,0.7085,0.0024558058925476605,0.2030909090909091,1.7225518029379305
895,2002-01-14,-0.67,1142.0,1142.0,1142.0,1142.0,,1142.0,1.0,0.09036363636363577,0.11942620945554054,0.24133273958571025,0.052717564453122194,0.3467678684919546,0.13589761067946587,-0.016471401223925333,0.66,286.4,0.708,0.0024720670391061455,0.18181818181818182,1.7092613640910546
896,2002-01-15,0.77,1148.5,1150.75,1148.5,1150.75,,1150.75,1.0,0.10945454545454489,0.11610951156502322,0.23760312468035047,0.05419521439790054,0.34599355347615157,0.1292126958845494,-0.013103184319526173,-0.57,285.4,0.7015,0.002457953749124037,0.1609090909090909,1.7113328926191627
897,2002-01-16,-2.02,1127.5,1127.5,1127.5,1127.5,,1127.5,1.0,0.04309090909090852,0.1129248551316448,0.23381487115147256,0.05550413782711864,0.34482314680570986,0.12280659549723529,-0.009881740365590488,-0.05,288.4,0.7085,0.0024566574202496533,0.18036363636363634,1.7025612118613187
898,2002-01-17,0.75,1136.0,1136.0,1136.0,1136.0,,1136.0,1.0,0.05799999999999943,0.12507549295627401,0.23035026843737716,0.05624497859629881,0.3428402256299748,0.11786031124477954,0.0,0.94,285.5,0.708,0.0024798598949211906,0.19963636363636358,1.7050958087954233
899,2002-01-18,-0.46,1130.75,1130.75,1130.75,1130.75,,1130.75,0.0,0.0981818181818176,0.13151701531730756,0.22713711222337554,0.05675844494096972,0.340654002105315,0.11362022234143611,0.0,-0.89,284.2,0.6985,0.0024577762139338494,0.15781818181818175,1.7030644394292562
