,Date,Closing Price,B Rating,5 Year Rate,Yield Spread,S&P 500 Returns,Yield Spread Returns,Correl55day,55Day std,55Day Mean,55Z-Score,,signal,Long/Short
60,12/5/1997,997.75,9.44,5.87,3.57,0.009868421,-0.024590164,-0.420807244,,,,,0,
61,12/8/1997,995.75,9.41,5.92,3.49,-0.00200451,-0.022408964,-0.41345395,,,,,0,
62,12/9/1997,990,9.41,5.9,3.51,-0.005774542,0.005730659,-0.41908958,,,,,0,
63,12/10/1997,981.25,9.41,5.85,3.56,-0.008838384,0.014245014,-0.422805962,,,,,0,
64,12/11/1997,965.25,9.41,5.77,3.64,-0.016305732,0.02247191,-0.435212666,,,,,0,
65,12/12/1997,966.5,9.4,5.71,3.69,0.001295001,0.013736264,-0.438452529,,,,,0,
66,12/15/1997,974.25,9.38,5.74,3.64,0.008018624,-0.013550136,-0.438676216,,,,,0,
67,12/16/1997,980.5,9.38,5.74,3.64,0.006415191,0,-0.456371831,,,,,0,
68,12/17/1997,975.5,9.38,5.77,3.61,-0.005099439,-0.008241758,-0.459517415,,,,,0,
69,12/18/1997,965,9.38,5.74,3.64,-0.010763711,0.008310249,-0.46518596,,,,,0,
70,12/19/1997,967.5,9.38,5.7,3.68,0.002590674,0.010989011,-0.459492293,,,,,0,
71,12/22/1997,973.5,9.38,5.71,3.67,0.00620155,-0.002717391,-0.466047069,,,,,0,
72,12/23/1997,954,9.4,5.71,3.69,-0.020030817,0.005449591,-0.465117796,,,,,0,
73,12/24/1997,950,9.4,5.72,3.68,-0.004192872,-0.002710027,-0.46240497,,,,,0,
74,12/26/1997,956,9.4,5.72,3.68,0.006315789,0,-0.46273299,,,,,0,
75,12/29/1997,975.5,9.4,5.73,3.67,0.02039749,-0.002717391,-0.463952226,,,,,0,
76,12/30/1997,990,9.41,5.76,3.65,0.014864172,-0.005449591,-0.522223964,,,,,0,
77,12/31/1997,988.5,9.45,5.71,3.74,-0.001515152,0.024657534,-0.516015021,,,,,0,
78,1/2/1998,993.5,9.43,5.63,3.8,0.005058169,0.016042781,-0.513288234,,,,,0,
79,1/5/1998,996,9.41,5.46,3.95,0.002516356,0.039473684,-0.491881644,,,,,0,
80,1/6/1998,982.25,9.38,5.41,3.97,-0.013805221,0.005063291,-0.499575509,,,,,0,
81,1/7/1998,983,9.37,5.45,3.92,0.000763553,-0.012594458,-0.502538484,,,,,0,
82,1/8/1998,974,9.33,5.34,3.99,-0.009155646,0.017857143,-0.534070643,,,,,0,
83,1/9/1998,941,9.32,5.22,4.1,-0.033880903,0.027568922,-0.555067436,,,,,0,
84,1/12/1998,956,9.31,5.24,4.07,0.015940489,-0.007317073,-0.56364524,,,,,0,
85,1/13/1998,970,9.31,5.28,4.03,0.014644351,-0.00982801,-0.569298224,,,,,0,
86,1/14/1998,973.5,9.28,5.33,3.95,0.003608247,-0.019851117,-0.551856313,,,,,0,
87,1/15/1998,969,9.25,5.34,3.91,-0.004622496,-0.010126582,-0.545683802,,,,,0,
88,1/16/1998,982,9.23,5.42,3.81,0.013415893,-0.025575448,-0.2763878,,,,,0,
89,1/20/1998,994,9.23,5.45,3.78,0.012219959,-0.007874016,-0.340837504,,,,,0,
90,1/21/1998,984.75,9.2,5.41,3.79,-0.009305835,0.002645503,-0.343135298,,,,,0,
91,1/22/1998,976,9.19,5.39,3.8,-0.008885504,0.002638522,-0.312230858,,,,,0,
92,1/23/1998,968,9.18,5.53,3.65,-0.008196721,-0.039473684,-0.281580246,,,,,0,
93,1/26/1998,968.75,9.17,5.49,3.68,0.000774793,0.008219178,-0.234061088,,,,,0,
94,1/27/1998,985.75,9.19,5.57,3.62,0.017548387,-0.016304348,-0.271334851,,,,,0,
95,1/28/1998,992.5,9.18,5.54,3.64,0.006847578,0.005524862,-0.262163646,,,,,0,
96,1/29/1998,999.5,9.16,5.43,3.73,0.007052897,0.024725275,-0.233772999,,,,,0,
97,1/30/1998,995.25,9.15,5.39,3.76,-0.004252126,0.008042895,-0.240230061,,,,,0,
98,2/2/1998,1016.5,9.1,5.43,3.67,0.021351419,-0.02393617,-0.291509012,,,,,0,
99,2/3/1998,1020.5,9.08,5.41,3.67,0.003935071,0,-0.288390224,,,,,0,
100,2/4/1998,1021,9.08,5.41,3.67,0.000489956,0,-0.308516172,,,,,0,
101,2/5/1998,1016.75,9.06,5.46,3.6,-0.004162586,-0.019073569,-0.291432492,,,,,0,
102,2/6/1998,1028.75,9.05,5.48,3.57,0.011802311,-0.008333333,-0.304644612,,,,,0,
103,2/9/1998,1024.75,9.07,5.51,3.56,-0.003888214,-0.00280112,-0.309775919,,,,,0,
104,2/10/1998,1034.25,9.07,5.49,3.58,0.009270554,0.005617978,-0.310141249,,,,,0,
105,2/11/1998,1033.5,9.06,5.46,3.6,-0.000725163,0.005586592,-0.304155807,,,,,0,
106,2/12/1998,1038,9.06,5.46,3.6,0.004354136,0,-0.311168652,,,,,0,
107,2/13/1998,1032.75,9.05,5.44,3.61,-0.005057803,0.002777778,-0.351969003,,,,,0,
108,2/17/1998,1037.5,9.03,5.41,3.62,0.004599371,0.002770083,-0.350425289,,,,,0,
109,2/18/1998,1046.5,9.02,5.44,3.58,0.008674699,-0.011049724,-0.355549248,0.099953909,-0.39404649,0.385149943,,0,
110,2/19/1998,1041,9.03,5.47,3.56,-0.005255614,-0.005586592,-0.351235516,0.09935479,-0.394918462,0.439666239,,0,
111,2/20/1998,1048.25,9.03,5.49,3.54,0.006964457,-0.005617978,-0.390173914,0.098670262,-0.396377684,0.062873758,,0,
112,2/23/1998,1051.25,9.03,5.53,3.5,0.002861913,-0.011299435,-0.397460501,0.097885502,-0.398041629,0.005936815,,0,
113,2/24/1998,1043.5,9.05,5.66,3.39,-0.007372176,-0.031428571,-0.350404692,0.097676695,-0.398390785,0.491274746,,0,
114,2/25/1998,1057.75,9.07,5.6,3.47,0.013655966,0.02359882,-0.302317354,0.098159819,-0.397808531,0.972813294,,0,
115,2/26/1998,1063.75,9.07,5.62,3.45,0.005672418,-0.005763689,-0.288882672,0.099193822,-0.395409903,1.073930098,,0,
116,2/27/1998,1062,9.08,5.59,3.49,-0.001645123,0.011594203,-0.30554956,0.099894942,-0.393448005,0.879908863,,0,
117,3/2/1998,1059.75,9.1,5.67,3.43,-0.002118644,-0.017191977,-0.291783589,0.100760944,-0.39113335,0.98599475,,0,
118,3/3/1998,1067,9.13,5.72,3.41,0.006841236,-0.005830904,-0.281390412,0.101737335,-0.388562158,1.053416093,,0,
119,3/4/1998,1059.25,9.14,5.71,3.43,-0.007263355,0.005865103,-0.249020633,0.103242923,-0.385176849,1.318794659,,0,
120,3/5/1998,1049.75,9.15,5.71,3.44,-0.00896861,0.002915452,-0.253259744,0.104485664,-0.381809707,1.230311971,,0,
121,3/6/1998,1068.75,9.15,5.65,3.5,0.018099548,0.01744186,-0.20029185,0.106997181,-0.377475446,1.655965076,,0,
122,3/9/1998,1065.5,9.15,5.61,3.54,-0.003040936,0.011428571,-0.206100323,0.108884869,-0.372925055,1.532120432,,0,
123,3/10/1998,1077.25,9.15,5.62,3.53,0.011027687,-0.002824859,-0.21507409,0.110264973,-0.368480631,1.391253605,,0,
124,3/11/1998,1081.25,9.13,5.57,3.56,0.003713159,0.008498584,-0.202863707,0.111668953,-0.363711135,1.440395245,,0,
125,3/12/1998,1083.75,9.11,5.52,3.59,0.002312139,0.008426966,-0.203750607,0.112924241,-0.359061287,1.375352874,,0,
126,3/13/1998,1080.25,9.11,5.54,3.57,-0.003229527,-0.005571031,-0.198871415,0.113978451,-0.354203547,1.362820172,,0,
127,3/16/1998,1092,9.07,5.52,3.55,0.010877112,-0.005602241,-0.195553298,0.114912645,-0.349302375,1.337964818,,0,
128,3/17/1998,1093.5,9.06,5.53,3.53,0.001373626,-0.005633803,-0.197231335,0.115639957,-0.344481036,1.273346212,,0,
129,3/18/1998,1097.25,9.05,5.55,3.5,0.003429355,-0.008498584,-0.198155903,0.116131722,-0.339670543,1.218570067,,0,
130,3/19/1998,1101.5,9.03,5.56,3.47,0.00387332,-0.008571429,-0.201143087,0.116329933,-0.334892195,1.149739411,,0,
131,3/20/1998,1111,9.02,5.56,3.46,0.008624603,-0.002881844,-0.197829543,0.114870535,-0.328994115,1.141846968,,0,
132,3/23/1998,1118.5,9.01,5.56,3.45,0.006750675,-0.002890173,-0.191454302,0.113412396,-0.323093011,1.160708292,,0,
133,3/24/1998,1130,9.01,5.57,3.44,0.010281627,-0.002898551,-0.201010309,0.111515236,-0.317415231,1.04384769,,0,
134,3/25/1998,1120,8.99,5.62,3.37,-0.008849558,-0.020348837,-0.184940585,0.110296152,-0.311834484,1.150483457,,0,
135,3/26/1998,1128,8.98,5.66,3.32,0.007142857,-0.014836795,-0.177929617,0.108672616,-0.305986377,1.178371924,,0,
136,3/27/1998,1118.25,8.98,5.67,3.31,-0.008643617,-0.003012048,-0.179034172,0.106571758,-0.30010448,1.136044954,,0,
137,3/30/1998,1113,9,5.7,3.3,-0.004694836,-0.003021148,-0.148229044,0.103541576,-0.293089179,1.399052833,,0,
138,3/31/1998,1121.25,9.07,5.64,3.43,0.007412399,0.039393939,0.058888625,0.107783099,-0.281926341,3.162044611,,3.162044611,
139,4/1/1998,1131,9.06,5.59,3.47,0.008695652,0.011661808,0.082895742,0.111675617,-0.270171051,3.161538778,,3.161538778,
140,4/2/1998,1134,9.04,5.54,3.5,0.00265252,0.008645533,0.098311391,0.11479906,-0.258032694,3.104067981,,3.104067981,
141,4/3/1998,1144.5,9.03,5.44,3.59,0.009259259,0.025714286,0.127528552,0.119069664,-0.245680242,3.134373446,,3.134373446,
142,4/6/1998,1141.25,9.02,5.49,3.53,-0.002839668,-0.016713092,0.131043728,0.122412618,-0.233376105,2.976979317,,2.976979317,
143,4/7/1998,1130,9.03,5.5,3.53,-0.009857612,0,0.17441802,0.134021341,-0.225179635,2.981597193,,2.981597193,
144,4/8/1998,1120,9.02,5.54,3.48,-0.008849558,-0.014164306,0.208152701,0.145223533,-0.215197995,2.91516593,,2.91516593,
145,4/9/1998,1134,9.02,5.56,3.46,0.0125,-0.005747126,0.210163235,0.155029942,-0.205138022,2.678845462,,2.678845462,
146,4/13/1998,1129,9.03,5.64,3.39,-0.004409171,-0.020231214,0.240661349,0.165527299,-0.195085436,2.632476863,,2.632476863,
147,4/14/1998,1135.5,9.04,5.6,3.44,0.005757307,0.014749263,0.191323203,0.173062054,-0.186487192,2.183092047,,0,
148,4/15/1998,1138.5,9.01,5.59,3.42,0.002642008,-0.005813953,0.196164689,0.180437712,-0.178664905,2.077335106,,0,
149,4/16/1998,1126.25,9.01,5.57,3.44,-0.010759772,0.005847953,0.224577911,0.18795513,-0.169648309,2.097448577,,0,
150,4/17/1998,1136.5,9.01,5.57,3.44,0.009100999,0,0.219979502,0.194683468,-0.16088207,1.956311837,,0,
151,4/20/1998,1143,9.01,5.61,3.4,0.005719314,-0.011627907,0.197795633,0.200307146,-0.153035368,1.751465226,,0,
152,4/21/1998,1142,9.02,5.66,3.36,-0.000874891,-0.011764706,0.218467793,0.206075571,-0.144695407,1.762281661,,0,
153,4/22/1998,1151.5,9.01,5.66,3.35,0.008318739,-0.00297619,0.326126297,0.214580063,-0.133465674,2.141820471,,0,
154,4/23/1998,1138,9.02,5.66,3.36,-0.011723838,0.002985075,0.30128615,0.221321534,-0.122744285,1.915902295,,0,
155,4/24/1998,1123,9.02,5.65,3.37,-0.013181019,0.00297619,0.276861466,0.226242954,-0.112101056,1.719224906,,0,
156,4/27/1998,1102.5,9.15,5.77,3.38,-0.018254675,0.002967359,0.231050474,0.229519103,-0.102601365,1.453699652,,0,
157,4/28/1998,1101,9.13,5.78,3.35,-0.001360544,-0.00887574,0.253165306,0.232727712,-0.092459367,1.485103215,,0,
158,4/29/1998,1110,9.15,5.78,3.37,0.008174387,0.005970149,0.259062914,0.235514266,-0.082116842,1.44865856,,0,
159,4/30/1998,1131,9.15,5.65,3.5,0.018918919,0.038575668,0.337554434,0.240050833,-0.070340557,1.699202563,,0,
160,5/1/1998,1141,9.13,5.63,3.5,0.008841733,2.22E-16,0.339097193,0.24408424,-0.058645048,1.629528567,,0,
161,5/4/1998,1140,9.09,5.63,3.46,-0.000876424,-0.011428571,0.341641381,0.247426643,-0.046775775,1.569827533,,0,
162,5/5/1998,1133.5,9.09,5.66,3.43,-0.005701754,-0.00867052,0.354261918,0.249610692,-0.033935213,1.555210346,,0,
163,5/6/1998,1122,9.1,5.6,3.5,-0.010145567,0.020408163,0.298879608,0.249719517,-0.022129669,1.285479327,,0,
164,5/7/1998,1109.5,9.1,5.6,3.5,-0.01114082,0,0.308494928,0.249353158,-0.010056139,1.277509652,,0,
165,5/8/1998,1122,9.11,5.65,3.46,0.011266336,-0.011428571,0.281813365,0.247919339,0.001453841,1.130849756,,0,
166,5/11/1998,1122,9.14,5.72,3.42,0,-0.011560694,0.288466617,0.244937115,0.01379276,1.121405623,,0,
167,5/12/1998,1133.25,9.16,5.65,3.51,0.010026738,0.026315789,0.315757374,0.241618421,0.026760357,1.196088503,,0,
168,5/13/1998,1136,9.16,5.63,3.53,0.002426649,0.005698006,0.28970509,0.238511105,0.038398717,1.053646421,,0,
169,5/14/1998,1133.75,9.17,5.66,3.51,-0.001980634,-0.005665722,0.258649188,0.235648391,0.048598109,0.891374976,,0,
170,5/15/1998,1123.25,9.16,5.67,3.49,-0.009261301,-0.005698006,0.270711428,0.232871621,0.058772547,0.910110387,,0,
171,5/18/1998,1122,9.16,5.63,3.53,-0.001112842,0.011461318,0.271899672,0.229129037,0.069271624,0.884340327,,0,
172,5/19/1998,1123.5,9.17,5.63,3.54,0.001336898,0.002832861,0.26741224,0.22518386,0.079438821,0.834755291,,0,
173,5/20/1998,1135,9.16,5.6,3.56,0.01023587,0.005649718,0.279912437,0.221212282,0.089644327,0.860115486,,0,
174,5/21/1998,1131,9.16,5.66,3.5,-0.003524229,-0.016853933,0.298648448,0.217988212,0.099601947,0.913106719,,0,
175,5/22/1998,1127.5,9.16,5.65,3.51,-0.003094607,0.002857143,0.304536521,0.214210361,0.109743697,0.90935295,,0,
176,5/26/1998,1107,9.16,5.6,3.56,-0.018181818,0.014245014,0.209071127,0.210314812,0.11718666,0.436890138,,0,
177,5/27/1998,1108.75,9.16,5.57,3.59,0.001580849,0.008426966,0.218352229,0.205975081,0.124903979,0.453687161,,0,
178,5/28/1998,1110,9.16,5.56,3.6,0.001127396,0.002785515,0.227448147,0.201032492,0.132949838,0.470064852,,0,
179,5/29/1998,1111,9.15,5.56,3.59,0.000900901,-0.002777778,0.223816354,0.196003367,0.140707658,0.424016679,,0,
180,6/1/1998,1107.75,9.19,5.53,3.66,-0.002925293,0.019498607,0.20626591,0.190376092,0.148162503,0.305203274,,0,
181,6/2/1998,1108,9.18,5.56,3.62,0.000225683,-0.010928962,0.202342237,0.184426096,0.155457297,0.254220747,,0,
182,6/3/1998,1092,9.19,5.57,3.62,-0.014440433,-2.22E-16,0.211574907,0.17813999,0.162859628,0.273466271,,0,
183,6/4/1998,1110.25,9.18,5.6,3.58,0.016712454,-0.011049724,0.174062433,0.171138979,0.169610424,0.026013998,,0,
184,6/5/1998,1129,9.17,5.6,3.57,0.016888088,-0.002793296,0.165324117,0.163522898,0.176219151,-0.066626964,,0,
185,6/8/1998,1129.75,9.17,5.6,3.57,0.000664305,0,0.171056813,0.155101608,0.182986422,-0.0769148,,0,
186,6/9/1998,1132,9.17,5.61,3.56,0.001991591,-0.00280112,0.176039497,0.146030027,0.189784041,-0.094121356,,0,
187,6/10/1998,1124,9.17,5.55,3.62,-0.007067138,0.016853933,0.158830605,0.136417256,0.196152858,-0.273588944,,0,
188,6/11/1998,1105.25,9.17,5.46,3.71,-0.016681495,0.024861878,0.099406615,0.125823392,0.201614984,-0.812316118,,0,
189,6/12/1998,1111.5,9.18,5.43,3.75,0.005654829,0.010781671,0.080889954,0.115371131,0.206448266,-1.088299223,,0,
190,6/15/1998,1086,9.18,5.42,3.76,-0.02294197,0.002666667,0.095592349,0.103811555,0.211421393,-1.115762535,,0,
191,6/16/1998,1100,9.23,5.49,3.74,0.012891344,-0.005319149,0.073037331,0.091032008,0.216004511,-1.570515503,,0,
192,6/17/1998,1122.75,9.25,5.57,3.68,0.020681818,-0.016042781,0.013469778,0.081122618,0.21894449,-2.532890528,,-2.532890528,
193,6/18/1998,1118.25,9.24,5.55,3.69,-0.004008016,0.002717391,-0.027362093,0.085014299,0.217376295,-2.878790886,,-2.878790886,
194,6/19/1998,1112.5,9.24,5.52,3.72,-0.005141963,0.008130081,-0.046507286,0.090423524,0.215023512,-2.892287173,,-2.892287173,
195,6/22/1998,1128,9.27,5.52,3.75,0.013932584,0.008064516,-0.034640526,0.095249708,0.212606205,-2.59577417,,-2.59577417,
196,6/23/1998,1140.25,9.27,5.51,3.76,0.010859929,0.002666667,-0.068570416,0.101929376,0.209040769,-2.723564061,,-2.723564061,
197,6/24/1998,1154,9.24,5.48,3.76,0.012058759,0,-0.07937353,0.108639101,0.205215001,-2.61957736,,-2.61957736,
198,6/25/1998,1152.5,9.22,5.5,3.72,-0.001299827,-0.010638298,-0.078136967,0.115109667,0.200623092,-2.421691126,,0,
199,6/26/1998,1161,9.22,5.49,3.73,0.007375271,0.002688172,-0.100981954,0.122071934,0.195002462,-2.424672116,,0,
200,6/29/1998,1163,9.22,5.5,3.72,0.001722653,-0.002680965,-0.089632312,0.127934956,0.189551634,-2.182233494,,0,
201,6/30/1998,1157,9.32,5.47,3.85,-0.005159071,0.034946237,-0.131800416,0.134850375,0.182779601,-2.332807883,,0,
202,7/1/1998,1170,9.32,5.43,3.89,0.011235955,0.01038961,-0.128206586,0.141208589,0.176969969,-2.161175588,,0,
203,7/2/1998,1165,9.31,5.43,3.88,-0.004273504,-0.002570694,-0.122036677,0.146814845,0.17118449,-1.997217427,,0,
204,7/6/1998,1179,9.3,5.4,3.9,0.012017167,0.005154639,-0.11101736,0.151455142,0.165082757,-1.822982789,,0,
205,7/7/1998,1175.75,9.28,5.43,3.85,-0.002756573,-0.012820513,-0.099001214,0.155370784,0.159283108,-1.662373805,,0,
206,7/8/1998,1190.5,9.27,5.43,3.84,0.012545184,-0.002597403,-0.097151382,0.159063118,0.153920435,-1.578441435,,0,
207,7/9/1998,1180.75,9.27,5.4,3.87,-0.008189836,0.0078125,-0.108450206,0.162673661,0.147976471,-1.576325724,,0,
208,7/10/1998,1182.5,9.27,5.4,3.87,0.001482109,0,-0.102807839,0.164248971,0.140177669,-1.479373091,,0,
